iteration,trainRMSE
0,"[1024.224778083392, 1024.2388326842492, 1029.2126554261722, 1029.2397916434725, 1029.7773923134505]"
2500,"[767.6361589619598, 764.0304784202832, 772.489063902657, 775.6122409775369, 769.3420213239609]"
5000,"[766.157894551819, 762.3751090113875, 769.0579234641294, 769.025013539732, 766.0541178729577]"
7500,"[763.3998471642918, 759.6109846985945, 765.3086627340542, 764.1268392826694, 760.2867811260952]"
10000,"[762.9946397780906, 758.2315461296256, 762.5953494611724, 761.2593279862591, 756.7059981820659]"
12500,"[762.6381470138496, 758.1370748572198, 758.958056791491, 757.8972329967916, 752.7091094901338]"
15000,"[762.259646168129, 757.2128244961234, 756.5950947285467, 759.6612757738886, 750.3956859408478]"
17500,"[762.3123577188702, 757.9975111170572, 759.1227786464, 762.8578280056574, 758.983737011114]"
20000,"[761.9881660609092, 760.0328328903906, 758.7068966399399, 761.5529391612473, 762.1859002827346]"
22500,"[761.9782206911364, 756.0180992598112, 754.9529903276168, 756.0860781645131, 751.8096016850265]"
25000,"[762.8726635994263, 755.3922668648249, 753.9907595723035, 755.2290953227913, 749.7513194379576]"
27500,"[763.3959114412958, 755.3090352566609, 752.8284837442789, 754.1297917694586, 753.8616258585683]"
30000,"[769.0144090493976, 761.7182601005724, 759.5396189772255, 762.5397154459973, 761.6154005490574]"
32500,"[769.1908132973169, 762.3326409489014, 763.7921471139232, 771.6027010085721, 770.1920141438667]"
35000,"[763.235824304472, 756.4635248532077, 760.9371843322996, 764.9580019585304, 763.3839952433203]"
37500,"[758.6256124352556, 755.7901270797607, 758.4473229109237, 761.8668735932007, 759.8996447873532]"
40000,"[758.1417267645378, 759.5803425792672, 761.2906124460375, 763.5414726534792, 760.127542931448]"
42500,"[756.4185002906245, 755.3803736861763, 752.2360777134955, 756.0118346529988, 750.8622332251852]"
45000,"[755.22276725241, 755.0644749468208, 764.5227647198678, 757.7261604731708, 756.1564505837915]"
47500,"[764.3262555603202, 757.2796023041163, 758.545018076616, 750.5894459190708, 754.7515400935823]"
50000,"[759.5612964814981, 760.3096970680438, 760.1829323377765, 759.931720818348, 760.6903945645282]"
52500,"[757.35580236024, 752.3281197055043, 755.5168901573818, 747.3229147526812, 753.7421336560067]"
55000,"[753.5711117608292, 749.2510330228231, 752.9439663383857, 742.2416917263109, 749.7068900438893]"
57500,"[756.8056537601549, 753.7755130961735, 755.7313387037436, 756.0644843904084, 754.304728235455]"
60000,"[750.5724556566975, 753.0931204302113, 755.4372659428312, 746.459379532573, 753.0138343912827]"
62500,"[744.6212381199653, 747.3899169092053, 748.9243359588813, 744.4333385133269, 749.2644790007245]"
65000,"[758.3198146163994, 756.4835139597802, 762.0442802154167, 762.0611045542297, 757.696616204787]"
67500,"[755.1374329341368, 761.2155272861952, 761.173016411932, 761.9525296715591, 766.8210990254909]"
