iteration,trainRMSE
0,"[793.3224503436137, 793.2250100875202, 793.2319047402667, 793.2374498344361, 794.1777253673855]"
2500,"[656.379986402493, 652.3836461009053, 651.1987120317955, 651.8512147545421, 655.2823228497363]"
5000,"[639.5788523286781, 629.1728196740718, 627.2030797132966, 625.6705010528572, 629.3294378416571]"
7500,"[633.6101774680113, 611.9566528338524, 615.2767811330623, 604.8414010303936, 599.81745178933]"
10000,"[621.4973289820649, 587.7443528570125, 578.9558734627221, 569.4407404419378, 576.9486015492702]"
12500,"[609.0130697533457, 562.2417421210888, 537.0891832129912, 521.8567209958253, 496.46759866673875]"
15000,"[603.6303556362924, 532.460607706628, 494.05042836191603, 492.0639857879022, 489.05847158390077]"
17500,"[603.4240261247404, 528.4759666965135, 503.0309020494412, 481.7701164557166, 477.51097765394627]"
20000,"[598.6998396020263, 508.9222493542248, 497.0950726546838, 491.4976472034641, 484.6225901541413]"
22500,"[604.1009548356664, 559.1325278523295, 529.8339813242612, 519.7529643351412, 503.60700778237157]"
25000,"[583.9707797283589, 504.14101322747683, 485.47811595343614, 456.11512721791854, 446.3879765315933]"
27500,"[596.4040397937215, 514.1422637285701, 497.9246667747059, 468.21661745043383, 472.0352144096144]"
