iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,629545.6,626488.8,793.44,791.5104
2500,426961.6,468392.3,653.42,684.386
5000,397165.7,470965.25,630.19,686.2399
7500,376027.97,479653.72,613.1,692.5312
10000,344807.12,498314.16,586.92,705.8807
12500,298861.53,529559.9,545.33,727.5438
15000,274658.88,553132.9,522.25,743.561
17500,271317.62,553902.9,518.84,743.812
20000,268199.75,572154.3,516.17,755.9762
22500,296415.66,551344.25,543.29,742.2564
25000,247639.42,580852.94,495.22,761.9032
27500,262007.84,578765.56,509.74,760.233
