iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,1055257.6,1233946.1,1027.25,1110.8252
2500,580148.4,730034.7,761.66,854.4099
5000,538718.75,763968.1,733.94,873.981
7500,514412.25,803126.75,717.2,896.0763
10000,508275.7,804887.2,712.92,897.1051
12500,510325.25,820741.1,714.34,905.8525
15000,497070.84,814517.25,704.89,902.4833
17500,492122.66,785990.4,701.37,886.2991
20000,563606.6,759017.0,750.69,871.156
22500,452873.56,854978.8,672.46,924.3357
25000,455625.38,855746.8,674.58,924.8487
27500,415822.78,901703.1,643.55,949.3979
30000,427791.72,884943.5,653.19,940.5617
32500,581745.8,761896.0,762.7,872.6437
35000,545823.4,789889.25,738.73,888.5433
37500,647774.06,787936.94,804.78,887.3161
