iteration,trainRMSE
0,"[910.8981191808426, 911.0106609279729, 910.5693896560242, 910.5446357066504, 912.0551607868899]"
2500,"[728.8803124195307, 722.0982370705915, 714.5958460472687, 710.4904635433322, 703.3857881076308]"
5000,"[721.049685338683, 711.7053001822585, 700.6105728883446, 693.9625235521926, 693.3370904059404]"
7500,"[701.5055395851718, 669.8592383330039, 654.9023389622557, 638.2357782769734, 617.8272806815731]"
10000,"[712.5409430713552, 662.4267182797977, 663.8401698928493, 658.0198773983021, 642.4358113437974]"
12500,"[689.7748205479138, 631.2961014541054, 640.7850105140669, 644.7876858692009, 611.8084049178007]"
15000,"[662.7546382910199, 584.5207790535746, 573.5880475422724, 514.8771904542197, 465.6183583296787]"
17500,"[662.7498485087503, 574.9918761389366, 543.95973904033, 546.8878638069725, 517.1466832290363]"
20000,"[621.0586548257822, 544.0265739561296, 512.2596940576527, 464.5458011004273, 453.4472341727105]"
22500,"[625.6896907754121, 548.4862549553492, 505.1903593048084, 440.7754209312265, 465.3143009408865]"
25000,"[679.8592236475075, 637.46438421223, 613.8817752366305, 615.6018034371042, 574.682240359798]"
27500,"[603.1128506886272, 544.3415928824518, 511.04749710654994, 449.0185192092258, 462.8035791664041]"
30000,"[632.1998163125248, 565.8620384091624, 569.8572510706875, 590.8106156111078, 585.8141209965928]"
32500,"[584.0881824960808, 506.2819868704948, 461.918365772903, 406.935497478384, 438.18099871751946]"
35000,"[577.7057934897333, 483.1836000289593, 461.62620547281364, 431.74790053622434, 438.1590665894298]"
37500,"[597.3037514436281, 539.1176671333933, 524.1681635780143, 496.93125458753457, 515.7504901210173]"
