iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,829949.9,651507.94,911.02,807.1208
2500,512578.9,466952.72,715.89,683.254
5000,495920.3,505145.72,704.13,710.6216
7500,431757.22,519545.16,656.47,720.5717
10000,446587.3,585988.6,667.85,764.7722
12500,415002.03,619206.1,643.69,785.0043
15000,318366.94,647499.7,560.27,802.5402
17500,326459.94,696946.44,569.15,832.7308
20000,273107.3,737162.44,519.07,854.9608
22500,271675.06,716331.3,517.09,846.0165
25000,390935.84,710908.25,624.3,842.349
27500,267412.62,735508.56,514.06,856.9339
30000,347377.38,705604.75,588.91,839.1506
32500,233697.6,782546.5,479.48,884.4819
35000,231748.17,875391.06,478.48,935.1686
37500,287031.0,930135.25,534.65,963.5881
