iteration,trainRMSE
0,"[911.3764460856726, 911.553174549435, 908.4312279694901, 903.5313542427227, 905.1059042008922]"
100,"[911.3764460856726, 911.553174549435, 908.4312279694901, 903.5313542427227, 905.1059042008922]"
200,"[826.8933888505142, 822.0763105093416, 818.9940113906836, 814.2656707757832, 815.5568175307751]"
300,"[754.8111452688819, 754.6122502986365, 752.9025701029985, 749.1810060351788, 749.8218939477301]"
400,"[754.2238225205501, 752.7566200605859, 750.4531056421597, 746.5511616204188, 747.3569374060068]"
500,"[755.4512768604445, 749.7390128300578, 747.1659670959614, 742.9964994920758, 743.8645231824994]"
600,"[753.7023934206387, 747.2269353837726, 743.1633709388458, 739.7324525798946, 739.9886274309217]"
700,"[752.5633980919712, 742.8236254710297, 739.4352536128779, 734.941892430566, 736.4520591875138]"
800,"[750.7536219407338, 738.7224205809337, 732.4149205837211, 726.7313496747133, 729.8595148184525]"
900,"[749.3327948944446, 733.5180567174737, 727.1053866315488, 718.0353481284626, 725.8922236472524]"
