iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,1099221.5,2395936.5,1048.44,1547.8813
10,1094118.0,2387746.8,1046.0,1545.2335
20,1085717.6,2374329.5,1041.98,1540.8852
30,1074586.0,2357629.5,1036.62,1535.457
40,1067692.0,2347030.8,1033.29,1532.0021
50,1061804.5,2337706.0,1030.44,1528.9556
60,1055500.4,2327714.2,1027.37,1525.6847
70,1049025.8,2317276.2,1024.22,1522.2602
80,1042832.06,2307253.0,1021.19,1518.9645
90,1036680.44,2297158.0,1018.17,1515.6378
100,1030521.9,2286938.8,1015.15,1512.2627
110,1024249.5,2276401.5,1012.05,1508.7748
120,1018098.8,2265911.2,1009.01,1505.2944
130,1011969.9,2255312.5,1005.97,1501.7698
140,1005782.44,2244419.5,1002.89,1498.1386
150,999764.8,2233636.0,999.88,1494.5352
160,993819.5,2222760.5,996.9,1490.8923
170,988005.3,2211883.0,993.98,1487.24
180,982329.06,2200993.5,991.12,1483.5745
190,976817.6,2190118.0,988.34,1479.9046
200,971499.56,2179283.5,985.65,1476.2396
210,966404.06,2168519.2,983.06,1472.5893
220,961561.9,2157855.5,980.59,1468.9641
230,956990.7,2147323.8,978.26,1465.3748
240,952744.7,2136954.0,976.09,1461.8323
250,948847.5,2126783.8,974.09,1458.3495
260,945319.5,2116840.0,972.27,1454.9363
270,942143.5,2107183.0,970.64,1451.6137
280,939375.3,2098320.8,969.21,1448.5579
290,937001.06,2089906.1,967.99,1445.6505
300,935163.3,2084322.2,967.04,1443.7176
310,933739.7,2079781.4,966.3,1442.1435
320,932918.7,2074025.8,965.88,1440.1468
330,931937.56,2071660.0,965.37,1439.3251
340,931421.2,2067457.0,965.1,1437.8651
350,931025.2,2068319.1,964.9,1438.1644
360,930458.7,2065651.0,964.6,1437.237
370,930769.4,2066043.5,964.76,1437.3736
380,930382.3,2066911.6,964.56,1437.6753
390,930170.44,2064622.2,964.45,1436.8787
400,929612.9,2063956.9,964.16,1436.6472
410,928965.8,2063562.5,963.83,1436.5097
420,929453.06,2062387.8,964.08,1436.1012
430,928902.06,2062381.4,963.79,1436.0989
440,928921.9,2067829.0,963.81,1437.9926
450,933522.75,2077284.2,966.19,1441.2702
460,931524.1,2085061.5,965.15,1443.9676
470,929943.8,2077682.5,964.34,1441.4146
480,929520.75,2063119.5,964.12,1436.3551
490,928482.4,2071792.6,963.58,1439.3706
