iteration,trainRMSE
0,"[1047.6169280758813, 1047.6131559302692, 1047.9336186372725, 1047.936110209775, 1051.0844133109028]"
10,"[1046.157504565681, 1045.7230402313699, 1045.1129516780647, 1044.9735112797896, 1048.0353354979088]"
20,"[1044.0067854319605, 1041.5249951911062, 1040.6308454702198, 1040.3506517249014, 1043.3703733337932]"
30,"[1038.2827871569407, 1035.6917669213365, 1035.4260806346836, 1035.3260512853863, 1038.380639723143]"
40,"[1034.0299821300957, 1032.3607974322229, 1032.367599915435, 1032.3236354868823, 1035.3741201576845]"
50,"[1031.1780935531742, 1029.493363004277, 1029.5195219230459, 1029.4831977158817, 1032.5175026627157]"
60,"[1027.7306275976482, 1026.4774108405275, 1026.5678127478284, 1026.54145333787, 1029.55751879641]"
70,"[1023.9726988902639, 1023.3994338257132, 1023.5835484429169, 1023.5709267161009, 1026.5681762156528]"
80,"[1020.8494014640479, 1020.3866627273454, 1020.5871146218708, 1020.5775610981794, 1023.5534849704007]"
90,"[1017.8343031797559, 1017.3798119697798, 1017.574452731739, 1017.564774445446, 1020.5178930996226]"
100,"[1014.8178269007228, 1014.357387457848, 1014.547553009886, 1014.5377339981898, 1017.4669909209072]"
110,"[1011.5479221582269, 1011.2953919454893, 1011.5071048401053, 1011.501039294917, 1014.4056693987703]"
120,"[1008.5107460936965, 1008.2620193461987, 1008.4674998369188, 1008.4612755481298, 1011.3395205003765]"
130,"[1005.4701273818629, 1005.2293503046178, 1005.4313236472582, 1005.4251275697396, 1008.2757639523898]"
140,"[1002.219151403109, 1002.1816171642027, 1002.4042747233667, 1002.4018444242084, 1005.2238270435903]"
150,"[999.2178502631355, 999.1895297248277, 999.4050226218312, 999.4023626751158, 1002.1937808229138]"
160,"[996.2179713295025, 996.2278721855706, 996.4399836933276, 996.4376581147931, 999.1970475799459]"
170,"[993.3084548097506, 993.3200554657325, 993.5233389225025, 993.5206323206304, 996.2463278837856]"
180,"[990.4603337994141, 990.4737218411321, 990.6678267631142, 990.6647256582099, 993.3550957348049]"
190,"[987.6878967546219, 987.7031617479105, 987.8877319596062, 987.8842229845771, 990.5375824777482]"
200,"[985.006133739689, 985.0233776067379, 985.1980519464199, 985.1941215715585, 987.8087334433927]"
210,"[982.4307670578429, 982.4500813052462, 982.6144946946572, 982.6101293770428, 985.1842059567356]"
220,"[979.9780811773037, 979.9995643966088, 980.1534720539348, 980.1485687185606, 982.680262123005]"
230,"[977.6629983648309, 977.6744369513974, 977.8299959787474, 977.814031027198, 980.3100887268291]"
240,"[975.504643356813, 975.5122665518265, 975.6662917386928, 975.6435030696387, 978.102716095545]"
250,"[973.5203150204156, 973.5298934073594, 973.6754252301126, 973.6469209462376, 976.0639780147144]"
260,"[971.705523849374, 971.7237931801218, 971.878284916275, 971.846612180225, 974.2191164607165]"
270,"[970.028101046942, 970.046221716835, 970.294527313795, 970.2597924363865, 972.571786338304]"
280,"[968.5558514985323, 968.6254838429458, 968.9339311835204, 968.873017161281, 971.0768577446988]"
290,"[967.2281234775014, 967.316734235159, 967.7893257637909, 967.7854709869379, 969.8175923808384]"
300,"[966.2439630877827, 966.4881760521992, 966.8855039703337, 966.8170772306605, 968.7543824572763]"
310,"[965.5360561129608, 965.7766408011124, 966.1254968302347, 966.0148558453878, 968.054023488245]"
320,"[965.0252598565978, 965.3077909085353, 965.7273782105245, 965.6902242460847, 967.6312124915505]"
330,"[964.4029588258127, 964.5678645836011, 965.2511731456449, 965.4090673903481, 967.2108572761927]"
340,"[964.5788569040914, 964.0153039847396, 964.782868466373, 965.1939137385081, 966.9334764544428]"
350,"[964.2164573012052, 963.8528410251502, 964.7056100183868, 964.9800863310589, 966.7232100280459]"
360,"[963.7921010208419, 963.8016367424052, 964.274111812049, 964.6655026722194, 966.4766970051936]"
370,"[963.7791121354295, 963.9473725749158, 964.8461582236415, 964.9045879671336, 966.3386867005851]"
380,"[963.7463713005442, 963.780345918723, 964.5767483857384, 964.4036458818681, 966.305812858617]"
390,"[963.8248079907601, 963.8667521451615, 964.1858946548044, 964.2168935399131, 966.1694488495011]"
400,"[964.7501004142745, 963.5640374193002, 963.592367015677, 963.2554769145595, 965.656039801344]"
410,"[964.0651549542664, 963.428804421756, 962.9904866542691, 963.1596372553025, 965.4955822747165]"
420,"[964.7549119586706, 963.7966364882972, 963.2002735897915, 963.1910194679261, 965.4613736007755]"
430,"[964.4402579538557, 963.5574471009161, 962.7921435550758, 962.8124551535869, 965.3721039241552]"
440,"[964.9465250167048, 963.2119329821289, 963.4282339507599, 962.5122161814566, 964.927024243098]"
450,"[964.4898220283982, 965.5019569845024, 965.8180970447056, 965.7746152611174, 969.3560505624558]"
460,"[964.5488341662157, 965.6346549377319, 964.087976595791, 964.7762842533062, 966.7232399395932]"
470,"[963.3991233400063, 963.8321450761097, 963.9171413118521, 964.08481885987, 966.4422664166952]"
480,"[965.0835171087633, 963.161794762261, 963.0583223333374, 963.7061923728735, 965.5687104811932]"
490,"[963.2134342038507, 962.6075032835594, 962.7419255381237, 963.1091247251721, 966.211372755891]"
