iteration,trainRMSE
0,"[1024.2773605189245, 1024.2894062724627, 1029.2503167788875, 1029.2592828807099, 1029.777810382371]"
2500,"[768.6359827916548, 768.9833846459602, 772.0957823667002, 770.805381007415, 769.7189243511343]"
5000,"[768.300281838266, 767.9021240337316, 770.5054178881368, 769.5923769414494, 765.7095251000824]"
7500,"[763.6165288087207, 764.2307986525944, 767.7857979124799, 766.1925537395659, 764.9387511214292]"
10000,"[761.2934384656902, 762.4549817952579, 766.4253633049493, 764.6143269350595, 763.8569166406023]"
12500,"[755.1830404572137, 756.6395070343326, 761.7782234474668, 764.1371028022877, 762.9388082193099]"
15000,"[753.9874353922002, 756.6483517648132, 761.967417865555, 769.9680998246205, 769.5016354613286]"
17500,"[735.1640873036462, 732.3668569163664, 752.2603373726607, 762.0624340948424, 761.1852804160192]"
20000,"[729.4595657682552, 720.4454649847594, 741.5838783733888, 757.585564969641, 759.3420128158497]"
22500,"[808.8006935223025, 813.7799909297778, 800.8544088499142, 788.1985558159248, 789.6004072185534]"
25000,"[741.3716675782995, 723.037193701808, 753.4611205179666, 766.7227088786315, 770.9797105936989]"
27500,"[740.9594986218395, 716.822990909486, 751.1463668959774, 762.0475660921737, 766.0004417457976]"
30000,"[772.6397837648832, 757.9458715569973, 771.3538620100666, 766.9920459365637, 766.6475050225306]"
32500,"[770.7329332308733, 759.4341080379804, 772.2646935930379, 774.8031544554703, 772.0554998246724]"
35000,"[768.065220606477, 750.6372271865137, 767.1294928940785, 765.8281732730337, 767.2764504840666]"
37500,"[771.8541233832377, 761.4742329398531, 765.4331700493045, 763.4008871019864, 756.8494857447553]"
40000,"[771.0841241190142, 762.0490737891506, 765.6286104931113, 759.6946904473568, 757.349002420284]"
42500,"[770.4923246906862, 761.9112915529624, 759.044539129714, 756.4048691248299, 751.9410586969852]"
45000,"[768.0890909254867, 757.2547630002869, 759.9516570294443, 760.9025288326632, 761.6782393455388]"
47500,"[1021.5468532602004, 782.7879665446378, 770.0295615807573, 776.4407795778055, 770.7821244577864]"
50000,"[767.0526180882572, 762.5316903608411, 766.4452560929303, 770.1393002292199, 763.9968041519697]"
52500,"[762.4149910435167, 763.8784485625717, 765.7051061418139, 770.7503677874929, 766.109234674645]"
55000,"[762.5771870827958, 759.8643013428804, 763.7635916417631, 769.4440789029072, 759.8139777591688]"
57500,"[764.6066086349464, 763.2097371650387, 768.6625897906576, 771.0107817172475, 761.6749244362255]"
60000,"[755.9410334167959, 758.5165913319539, 761.5911634730356, 766.992651422011, 758.4877090690059]"
62500,"[756.8211230158321, 753.7191521553071, 760.4126280421186, 767.0486191011263, 759.0767763339846]"
65000,"[756.9870139752601, 753.8609034125843, 757.5843224928021, 767.4639817432183, 764.001761074881]"
67500,"[756.526265997042, 756.0371664996718, 760.0763928248693, 767.1925686692241, 764.6916884971562]"
