iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,1055497.4,1235172.9,1027.37,1111.377
2500,592976.5,725622.94,770.05,851.8116
5000,590445.4,732041.25,768.4,855.5783
7500,585768.4,734049.1,765.35,856.762
10000,583286.5,737120.94,763.73,858.5536
12500,577820.4,740488.7,760.14,860.4938
15000,581322.06,748897.7,762.41,865.3693
17500,560578.1,770064.94,748.61,877.1756
20000,550333.1,795009.1,741.68,891.1881
22500,640504.44,867766.4,800.25,930.6415
25000,564484.4,785255.56,751.11,885.6063
27500,558916.4,794962.2,747.4,891.0678
30000,588499.5,766802.5,767.12,875.4951
32500,592717.0,722209.0,769.86,849.813
35000,583422.5,727914.5,763.79,853.144
37500,583426.25,735385.75,763.8,857.5216
40000,582446.3,737635.44,763.16,858.8228
42500,577585.0,742760.44,759.96,861.7951
45000,580020.3,743017.0,761.58,861.9483
47500,689255.6,827635.25,824.32,904.0818
50000,586823.94,734161.44,766.03,856.8155
52500,586424.94,739617.56,765.77,859.9791
55000,582333.6,750379.25,763.09,866.1216
57500,586523.0,741716.1,765.83,861.1495
60000,578091.3,745870.56,760.31,863.5345
62500,576743.75,737744.5,759.42,858.8851
65000,577606.25,744231.0,759.98,862.5622
67500,579008.6,730735.44,760.9,854.8215
