Incident Type,Creation Date,Response Time,Incident Number
Fire-4th Alarm,2012-02-20,589,1
Fire-10-77 (Residential High Rise),2012-03-03,107,10
Fire-1st Alarm,2012-03-07,72,4
Fire-1st Alarm,2012-03-08,1551,4
Fire-4th Alarm,2012-03-08,232,1
Fire-1st Alarm,2012-03-12,148,4
Fire-1st Alarm,2012-03-14,95,4
Fire-3rd Alarm,2012-03-14,1475,5
Fire-1st Alarm,2012-03-21,658,4
Fire-3rd Alarm,2012-03-23,930,5
Fire-Manhole,2012-03-25,126,8
Fire-3rd Alarm,2012-03-25,2212,5
Fire-3rd Alarm,2012-03-27,269,5
Fire-3rd Alarm,2012-03-28,385,5
Fire-10-76 (Commercial High Rise),2012-04-04,1036,12
Fire-4th Alarm,2012-04-09,345,1
Fire-10-76 (Commercial High Rise),2012-04-09,82,12
Fire-Hospital,2012-04-09,30,7
Fire-1st Alarm,2012-04-13,69,4
Fire-10-77 (Residential High Rise),2012-04-14,277,10
Fire-School,2012-04-16,37,3
Fire-2nd Alarm,2012-04-16,311,2
Fire-1st Alarm,2012-04-24,149,4
Fire-Sensitive Location,2012-04-27,1126,6
Fire-2nd Alarm,2012-04-27,133,2
Fire-Sensitive Location,2012-04-29,1317,6
Fire-Sensitive Location,2012-05-08,119,6
Fire-3rd Alarm,2012-05-12,292,5
Fire-10-76 (Commercial High Rise),2012-05-15,494,12
Fire-10-77 (Residential High Rise),2012-05-22,133,10
Fire-1st Alarm,2012-05-23,168,4
Fire-1st Alarm,2012-05-28,29,4
Fire-10-76 (Commercial High Rise),2012-06-01,172,12
Fire-Explosion,2012-06-01,179,9
Fire-10-77 (Residential High Rise),2012-06-01,142,10
Fire-3rd Alarm,2012-06-01,864,5
Fire-1st Alarm,2012-06-02,3154,4
Fire-2nd Alarm,2012-06-09,85,2
Fire-2nd Alarm,2012-06-11,300,2
Fire-1st Alarm,2012-06-12,62,4
Fire-1st Alarm,2012-06-13,384,4
Fire-4th Alarm,2012-06-21,443,1
Fire-Manhole,2012-06-22,125,8
Fire-Sensitive Location,2012-06-24,77,6
Fire-1st Alarm,2012-06-25,97,4
Fire-1st Alarm,2012-07-03,500,4
Fire-Manhole,2012-07-04,45,8
Fire-4th Alarm,2012-07-05,1548,1
Fire-Haz Mat,2012-07-06,82,11
Fire-10-77 (Residential High Rise),2012-07-07,2793,10
Fire-School,2012-07-10,98,3
Fire-3rd Alarm,2012-07-12,1897,5
Fire-3rd Alarm,2012-07-14,184,5
Fire-Manhole,2012-07-16,227,8
Fire-1st Alarm,2012-07-18,91,4
Fire-3rd Alarm,2012-07-21,2292,5
Fire-4th Alarm,2012-07-30,538,1
Fire-10-76 (Commercial High Rise),2012-07-30,183,12
Fire-2nd Alarm,2012-07-31,130,2
Fire-Explosion,2012-08-01,123,9
Fire-School,2012-08-01,217,3
Fire-1st Alarm,2012-08-05,83,4
Fire-10-76 (Commercial High Rise),2012-08-08,58,12
Fire-10-77 (Residential High Rise),2012-08-09,44,10
Fire-1st Alarm,2012-08-14,197,4
Fire-10-77 (Residential High Rise),2012-08-14,88,10
Fire-3rd Alarm,2012-08-14,1061,5
Fire-Explosion,2012-08-16,41,9
Fire-3rd Alarm,2012-08-20,2049,5
Fire-Explosion,2012-08-21,227,9
Fire-2nd Alarm,2012-08-23,177,2
Fire-1st Alarm,2012-08-24,80,4
Fire-Sensitive Location,2012-08-27,48,6
Fire-4th Alarm,2012-09-03,184,1
Fire-School,2012-09-06,153,3
Fire-School,2012-09-07,203,3
Fire-1st Alarm,2012-09-07,328,4
Fire-1st Alarm,2012-09-10,174,4
Fire-Hospital,2012-09-12,71,7
Fire-4th Alarm,2012-09-15,220,1
Fire-Sensitive Location,2012-10-02,2268,6
Fire-10-76 (Commercial High Rise),2012-10-20,76,12
Fire-Haz Mat,2012-10-23,141,11
Fire-Hospital,2012-10-29,328,7
Fire-2nd Alarm,2012-10-31,406,2
Fire-2nd Alarm,2012-10-31,84,2
Fire-Manhole,2012-11-02,239,8
Fire-10-77 (Residential High Rise),2012-11-09,40,10
Fire-1st Alarm,2012-11-09,74,4
Fire-10-77 (Residential High Rise),2012-11-16,58,10
Fire-3rd Alarm,2012-11-21,375,5
Fire-2nd Alarm,2012-11-22,1213,2
Fire-10-76 (Commercial High Rise),2012-11-23,109,12
Fire-3rd Alarm,2012-11-25,961,5
Fire-School,2012-11-27,88,3
Fire-2nd Alarm,2012-12-09,136,2
Fire-2nd Alarm,2012-12-09,267,2
Fire-2nd Alarm,2012-12-13,119,2
Fire-4th Alarm,2012-12-16,1527,1
Fire-4th Alarm,2012-12-17,525,1
Fire-2nd Alarm,2012-12-23,244,2
Fire-Sensitive Location,2012-12-25,51,6
Fire-2nd Alarm,2012-12-26,67,2
Fire-Manhole,2012-12-29,129,8
Fire-3rd Alarm,2012-12-31,3095,5
Fire-2nd Alarm,2013-01-01,235,2
Fire-5th Alarm,2013-01-10,3969,13
Fire-2nd Alarm,2013-01-11,98,2
Fire-4th Alarm,2013-01-12,530,1
Fire-School,2013-01-14,113,3
Fire-4th Alarm,2013-01-22,433,1
Fire-4th Alarm,2013-01-23,1286,1
Fire-3rd Alarm,2013-01-25,421,5
Fire-1st Alarm,2013-01-26,43,4
Fire-3rd Alarm,2013-01-27,232,5
Fire-2nd Alarm,2013-01-27,152,2
Fire-4th Alarm,2013-01-27,901,1
Fire-1st Alarm,2013-02-04,47,4
Fire-Manhole,2013-02-11,136,8
Fire-Manhole,2013-02-11,178,8
Fire-Manhole,2013-02-11,90,8
Fire-School,2013-02-13,371,3
Fire-4th Alarm,2013-02-14,1643,1
Fire-4th Alarm,2013-02-15,962,1
Fire-2nd Alarm,2013-02-24,215,2
Fire-1st Alarm,2013-03-03,195,4
Fire-2nd Alarm,2013-03-05,441,2
Fire-2nd Alarm,2013-03-06,146,2
Fire-2nd Alarm,2013-03-09,246,2
Fire-3rd Alarm,2013-03-09,3013,5
Fire-10-77 (Residential High Rise),2013-03-13,48,10
Fire-1st Alarm,2013-03-15,329,4
Fire-10-77 (Residential High Rise),2013-03-16,72,10
Fire-4th Alarm,2013-03-17,374,1
Fire-1st Alarm,2013-03-27,331,4
Fire-1st Alarm,2013-04-01,58,4
Fire-2nd Alarm,2013-04-04,258,2
Fire-3rd Alarm,2013-04-06,557,5
Fire-3rd Alarm,2013-04-11,194,5
Fire-3rd Alarm,2013-04-13,300,5
Fire-10-76 (Commercial High Rise),2013-04-16,178,12
Fire-1st Alarm,2013-04-17,73,4
Fire-10-77 (Residential High Rise),2013-04-17,92,10
Fire-3rd Alarm,2013-04-28,196,5
Fire-1st Alarm,2013-05-02,1106,4
Fire-1st Alarm,2013-05-04,102,4
Fire-1st Alarm,2013-05-05,111,4
Fire-Haz Mat,2013-05-08,176,11
Fire-10-77 (Residential High Rise),2013-05-10,997,10
Fire-School,2013-05-15,742,3
Fire-1st Alarm,2013-05-16,89,4
Fire-1st Alarm,2013-05-20,469,4
Fire-10-76 (Commercial High Rise),2013-05-20,92,12
Fire-2nd Alarm,2013-05-29,1743,2
Fire-Sensitive Location,2013-05-29,179,6
Fire-Haz Mat,2013-05-30,153,11
Fire-Manhole,2013-06-03,205,8
Fire-School,2013-06-05,75,3
Fire-Manhole,2013-06-05,1477,8
Fire-10-76 (Commercial High Rise),2013-06-11,1980,12
Fire-Collapse,2013-06-12,1372,14
Fire-Sensitive Location,2013-06-20,508,6
Fire-1st Alarm,2013-06-24,166,4
Fire-1st Alarm,2013-06-24,79,4
Fire-Manhole,2013-06-25,143,8
Fire-10-76 (Commercial High Rise),2013-07-02,72,12
Fire-3rd Alarm,2013-07-04,217,5
Fire-10-77 (Residential High Rise),2013-07-04,59,10
Fire-3rd Alarm,2013-07-09,532,5
Fire-3rd Alarm,2013-07-09,1318,5
Fire-1st Alarm,2013-07-15,204,4
Fire-2nd Alarm,2013-07-16,225,2
Fire-5th Alarm,2013-07-17,891,13
Fire-Manhole,2013-07-17,155,8
Fire-1st Alarm,2013-07-18,823,4
Fire-2nd Alarm,2013-07-23,3162,2
Fire-Manhole,2013-07-30,897,8
Fire-Sensitive Location,2013-07-30,42,6
Fire-10-76 (Commercial High Rise),2013-08-14,76,12
Fire-3rd Alarm,2013-08-14,129,5
Fire-3rd Alarm,2013-08-15,143,5
Fire-Sensitive Location,2013-08-18,78,6
Fire-10-76 (Commercial High Rise),2013-08-22,299,12
Fire-2nd Alarm,2013-08-23,1676,2
Fire-10-77 (Residential High Rise),2013-08-24,46,10
Fire-1st Alarm,2013-08-28,1341,4
Fire-2nd Alarm,2013-08-29,409,2
Fire-10-77 (Residential High Rise),2013-09-03,96,10
Fire-10-76 (Commercial High Rise),2013-09-06,91,12
Fire-1st Alarm,2013-09-08,371,4
Fire-School,2013-09-09,6,3
Fire-5th Alarm,2013-09-09,494,13
Fire-10-76 (Commercial High Rise),2013-09-11,60,12
Fire-Sensitive Location,2013-10-01,96,6
Fire-Sensitive Location,2013-10-04,260,6
Fire-2nd Alarm,2013-10-04,156,2
Fire-10-76 (Commercial High Rise),2013-10-06,143,12
Fire-2nd Alarm,2013-10-12,50,2
Fire-3rd Alarm,2013-10-23,505,5
Fire-2nd Alarm,2013-10-25,1388,2
Fire-2nd Alarm,2013-10-25,123,2
Fire-1st Alarm,2013-10-28,68,4
Fire-10-76 (Commercial High Rise),2013-11-04,84,12
Fire-2nd Alarm,2013-11-04,109,2
Fire-1st Alarm,2013-11-11,1039,4
Fire-2nd Alarm,2013-11-11,120,2
Fire-3rd Alarm,2013-11-12,281,5
Fire-4th Alarm,2013-11-12,2441,1
Fire-School,2013-11-15,76,3
Fire-School,2013-11-18,40,3
Fire-4th Alarm,2013-11-18,1459,1
Fire-10-76 (Commercial High Rise),2013-11-19,39,12
Fire-4th Alarm,2013-11-20,1242,1
Fire-10-77 (Residential High Rise),2013-11-21,18,10
Fire-1st Alarm,2013-11-23,35,4
Fire-10-77 (Residential High Rise),2013-11-23,80,10
Fire-3rd Alarm,2013-11-24,584,5
Fire-2nd Alarm,2013-11-24,905,2
Fire-10-77 (Residential High Rise),2013-11-25,1206,10
Fire-2nd Alarm,2013-11-26,299,2
Fire-1st Alarm,2013-11-28,649,4
Fire-1st Alarm,2013-11-29,69,4
Fire-10-76 (Commercial High Rise),2013-12-04,55,12
Fire-2nd Alarm,2013-12-08,125,2
Fire-10-76 (Commercial High Rise),2013-12-10,73,12
Fire-1st Alarm,2013-12-13,173,4
Fire-1st Alarm,2013-12-15,615,4
Fire-Explosion,2013-12-17,85,9
Fire-2nd Alarm,2013-12-18,329,2
Fire-2nd Alarm,2013-12-19,37,2
Fire-Manhole,2013-12-19,504,8
Fire-Sensitive Location,2013-12-20,74,6
Fire-10-77 (Residential High Rise),2013-12-20,49,10
Fire-Manhole,2013-12-20,43,8
Fire-10-77 (Residential High Rise),2013-12-21,76,10
Fire-Sensitive Location,2013-12-22,726,6
Fire-1st Alarm,2013-12-25,30,4
Fire-10-77 (Residential High Rise),2013-12-25,55,10
Fire-1st Alarm,2013-12-25,43,4
Fire-Explosion,2013-12-30,104,9
Fire-Manhole,2013-12-31,44,8
Fire-Hospital,2014-01-01,84,7
Fire-3rd Alarm,2014-01-03,2596,5
Fire-10-76 (Commercial High Rise),2014-01-03,67,12
Fire-1st Alarm,2014-01-03,2879,4
Fire-1st Alarm,2014-01-04,99,4
Fire-3rd Alarm,2014-01-05,1582,5
Fire-Manhole,2014-01-06,3412,8
Fire-1st Alarm,2014-01-06,111,4
Fire-3rd Alarm,2014-01-09,2654,5
Fire-10-77 (Residential High Rise),2014-01-10,79,10
Fire-1st Alarm,2014-01-14,61,4
Fire-2nd Alarm,2014-01-15,84,2
Fire-2nd Alarm,2014-01-17,112,2
Fire-3rd Alarm,2014-01-17,1810,5
Fire-2nd Alarm,2014-01-23,1861,2
Fire-Sensitive Location,2014-01-26,30,6
Fire-Sensitive Location,2014-01-29,323,6
Fire-2nd Alarm,2014-01-29,507,2
Fire-Hospital,2014-01-30,55,7
Fire-Sensitive Location,2014-01-30,140,6
Fire-1st Alarm,2014-02-01,121,4
Fire-Manhole,2014-02-01,353,8
Fire-10-76 (Commercial High Rise),2014-02-02,82,12
Fire-1st Alarm,2014-02-06,120,4
Fire-1st Alarm,2014-02-10,69,4
Fire-10-76 (Commercial High Rise),2014-02-11,15,12
Fire-4th Alarm,2014-02-13,1794,1
Fire-Manhole,2014-02-14,92,8
Fire-2nd Alarm,2014-02-17,184,2
Fire-3rd Alarm,2014-02-17,1339,5
Fire-Manhole,2014-02-19,377,8
Fire-3rd Alarm,2014-02-23,328,5
Fire-10-77 (Residential High Rise),2014-02-24,41,10
Fire-Manhole,2014-02-24,150,8
Fire-1st Alarm,2014-02-24,79,4
Fire-3rd Alarm,2014-02-27,239,5
Fire-3rd Alarm,2014-03-01,735,5
Fire-Manhole,2014-03-06,365,8
Fire-3rd Alarm,2014-03-06,1780,5
Fire-2nd Alarm,2014-03-09,905,2
Fire-2nd Alarm,2014-03-17,168,2
Fire-3rd Alarm,2014-03-19,455,5
Fire-4th Alarm,2014-03-20,303,1
Fire-Sensitive Location,2014-03-21,3231,6
Fire-3rd Alarm,2014-03-23,1566,5
Fire-3rd Alarm,2014-03-23,378,5
Fire-10-76 (Commercial High Rise),2014-03-24,65,12
Fire-3rd Alarm,2014-03-28,201,5
Fire-1st Alarm,2014-03-28,263,4
Fire-2nd Alarm,2014-03-30,106,2
Fire-10-77 (Residential High Rise),2014-04-06,164,10
Fire-4th Alarm,2014-04-06,317,1
Fire-3rd Alarm,2014-04-11,1790,5
Fire-1st Alarm,2014-04-11,64,4
Fire-1st Alarm,2014-04-12,71,4
Fire-1st Alarm,2014-04-12,83,4
Fire-Sensitive Location,2014-04-13,234,6
Fire-3rd Alarm,2014-04-13,250,5
Fire-Collapse,2014-04-14,246,14
Fire-1st Alarm,2014-04-17,115,4
Fire-School,2014-04-21,77,3
Fire-1st Alarm,2014-04-28,57,4
Fire-3rd Alarm,2014-04-29,164,5
Fire-School,2014-04-30,80,3
Fire-Haz Mat,2014-04-30,338,11
Fire-Manhole,2014-05-01,346,8
Fire-1st Alarm,2014-05-01,95,4
Fire-Explosion,2014-05-01,218,9
Fire-10-76 (Commercial High Rise),2014-05-04,101,12
Fire-2nd Alarm,2014-05-12,173,2
Fire-1st Alarm,2014-05-14,72,4
Fire-10-76 (Commercial High Rise Fire),2014-05-14,31,15
Fire-10-77 (Residential High Rise Fire),2014-05-20,121,16
Fire-Sensitive Location,2014-05-23,345,6
Fire-1st Alarm,2014-05-27,104,4
Fire-Manhole,2014-05-27,629,8
Fire-Manhole,2014-05-28,651,8
Fire-School,2014-05-31,211,3
Fire-1st Alarm,2014-06-04,131,4
Fire-5th Alarm,2014-06-05,3486,13
Fire-3rd Alarm,2014-06-06,425,5
Fire-3rd Alarm,2014-06-06,166,5
Fire-3rd Alarm,2014-06-06,3,5
Fire-1st Alarm,2014-06-08,75,4
Fire-1st Alarm,2014-06-09,265,4
Fire-2nd Alarm,2014-06-09,417,2
Fire-3rd Alarm,2014-06-16,200,5
Fire-10-76 (Commercial High Rise Fire),2014-06-16,90,15
Fire-Haz Mat,2014-06-23,195,11
Fire-Haz Mat,2014-06-25,262,11
Fire-1st Alarm,2014-07-01,57,4
Fire-Collapse,2014-07-05,146,14
Fire-Haz Mat,2014-07-06,112,11
Fire-10-77 (Residential High Rise Fire),2014-07-07,181,16
Fire-1st Alarm,2014-07-07,61,4
Fire-1st Alarm,2014-07-09,547,4
Fire-Explosion,2014-07-11,62,9
Fire-2nd Alarm,2014-07-12,76,2
Fire-Other,2014-07-15,761,17
Fire-1st Alarm,2014-07-16,57,4
Fire-Haz Mat,2014-07-18,85,11
Fire-Other,2014-07-18,42,17
Fire-Collapse,2014-07-19,28,14
Fire-5th Alarm,2014-07-25,1968,13
Fire-10-77 (Residential High Rise Fire),2014-07-25,61,16
Fire-10-77 (Residential High Rise Fire),2014-07-29,90,16
Fire-2nd Alarm,2014-07-29,103,2
Fire-Other,2014-07-30,137,17
Fire-10-77 (Residential High Rise Fire),2014-07-31,3942,16
Fire-10-77 (Residential High Rise Fire),2014-08-04,104,16
Fire-10-77 (Residential High Rise Fire),2014-08-05,583,16
Fire-1st Alarm,2014-08-05,593,4
Fire-1st Alarm,2014-08-07,60,4
Fire-Haz Mat,2014-08-07,276,11
Fire-2nd Alarm,2014-08-11,1238,2
Fire-Haz Mat,2014-08-12,157,11
Fire-Other,2014-08-20,120,17
Fire-10-76 (Commercial High Rise Fire),2014-08-21,94,15
Fire-1st Alarm,2014-08-27,379,4
Fire-1st Alarm,2014-08-28,137,4
Fire-10-77 (Residential High Rise Fire),2014-08-29,4,16
Fire-Haz Mat,2014-08-31,83,11
Fire-1st Alarm,2014-09-09,220,4
Fire-3rd Alarm,2014-09-10,719,5
Fire-Haz Mat,2014-09-15,635,11
Fire-Haz Mat,2014-09-16,79,11
Fire-3rd Alarm,2014-09-17,623,5
Fire-2nd Alarm,2014-09-21,1316,2
Fire-2nd Alarm,2014-09-29,206,2
Fire-Manhole,2014-09-30,3100,8
Fire-2nd Alarm,2014-10-04,104,2
Fire-Haz Mat,2014-10-06,27,11
Fire-Haz Mat,2014-10-08,186,11
Fire-Other,2014-10-08,329,17
Fire-2nd Alarm,2014-10-10,1150,2
