Incident Type,Creation Date,Response Time,Incident Number
Law Enforcement-Suspicious Package,2014-07-03,119,1
Law Enforcement-Suspicious Package,2014-07-24,35,1
Law Enforcement-Suspicious Package,2014-07-30,68,1
Law Enforcement-Suspicious Package,2014-08-05,270,1
Law Enforcement-Suspicious Package,2014-08-06,29,1
Law Enforcement-Suspicious Package,2014-08-07,34,1
Law Enforcement-Suspicious Package,2014-08-12,78,1
Law Enforcement-Suspicious Package,2014-08-13,174,1
Law Enforcement-Suspicious Package,2014-08-14,85,1
Law Enforcement-Suspicious Package,2014-08-16,74,1
Law Enforcement-Suspicious Package,2014-09-01,23,1
Law Enforcement-Suspicious Package,2014-09-08,38,1
Law Enforcement-Suspicious Package,2014-09-11,74,1
Law Enforcement-Suspicious Package,2014-09-12,55,1
Law Enforcement-Suspicious Package,2014-09-20,9,1
Law Enforcement-Suspicious Package,2014-09-21,59,1
Law Enforcement-Suspicious Package,2014-09-25,46,1
Law Enforcement-Suspicious Package,2014-09-27,22,1
Law Enforcement-Suspicious Package,2014-09-29,30,1
Law Enforcement-Suspicious Package,2014-10-01,89,1
Law Enforcement-Suspicious Package,2014-10-03,61,1
Law Enforcement-Suspicious Package,2014-10-04,67,1
Law Enforcement-Suspicious Package,2014-10-12,43,1
Law Enforcement-Other,2014-10-13,868,4
Law Enforcement-Suspicious Package,2014-10-13,32,1
Law Enforcement-Suspicious Package,2014-10-17,77,1
Law Enforcement-Suspicious Package,2014-10-18,460,1
Law Enforcement-Suspicious Package,2014-10-21,92,1
Law Enforcement-Suspicious Package,2014-10-26,86,1
Law Enforcement-Suspicious Package,2014-11-05,35,1
Law Enforcement-Suspicious Package,2014-11-06,69,1
Law Enforcement-Suspicious Package,2014-11-06,325,1
Law Enforcement-Device,2014-11-21,588,2
Law Enforcement-Suspicious Package,2014-12-02,70,1
Law Enforcement-Suspicious Package,2014-12-10,110,1
Law Enforcement-Device,2014-12-12,53,2
Law Enforcement-Suspicious Package,2014-12-23,41,1
Law Enforcement-Suspicious Package,2014-12-23,106,1
Law Enforcement-Suspicious Package,2014-12-23,73,1
Law Enforcement-Suspicious Package,2014-12-26,22,1
Law Enforcement-Suspicious Package,2015-01-07,64,1
Law Enforcement-Suspicious Package,2015-01-22,34,1
Law Enforcement-Device,2015-01-24,71,2
Law Enforcement-Suspicious Package,2015-01-31,82,1
Law Enforcement-Suspicious Package,2015-02-04,142,1
Law Enforcement-Other,2015-02-05,47,4
Law Enforcement-Haz Mat,2015-02-09,17,3
Law Enforcement-Suspicious Package,2015-02-24,95,1
Law Enforcement-Device,2015-02-27,107,2
Law Enforcement-Suspicious Package,2015-03-02,53,1
Law Enforcement-Suspicious Package,2015-03-09,33,1
Law Enforcement-Suspicious Package,2015-03-11,67,1
Law Enforcement-Other,2015-03-24,136,4
Law Enforcement-Other,2015-03-26,53,4
Law Enforcement-Suspicious Package,2015-03-30,189,1
Law Enforcement-Other,2015-04-08,768,4
Law Enforcement-Suspicious Package,2015-04-08,29,1
Law Enforcement-Suspicious Package,2015-04-24,146,1
Law Enforcement-Suspicious Package,2015-04-24,34,1
Law Enforcement-Device,2015-04-27,160,2
Law Enforcement-Device,2015-04-27,43,2
Law Enforcement-Other,2015-05-14,63,4
Law Enforcement-Other,2015-05-19,42,4
Law Enforcement-Suspicious Package,2015-05-19,50,1
Law Enforcement-Suspicious Package,2015-05-20,91,1
Law Enforcement-Other,2015-05-20,66,4
Law Enforcement-Suspicious Package,2015-05-21,19,1
Law Enforcement-Suspicious Package,2015-05-22,77,1
Law Enforcement-Suspicious Package,2015-05-25,67,1
Law Enforcement-Suspicious Package,2015-05-30,28,1
Law Enforcement-Suspicious Package,2015-06-07,115,1
Law Enforcement-Other,2015-06-10,93,4
Law Enforcement-Haz Mat,2015-06-11,113,3
Law Enforcement-Other,2015-06-11,38,4
Law Enforcement-Device,2015-06-11,81,2
Law Enforcement-Suspicious Package,2015-06-11,20,1
Law Enforcement-Suspicious Package,2015-06-12,173,1
Law Enforcement-Suspicious Package,2015-06-12,54,1
Law Enforcement-Suspicious Package,2015-06-17,58,1
Law Enforcement-Suspicious Package,2015-06-17,22,1
Law Enforcement-Suspicious Package,2015-06-17,65,1
Law Enforcement-Device,2015-06-19,123,2
Law Enforcement-Haz Mat,2015-06-19,224,3
Law Enforcement-Other,2015-06-20,126,4
Law Enforcement-Suspicious Package,2015-06-20,59,1
Law Enforcement-Suspicious Package,2015-06-21,65,1
Law Enforcement-Suspicious Package,2015-06-25,233,1
Law Enforcement-Other,2015-06-26,213,4
Law Enforcement-Suspicious Package,2015-06-27,85,1
Law Enforcement-Suspicious Package,2015-06-28,59,1
Law Enforcement-Device,2015-06-29,54,2
Law Enforcement-Other,2015-07-03,690,4
Law Enforcement-Other,2015-07-03,18,4
Law Enforcement-Suspicious Package,2015-07-03,72,1
Law Enforcement-Suspicious Package,2015-07-05,90,1
Law Enforcement-Device,2015-07-14,66,2
Law Enforcement-Device,2015-07-17,61,2
Law Enforcement-Suspicious Package,2015-07-23,37,1
Law Enforcement-Other,2015-07-26,14,4
Law Enforcement-Device,2015-07-29,49,2
Law Enforcement-Device,2015-08-06,37,2
Law Enforcement-Suspicious Package,2015-08-10,106,1
Law Enforcement-Suspicious Package,2015-08-18,48,1
Law Enforcement-Suspicious Package,2015-08-20,54,1
Law Enforcement-Suspicious Package,2015-08-26,79,1
Law Enforcement-Other,2015-08-29,16,4
Law Enforcement-Suspicious Package,2015-09-07,13,1
Law Enforcement-Suspicious Package,2015-09-12,340,1
Law Enforcement-Suspicious Package,2015-09-20,59,1
Law Enforcement-Suspicious Package,2015-09-20,61,1
Law Enforcement-Suspicious Package,2015-09-22,40,1
Law Enforcement-Device,2015-09-23,62,2
Law Enforcement-Suspicious Package,2015-09-25,62,1
Law Enforcement-Suspicious Package,2015-09-26,27,1
Law Enforcement-Other,2015-09-30,17,4
Law Enforcement-Other,2015-10-02,46,4
Law Enforcement-Suspicious Package,2015-10-05,55,1
Law Enforcement-Suspicious Package,2015-10-06,49,1
Law Enforcement-Device,2015-10-06,65,2
Law Enforcement-Suspicious Package,2015-10-07,97,1
Law Enforcement-Other,2015-10-22,31,4
Law Enforcement-Suspicious Package,2015-11-03,49,1
Law Enforcement-Suspicious Package,2015-11-04,3,1
Law Enforcement-Suspicious Package,2015-11-05,48,1
Law Enforcement-Suspicious Package,2015-11-10,352,1
Law Enforcement-Suspicious Package,2015-11-16,54,1
Law Enforcement-Suspicious Package,2015-11-16,59,1
Law Enforcement-Suspicious Package,2015-11-17,1151,1
Law Enforcement-Other,2015-11-17,56,4
Law Enforcement-Suspicious Package,2015-11-19,63,1
Law Enforcement-Suspicious Package,2015-11-20,81,1
Law Enforcement-Other,2015-11-23,112,4
Law Enforcement-Suspicious Package,2015-11-25,71,1
Law Enforcement-Suspicious Package,2015-11-26,89,1
Law Enforcement-Suspicious Package,2015-11-30,16,1
Law Enforcement-Suspicious Package,2015-12-05,59,1
Law Enforcement-Suspicious Package,2015-12-07,19,1
Law Enforcement-Suspicious Package,2015-12-10,45,1
Law Enforcement-Suspicious Package,2015-12-14,98,1
Law Enforcement-Suspicious Package,2015-12-16,349,1
Law Enforcement-Suspicious Package,2015-12-22,128,1
Law Enforcement-Suspicious Package,2015-12-24,33,1
Law Enforcement-Device,2015-12-24,145,2
Law Enforcement-Suspicious Package,2015-12-30,4,1
Law Enforcement-Other,2016-01-08,277,4
Law Enforcement-Other,2016-01-11,51,4
Law Enforcement-Suspicious Package,2016-01-11,30,1
Law Enforcement-Other,2016-01-13,263,4
Law Enforcement-Other,2016-01-14,86,4
Law Enforcement-Suspicious Package,2016-01-26,39,1
Law Enforcement-Device,2016-02-03,34,2
Law Enforcement-Device,2016-02-03,94,2
Law Enforcement-Other,2016-02-04,233,4
Law Enforcement-Suspicious Package,2016-02-09,6,1
Law Enforcement-Other,2016-02-09,45,4
Law Enforcement-Other,2016-02-11,1182,4
Law Enforcement-Suspicious Package,2016-02-13,16,1
Law Enforcement-Suspicious Package,2016-02-16,26,1
Law Enforcement-Other,2016-02-20,104,4
Law Enforcement-Suspicious Package,2016-02-21,51,1
Law Enforcement-Suspicious Package,2016-02-24,62,1
Law Enforcement-Device,2016-02-25,92,2
Law Enforcement-Other,2016-02-29,69,4
Law Enforcement-Suspicious Package,2016-02-29,71,1
Law Enforcement-Suspicious Package,2016-03-01,45,1
Law Enforcement-Other,2016-03-02,28,4
Law Enforcement-Suspicious Package,2016-03-02,97,1
Law Enforcement-Suspicious Package,2016-03-05,616,1
Law Enforcement-Suspicious Package,2016-03-06,27,1
Law Enforcement-Other,2016-03-06,181,4
Law Enforcement-Other,2016-03-08,72,4
Law Enforcement-Suspicious Package,2016-03-08,102,1
Law Enforcement-Other,2016-03-15,56,4
Law Enforcement-Suspicious Package,2016-03-15,59,1
Law Enforcement-Device,2016-03-21,28,2
Law Enforcement-Haz Mat,2016-03-22,89,3
Law Enforcement-Suspicious Package,2016-03-22,55,1
Law Enforcement-Suspicious Package,2016-03-24,10,1
Law Enforcement-Suspicious Package,2016-03-25,64,1
Law Enforcement-Device,2016-03-28,75,2
Law Enforcement-Suspicious Package,2016-03-31,829,1
Law Enforcement-Device,2016-04-02,53,2
Law Enforcement-Haz Mat,2016-04-06,126,3
Law Enforcement-Haz Mat,2016-04-08,827,3
Law Enforcement-Suspicious Package,2016-04-15,50,1
Law Enforcement-Suspicious Package,2016-04-18,634,1
Law Enforcement-Suspicious Package,2016-04-20,75,1
Law Enforcement-Suspicious Package,2016-04-21,15,1
Law Enforcement-Other,2016-04-23,92,4
Law Enforcement-Suspicious Package,2016-05-01,13,1
