Incident Type,Creation Date,Response Time,Incident Number
Law Enforcement-Suspicious Package,2013-10-01,66,1
Law Enforcement-Suspicious Package,2013-10-01,33,1
Law Enforcement-Device,2013-10-02,54,2
Law Enforcement-Suspicious Package,2013-10-08,189,1
Law Enforcement-Suspicious Package,2013-10-11,29,1
Law Enforcement-Suspicious Package,2013-10-13,30,1
Law Enforcement-Suspicious Package,2013-10-21,72,1
Law Enforcement-Suspicious Package,2013-10-24,21,1
Law Enforcement-Suspicious Package,2013-10-31,108,1
Law Enforcement-Suspicious Package,2013-11-02,98,1
Law Enforcement-Suspicious Package,2013-11-29,156,1
Law Enforcement-Suspicious Package,2013-12-09,37,1
Law Enforcement-Suspicious Package,2013-12-11,2722,1
Law Enforcement-Suspicious Package,2013-12-16,55,1
Law Enforcement-Suspicious Package,2013-12-17,35,1
Law Enforcement-Suspicious Package,2013-12-18,75,1
Law Enforcement-Device,2013-12-19,46,2
Law Enforcement-Suspicious Package,2013-12-20,67,1
Law Enforcement-Suspicious Package,2013-12-22,63,1
Law Enforcement-Suspicious Package,2014-01-04,88,1
Law Enforcement-Suspicious Package,2014-01-15,44,1
Law Enforcement-Suspicious Package,2014-01-20,73,1
Law Enforcement-Suspicious Package,2014-01-21,47,1
Law Enforcement-Suspicious Package,2014-01-27,94,1
Law Enforcement-Suspicious Package,2014-01-30,16,1
Law Enforcement-Suspicious Package,2014-01-31,47,1
Law Enforcement-Suspicious Package,2014-02-06,171,1
Law Enforcement-Haz Mat,2014-02-14,1241,3
Law Enforcement-Suspicious Package,2014-02-17,4,1
Law Enforcement-Suspicious Package,2014-03-12,94,1
Law Enforcement-Suspicious Package,2014-03-24,1,1
Law Enforcement-Suspicious Package,2014-03-25,171,1
Law Enforcement-Suspicious Package,2014-03-26,14,1
Law Enforcement-Suspicious Package,2014-03-27,71,1
Law Enforcement-Device,2014-03-27,40,2
Law Enforcement-Suspicious Package,2014-04-01,54,1
Law Enforcement-Suspicious Package,2014-04-02,106,1
Law Enforcement-Suspicious Package,2014-04-03,67,1
Law Enforcement-Suspicious Package,2014-04-06,73,1
Law Enforcement-Suspicious Package,2014-04-08,74,1
Law Enforcement-Suspicious Package,2014-04-16,72,1
Law Enforcement-Suspicious Package,2014-04-24,85,1
Law Enforcement-Suspicious Package,2014-04-29,47,1
Law Enforcement-Suspicious Package,2014-04-30,172,1
Law Enforcement-Suspicious Package,2014-05-05,34,1
Law Enforcement-Suspicious Package,2014-05-09,33,1
Law Enforcement-Suspicious Package,2014-05-14,67,1
Law Enforcement-Suspicious Package,2014-05-15,67,1
Law Enforcement-Other,2014-05-19,283,4
Law Enforcement-Suspicious Package,2014-05-19,3090,1
Law Enforcement-Suspicious Package,2014-05-20,57,1
Law Enforcement-Suspicious Package,2014-05-25,31,1
Law Enforcement-Suspicious Package,2014-05-29,46,1
Law Enforcement-Suspicious Package,2014-05-30,26,1
Law Enforcement-Suspicious Package,2014-06-03,34,1
Law Enforcement-Suspicious Package,2014-06-05,74,1
Law Enforcement-Suspicious Package,2014-06-06,53,1
Law Enforcement-Suspicious Package,2014-06-09,39,1
Law Enforcement-Device,2014-06-13,83,2
Law Enforcement-Device,2014-06-16,61,2
Law Enforcement-Device,2014-06-17,166,2
Law Enforcement-Haz Mat,2014-06-20,88,3
Law Enforcement-Suspicious Package,2014-06-22,35,1
Law Enforcement-Suspicious Package,2014-06-23,84,1
Law Enforcement-Suspicious Package,2014-06-24,7,1
Law Enforcement-Other,2014-06-30,3078,4
Law Enforcement-Device,2014-06-30,61,2
Law Enforcement-Suspicious Package,2014-07-01,44,1
Law Enforcement-Suspicious Package,2014-07-01,789,1
