iteration,trainRMSE
0,"[1598.262197966889, 1597.543616131396, 1597.5180956983168, 1597.7937149664294, 1601.631277344405, 1602.389665931281, 1602.4006240467247, 1607.9515797185225, 1607.8209098810796, 1607.8202955905988]"
100,"[1596.3786908041657, 1594.9467575355047, 1593.7565775278056, 1593.4241523481062, 1597.0581869584394, 1597.741030062565, 1597.7117383497396, 1603.2430514353075, 1603.1231503047227, 1603.1192879226269]"
200,"[1595.1215590071936, 1591.448266590602, 1589.841938637323, 1589.6991732188371, 1593.394858513671, 1594.149844569127, 1594.178343735456, 1599.7273607364343, 1599.6166753700609, 1599.6214500133544]"
300,"[1594.142028682641, 1588.0486441742398, 1585.895133532246, 1585.7220256668927, 1589.4233893924556, 1590.3591806242148, 1590.6133849002772, 1596.3168244446606, 1596.2807006761489, 1596.318199798063]"
400,"[1593.0327104902901, 1584.792538404081, 1582.558921444085, 1582.4839033565531, 1586.2440555151204, 1586.97281475449, 1586.9784403444219, 1592.5180733393788, 1592.396093635743, 1592.39478065576]"
500,"[1591.5955311941934, 1581.5102009041263, 1579.350866317389, 1579.3140051572436, 1583.083999836235, 1583.811977126619, 1583.8237016527225, 1589.3573490499627, 1589.2353037172038, 1589.2386077184378]"
600,"[1590.186005347624, 1578.0425834125115, 1575.948266228674, 1575.924005325751, 1579.684396383523, 1580.4124295111096, 1580.4245523377758, 1585.9653085449274, 1585.8403065241405, 1585.8362104288476]"
700,"[1588.152031884181, 1573.818133509674, 1572.1165401496341, 1572.1607069923807, 1575.935531349547, 1576.6590976374578, 1576.6684692256242, 1582.1975878654644, 1582.0819709314435, 1582.081837937645]"
800,"[1585.8554814389875, 1570.0819536008528, 1568.4085800253006, 1568.4443239458967, 1572.2134378851947, 1572.9324044476912, 1572.9416332583899, 1578.4671843093874, 1578.3538077703681, 1578.353688283634]"
900,"[1583.7737414833891, 1565.6068293280523, 1564.4128562412727, 1564.5180806166202, 1568.2920961345121, 1569.007577641111, 1569.0168561788764, 1574.538554414111, 1574.4275868810057, 1574.427513878229]"
