iteration,trainRMSE
0,"[793.3226057833203, 793.3323659843577, 793.3857911510477, 793.3987384939602, 794.3345446670037]"
2500,"[653.9292825658355, 646.5212190447406, 645.2010901603587, 645.3019825520063, 647.4219829354432]"
5000,"[631.9672895577288, 624.5598717577847, 621.9503746327009, 622.2680412078681, 621.4477631564499]"
7500,"[653.9867797936902, 640.7482312003025, 637.449429824464, 634.7203303550215, 624.3875043673671]"
10000,"[648.5190423738966, 625.4807447967258, 618.2115810311107, 603.2666753485621, 585.7985868555794]"
12500,"[641.2486592351511, 619.2172009065206, 597.0034015771483, 579.9675596050038, 562.2432733493132]"
15000,"[633.183028306918, 604.0938189536139, 576.4777176747277, 555.9510502435571, 531.8712958531827]"
17500,"[623.0153706744225, 590.6367171004764, 557.4661498560573, 530.701525094289, 528.1196986049522]"
20000,"[624.0964149202621, 591.7093936115789, 560.3291093428392, 537.3956945865922, 536.6666049949491]"
22500,"[668.9745169532824, 645.8128968276885, 655.0133285125801, 659.319583613616, 658.4433295985391]"
25000,"[754.7293563406328, 676.1475576230247, 673.028892045738, 668.7372486595499, 673.4757978536351]"
27500,"[647.2470719931028, 641.6714581763741, 653.1957250560051, 633.7916263606328, 646.9335927445106]"
30000,"[633.5474129787598, 633.3629594578871, 650.5990112790839, 638.7523083342204, 644.0177930005481]"
32500,"[649.8806379532782, 636.3952563154031, 658.9950966540091, 631.4764558861132, 638.0955032290362]"
35000,"[616.8024757756897, 601.0940343355845, 630.1217030841416, 590.7870379811949, 608.140382679556]"
37500,"[618.8352229427963, 620.572094829177, 633.8701224091018, 617.6716525680409, 615.7225720540896]"
40000,"[628.9844290619102, 604.9907352351886, 638.2397614253227, 598.1701132702582, 618.8883582020808]"
42500,"[638.0544149916227, 617.3066860710034, 639.6325979033005, 625.516927897716, 639.2026894188108]"
45000,"[630.2013599585218, 615.9112860622621, 642.603211823365, 630.3491160944025, 646.430760353213]"
47500,"[661.9212631200623, 654.4168487516395, 654.0021032345091, 648.537352378226, 654.6740130390376]"
50000,"[655.6012320225907, 660.4141100807683, 638.8884694076005, 636.1886887900673, 658.1485559880153]"
52500,"[653.3703662638018, 655.4404794278223, 629.6594457783056, 630.6051571510493, 642.9856029563855]"
55000,"[662.8504744801438, 656.957435982855, 649.9413032386593, 651.961994819553, 618.8809525179006]"
57500,"[664.6441827510024, 656.6157719586508, 651.121963868112, 656.1935864504132, 625.621800806565]"
60000,"[655.8023494983529, 652.2859002148889, 658.6354111522135, 654.2426342872332, 647.4416748996293]"
62500,"[654.779432012309, 653.6068901589178, 662.4270111303215, 651.1161853400783, 645.328110230539]"
65000,"[649.1775141316444, 644.137622292009, 655.4423227123123, 626.373879925748, 613.0963852554422]"
67500,"[652.2111863840624, 644.5816013266893, 655.9745305137449, 630.5045020913681, 604.2277958043675]"
70000,"[653.1145226712235, 643.3259342712417, 659.4292009455683, 635.381234721816, 588.5958730589622]"
72500,"[652.3710482580713, 635.3301721191983, 658.4785681561588, 641.7998146074278, 592.9030248279776]"
75000,"[656.1364170354441, 652.4387699095217, 657.6250746989364, 637.6160761930901, 620.7466658548279]"
77500,"[646.2469070078068, 640.7162502316498, 647.4589737174194, 635.6705331829951, 610.841050219487]"
80000,"[656.3771680386576, 645.2697635129507, 657.2666033432831, 648.1481533946827, 603.9587861162697]"
82500,"[660.8595063004218, 645.2889732958822, 651.4869172951097, 638.2414392734187, 625.8673556181815]"
