iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,629728.94,626895.56,793.55,791.7673
2500,419494.56,466492.5,647.68,682.9778
5000,389940.38,487498.12,624.44,698.1241
7500,407467.75,454594.47,638.26,674.204
10000,380219.72,483068.12,616.26,694.8803
12500,360709.03,504023.66,599.94,709.8319
15000,338033.78,501876.2,580.32,708.028
17500,321670.06,526548.56,565.99,725.2093
20000,326084.06,568808.9,570.04,753.8154
22500,432384.56,483428.0,657.51,695.2025
25000,476113.66,467729.6,689.22,683.0346
27500,415516.8,464590.62,644.57,681.5771
30000,409722.88,490603.5,640.06,699.9772
32500,413519.2,487614.25,642.97,698.0911
35000,371546.1,504793.9,609.39,710.0345
37500,386109.88,496089.56,621.33,704.2146
40000,381974.94,480791.1,617.85,693.2394
42500,399444.06,486358.88,631.94,697.2451
45000,400942.6,470327.16,633.1,685.6458
47500,428676.4,490266.9,654.71,699.9032
50000,422419.8,462465.9,649.85,679.9764
52500,412826.1,476219.97,642.41,689.6645
55000,420305.9,472327.94,648.12,686.8666
57500,423785.4,466399.6,650.84,682.7401
60000,427329.88,454172.34,653.68,673.8035
62500,427047.1,461323.28,653.45,679.1006
65000,406855.8,508259.8,637.65,712.1304
67500,406779.97,492736.78,637.5,701.376
70000,405107.9,502083.34,635.97,707.2935
72500,405276.9,518607.84,636.18,717.9287
75000,416132.62,501325.25,644.91,707.5224
77500,404937.2,488330.34,636.19,698.6841
80000,412839.72,482770.16,642.2,694.7102
82500,415353.28,491283.06,644.35,700.7869
