iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,1055090.0,1234298.9,1027.17,1110.9836
2500,590688.4,725973.5,768.56,852.0375
5000,587801.2,728964.7,766.68,853.7905
7500,583109.0,732732.4,763.61,855.9885
10000,559349.06,744352.75,747.87,862.6749
12500,526674.9,774278.3,725.61,879.784
15000,508166.1,797330.4,712.69,892.6884
17500,528364.44,801529.94,726.82,895.1799
20000,514438.53,810832.1,717.18,900.3981
22500,529412.5,822916.56,727.58,907.1134
25000,516274.8,812645.1,718.48,901.3918
27500,508410.66,809225.3,712.91,899.5207
30000,673185.5,831718.1,814.19,906.2833
32500,651290.06,861178.8,799.48,923.2639
35000,591363.75,739794.4,768.98,859.9878
37500,583059.4,731006.6,763.55,854.9756
40000,572689.2,749327.7,756.7,865.5253
42500,568139.3,751250.2,753.69,866.7105
45000,561145.6,755953.25,749.05,869.4328
47500,547753.75,773287.94,740.03,879.3142
50000,596435.56,780317.2,772.23,883.2697
52500,588266.0,763396.9,766.96,873.6787
55000,580211.94,788074.6,761.69,887.5321
57500,569422.8,775680.75,754.55,880.6056
60000,571373.75,771813.3,755.85,878.4825
62500,578975.6,776825.2,760.88,881.2831
65000,565356.75,783268.6,751.88,884.8795
67500,565407.1,796639.25,751.91,892.3503
