iteration,trainRMSE
0,"[1024.0243118714493, 1024.059942946946, 1029.04845632982, 1029.0906796596707, 1029.6388479188242]"
2500,"[767.4254809541707, 768.1175577185959, 770.3644744130796, 768.4054186854779, 768.4928473701641]"
5000,"[766.7463563110687, 766.1453471765647, 768.8855765410793, 767.4476586485081, 764.1726477165334]"
7500,"[766.1485726059102, 764.198377347041, 767.7711375989514, 763.3249277099399, 756.5839946074971]"
10000,"[747.6761997245147, 754.2752763194783, 746.9364509952517, 752.5129042875468, 737.9681495715124]"
12500,"[735.3227834535987, 738.6602327431764, 725.9128322063237, 725.6155289325085, 702.5487727299479]"
15000,"[728.0148794938111, 726.870937657189, 709.9576420357071, 712.8467305225403, 685.7665396386699]"
17500,"[731.0071590933796, 727.2813562576455, 719.4419226015347, 742.0607379606015, 714.3126172607523]"
20000,"[731.6219121617355, 715.3999772200712, 713.0889969324141, 722.2890865571992, 703.4954501396618]"
22500,"[734.4568578943913, 725.2375189463596, 719.5974167816671, 734.4208784027064, 724.1881760726156]"
25000,"[727.1351734304261, 714.4875369833, 710.3192912843658, 728.1143712062205, 712.3407842074326]"
27500,"[710.0996662153185, 710.1470526275582, 703.1427686466473, 738.2324151842525, 702.9088104319696]"
30000,"[1016.8906766194987, 764.7074442378067, 763.4098305713409, 763.7414634395345, 762.2070899237085]"
32500,"[1018.267019062242, 757.4544389599355, 756.15536089788, 740.8951904328396, 724.6483334521079]"
35000,"[762.1308237108476, 764.9739516974377, 772.2058870053106, 774.8978202968611, 770.7049293954115]"
37500,"[754.6982584985714, 756.7078100663756, 769.4958829856832, 771.5876981185976, 765.2530167713711]"
40000,"[744.1708582520149, 748.6011705088328, 768.1942734765269, 766.6481706148489, 755.87074141767]"
42500,"[745.1309462405643, 746.3699631283977, 759.9859612252886, 767.7057323028391, 749.2752336292899]"
45000,"[740.8436500755523, 741.9383663776655, 752.5520059625018, 761.6351227450704, 748.2906071094502]"
47500,"[734.7065264431402, 730.7036963113003, 741.6346098366165, 758.1788567884058, 734.9425777637473]"
50000,"[758.3675257365862, 763.9775273059931, 780.5216744201333, 778.4922174959461, 779.7945467882713]"
52500,"[774.2630943091741, 757.6428803750335, 765.5701620723736, 769.7009949790793, 767.6154284754575]"
55000,"[767.9646544937964, 752.4178580379063, 758.1595450623164, 767.3755629040176, 762.5151720175937]"
57500,"[760.828376527625, 739.1824223103322, 757.3535748457545, 762.704703189, 752.6642421314574]"
60000,"[758.4464502771673, 741.6069516327982, 760.9454791736525, 762.7503962195175, 755.4880964553652]"
62500,"[767.2503553559352, 750.6989419351644, 759.9562876796563, 764.9533493190484, 761.5211725425263]"
65000,"[751.5331094522949, 743.9727270899515, 751.1621403951465, 757.4246244596159, 755.3080558347947]"
67500,"[747.4582140778551, 746.3718283176692, 752.6214422068264, 761.7278432463944, 751.35889856734]"
