iteration,trainRMSE
0,"[905.0673754257384, 905.0814680974408, 908.0229716622662, 908.5994458147918, 908.6097227299828, 910.2239742574495, 908.6259980504718, 907.6135267459706, 907.660534156565, 909.2510791370877]"
2000,"[840.9889973144983, 840.9896848612183, 843.719630925677, 844.1524775552838, 844.1528742022514, 845.5900297709162, 844.092839195375, 843.2525150605164, 843.2738171433981, 844.6870701986726]"
4000,"[755.8247468542753, 755.6942137181486, 757.5231524093697, 757.5651519374223, 757.6095803749292, 758.4015238662744, 757.4341283360566, 757.2849802673701, 757.5008033986467, 758.438634310324]"
6000,"[744.355583135387, 742.4924590524962, 744.2877924503587, 745.3491371292507, 745.4389286953797, 745.7702676132033, 745.8696585571208, 745.6672988010529, 746.1458602003631, 748.1885243959605]"
8000,"[739.6193722897063, 737.2566205071556, 739.0276136028862, 739.4823964476328, 739.6481786445136, 740.1970305523671, 739.8638675467707, 739.9637155254414, 739.9071917006039, 741.4051760278664]"
10000,"[732.126301337315, 729.0966974985239, 731.4106416656717, 733.4400676358587, 733.7946536625594, 733.69803282529, 733.8722098333419, 733.287607733583, 733.5206446495423, 736.2602758007887]"
12000,"[725.4633527665486, 721.5163592708041, 723.0078463914673, 724.2297461081347, 726.2060355315932, 726.6867352420078, 725.4402361325382, 724.0369354631061, 721.7916408977087, 723.8400737615058]"
14000,"[718.5853108205469, 713.3636355933613, 712.3394520728402, 714.0236817523477, 719.1835628336692, 717.6413436604059, 717.1271747423508, 714.565252986363, 711.234548331949, 710.6907747026477]"
16000,"[714.1009451759636, 703.9484560254784, 701.7416955353477, 706.0200637822122, 716.7485210041657, 713.4556082004898, 712.4261872334264, 708.8850811106067, 702.9237696064043, 704.0282414736639]"
18000,"[710.1373620127104, 696.1935314595542, 696.3144194388553, 703.0411177930777, 710.8285325640443, 707.5069636459743, 707.9890982457248, 700.1761726518126, 695.7486771324994, 693.5278058774377]"
20000,"[706.7673995647774, 688.9382573272778, 690.3774538952431, 697.1362165009634, 704.6663008641981, 703.3507043663087, 697.2785380103921, 691.8807572263287, 681.6074803296157, 679.3243144218973]"
22000,"[703.6713066039262, 684.8338733398434, 685.2978590059578, 693.7663645981775, 699.9724350015231, 700.5685876846569, 693.5150741986685, 686.8397707958142, 678.2209576856487, 675.1140728568464]"
24000,"[704.9386411818449, 683.5842142541259, 684.3439294381562, 689.5873847825522, 688.6487617132328, 693.1053733804312, 683.2322517465432, 681.8919513433569, 667.4614889272174, 670.4556938746521]"
26000,"[702.1868257194875, 680.805711660802, 677.8098994257741, 680.932291124566, 688.0490666292885, 688.2524068891978, 667.8534142123823, 667.9736052526971, 648.7645459963373, 647.5556698684004]"
28000,"[697.7671968607219, 678.3893857841994, 672.7221676305669, 678.2972170573188, 679.1818029143753, 679.9308002796674, 654.6483933322475, 654.1743588845025, 633.8883241603695, 635.6353179320815]"
30000,"[692.8355442531875, 678.9035798728694, 676.2067078691723, 681.2507861272304, 676.9280550963714, 669.2981600437499, 647.8154632395992, 652.4500904071805, 641.7889279210488, 636.9748897122339]"
32000,"[688.4914787824312, 681.6164613019815, 669.2195072919362, 688.6537365138331, 672.3614597802226, 675.9233536849977, 643.2386918186072, 651.901589272084, 633.6691961293983, 630.6075754822743]"
34000,"[692.7360629966288, 679.6027495835306, 669.5979056199758, 671.3509566937292, 664.6268315547863, 665.1834038833254, 644.8147064403706, 641.7933314449829, 611.1114355029233, 611.584201464254]"
36000,"[684.3065832466207, 680.9059959620686, 651.5889123701378, 652.956316832808, 654.4530203113985, 645.1503485780615, 616.8157558681744, 617.0378212337562, 587.7341876471708, 588.1141767038912]"
38000,"[687.7256307202836, 681.1668433713978, 645.6734103665395, 644.290688885327, 639.7307269520638, 642.716282306904, 622.5478792197833, 617.6973810438, 588.8919258206449, 589.0648809361777]"
40000,"[692.61412254522, 692.1766447260638, 662.3708935991615, 663.8675731075996, 657.7870678065393, 660.302672512101, 640.4010646940617, 622.5238862671971, 594.2233702744745, 583.8231742361334]"
42000,"[674.4408650246952, 675.9811682893856, 632.8266933291118, 624.0723042005917, 619.1251825968068, 620.0061430934338, 598.8525218490407, 577.8745578706764, 553.9490067251087, 550.8207033236131]"
44000,"[670.4102461313345, 672.7023891444776, 627.5352101256555, 630.3755587831982, 620.8693672305867, 627.6460602737424, 584.9953573191274, 560.7973048836132, 531.9159826639542, 529.273181573685]"
46000,"[670.4086687402532, 675.6346773444278, 628.3058373977644, 616.6301026532709, 609.0527497908801, 612.309534657221, 581.6627033798275, 557.5247428572497, 523.720925163809, 539.2685163230503]"
48000,"[669.2457952365953, 674.2168597136368, 631.6568918111578, 612.0987339218357, 609.6155678680761, 619.8232234385133, 585.9913435862528, 558.4557809726884, 525.0392109506142, 545.8939260363683]"
50000,"[669.4501153808823, 667.736119327924, 614.5823702513577, 634.4086349663526, 628.7752716147614, 624.2049515954942, 600.5759230227695, 592.2347554453618, 543.4896076907044, 549.689781616766]"
52000,"[670.4136227961322, 673.6199529343623, 620.4516473260205, 612.4889499570729, 607.0701943536835, 626.0161525507232, 584.9602800586948, 570.5563821695333, 531.3621368387218, 532.9808633949066]"
54000,"[671.3239457723487, 675.3380993280327, 603.1749310923814, 628.9313235002985, 633.5576943685137, 614.2532200753107, 583.2381183676639, 580.398649332363, 521.0304346421955, 513.0457484162579]"
56000,"[672.2785208990813, 673.6377658340185, 608.0775551531349, 605.2651320854326, 585.3395504440458, 602.927792364985, 563.5469467624763, 543.0394651824757, 504.70688976927346, 508.450309015783]"
58000,"[677.1476064434127, 671.139268143419, 595.6115988446533, 591.795589751273, 579.8105038737007, 599.7128079295413, 557.4700902938745, 554.2844777406865, 508.2235850405171, 531.503004049763]"
60000,"[673.9233744753117, 668.7090108143873, 576.3353487859466, 615.2017041538508, 603.8063718046739, 595.3864967562531, 552.2099805917322, 553.9164531665111, 501.9724247785193, 502.7373132896081]"
62000,"[670.3293781431917, 660.19028941847, 564.2590472289809, 601.9705817149537, 578.99480910117, 598.0454952109695, 571.0128809578096, 549.4136360881963, 487.62947083974933, 498.717923884333]"
64000,"[681.7965274662706, 666.87118036913, 601.9510707144084, 606.6920954313989, 616.5742724846152, 611.2292697081449, 567.2076778299482, 563.5278630246023, 525.677043421882, 497.7599347015597]"
66000,"[729.8303000286035, 695.5065932514952, 709.8355033431951, 716.253525536188, 698.7048475093014, 712.98034598211, 700.8959545208492, 711.3851776932316, 718.2206922737299, 730.6588267786576]"
68000,"[721.5969886314831, 695.7813405237825, 703.8638334527204, 669.0072604560299, 666.3908608676718, 657.3271884577985, 654.1939340656226, 662.7318284977134, 659.7085927242946, 643.176859034244]"
70000,"[719.5705616630083, 695.0145917301576, 694.9954680564754, 655.816618989861, 661.2280485958422, 633.6770317071794, 635.8086433886522, 634.0030970155677, 624.5492466461245, 628.668244082873]"
72000,"[717.0248282837641, 690.4161871800138, 704.3344653485904, 659.09605294919, 658.5442632835563, 624.3021019108888, 629.9174021141862, 605.6401803297621, 610.5799563809231, 573.8218681289512]"
74000,"[715.1695484324067, 688.7406850959717, 696.2563285336116, 644.7679869590831, 655.3355852036167, 617.0580435101851, 625.3207027927125, 585.0602817885505, 597.0258781612149, 579.6746936376211]"
76000,"[717.7086766799796, 688.4187393317181, 684.2460530717989, 643.6636224894185, 656.2893113977318, 616.7423679104362, 633.3771957370653, 588.0930808509597, 616.018030357805, 600.7676027408983]"
78000,"[730.0096268984541, 723.6172389227543, 729.5981702413874, 729.1980936173308, 743.4298609198108, 713.4229547788924, 705.2133644190286, 733.8030445637354, 727.0922518533795, 740.2891765723683]"
80000,"[722.3310088330726, 692.9474093945055, 696.7288333805736, 641.5535277993068, 665.5194661859281, 630.4375794110153, 616.7822674543113, 677.5348852856379, 659.1696116103185, 656.4756069909592]"
82000,"[719.4803873101811, 685.7725887501456, 686.3277995676443, 640.7823235916791, 650.1988532490237, 598.2004733840291, 601.1637821790434, 666.930361243263, 635.0564049636198, 649.0734238986294]"
84000,"[714.023593838215, 684.660946282276, 679.5575543207394, 626.885580054877, 642.3236940805266, 574.7021001363325, 580.8205945443681, 659.9687894653053, 590.5681003982936, 624.541862562027]"
86000,"[711.122305431035, 678.3418076782663, 674.8726976452915, 615.2537907097699, 629.8243807259873, 556.1039481049288, 560.8607061974549, 644.0114428091373, 577.4770190688265, 624.8695469583996]"
88000,"[709.4998012420406, 673.384165832781, 670.8007941613694, 619.8126785666761, 638.7976833809665, 547.7396273868212, 566.9211896606105, 642.1615063121817, 579.010650285504, 633.8747960895907]"
90000,"[708.0565009832734, 660.2955963391366, 661.4809294304669, 607.3679550226802, 619.6354522427711, 538.5712221199339, 541.0028514993425, 614.511270071413, 565.3669848558023, 622.240744851408]"
92000,"[706.0990791230581, 664.5764900131583, 669.021869652253, 631.6199159790918, 630.583121108262, 600.5041409342015, 580.045253501928, 646.9662006747961, 589.2556162674523, 660.611568216506]"
94000,"[703.7035543742451, 650.8482230124117, 655.8283535405071, 620.430393158063, 629.0456693959258, 565.6378765523087, 581.5034350940394, 629.0895761998856, 600.9240037929613, 642.2739670961361]"
96000,"[707.3494074296408, 663.806928187638, 662.0839029015127, 620.4367517033942, 650.3067411488795, 638.1308807373318, 621.6657207646348, 664.0091340116588, 636.8286540355401, 653.7325874936095]"
98000,"[699.7584250406965, 639.2471701965223, 623.6628066483117, 573.8987959455029, 607.5884416622248, 540.0932470166676, 535.8232741815575, 618.2146932357983, 565.0987270242485, 601.4217181959772]"
