iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,824240.75,676805.06,907.88,822.6815
2000,711477.8,567569.2,843.49,753.3718
4000,573546.6,438592.56,757.33,662.2623
6000,555559.2,450024.56,745.36,670.7804
8000,547064.94,451031.47,739.64,671.5142
10000,537367.56,446008.56,733.05,667.7667
12000,524501.2,447312.16,724.22,668.6706
14000,511056.75,449956.2,714.88,670.6171
16000,501897.72,462085.44,708.43,679.6349
18000,493050.1,473050.12,702.15,687.6129
20000,481901.6,473068.84,694.13,687.5192
22000,476434.44,487155.56,690.18,697.6668
24000,468953.06,488164.22,684.72,698.4894
26000,455921.78,490075.62,675.02,699.9499
28000,444570.12,503530.84,666.46,709.4487
30000,443148.62,520919.8,665.45,721.6062
32000,440761.62,518256.62,663.57,719.7816
34000,430021.38,526224.2,655.24,725.2986
36000,407988.78,538961.0,637.91,733.9949
38000,405423.06,561703.56,635.95,749.0919
40000,419859.03,559340.56,647.01,747.5786
42000,377233.5,576929.75,612.79,759.211
44000,369237.94,586380.8,605.65,765.274
46000,364109.0,604709.25,601.45,776.9426
48000,366088.4,609021.44,603.2,779.8675
50000,376821.75,605410.56,612.51,777.767
52000,365791.44,619320.5,602.99,786.2731
54000,365658.94,595864.6,602.43,771.6738
56000,347376.0,601771.75,586.73,775.1019
58000,346859.66,630225.1,586.67,792.8087
60000,344756.66,622307.6,584.42,788.1129
62000,337329.72,632088.9,578.06,794.4209
64000,355717.88,616915.6,593.93,784.5751
66000,507686.6,471071.7,712.43,686.2182
68000,454008.16,522933.66,673.38,722.7623
70000,434425.34,529371.3,658.33,727.0326
72000,421044.72,564468.94,647.37,750.1541
74000,412238.56,594789.7,640.44,769.4946
76000,417007.84,588365.4,644.53,764.957
78000,529477.56,465367.75,727.57,681.8805
80000,444431.75,544413.8,665.95,737.0665
82000,428102.66,555737.1,653.3,744.4885
84000,408802.44,559747.6,637.81,746.3704
86000,395907.44,561525.4,627.27,747.5686
88000,396993.7,598142.4,628.2,771.2075
90000,379498.34,576709.94,613.85,757.4483
92000,408371.88,610335.2,637.93,778.7553
94000,395707.7,610075.44,627.93,779.3089
96000,425474.44,634302.8,651.84,794.1527
98000,362788.3,650210.7,600.48,802.9223
