787.0,1688.016667,235.85,92.089995,371.666667,147.733333,18.600488,197.416667,489.216667,148.45,531.516667,152.3,345.033333,1385.483333,389.516667,
1688.016667,235.85,92.089995,371.666667,147.733333,18.600488,197.416667,489.216667,148.45,531.516667,152.3,345.033333,1385.483333,389.516667,1601.35,
235.85,92.089995,371.666667,147.733333,18.600488,197.416667,489.216667,148.45,531.516667,152.3,345.033333,1385.483333,389.516667,1601.35,54.833333,
92.089995,371.666667,147.733333,18.600488,197.416667,489.216667,148.45,531.516667,152.3,345.033333,1385.483333,389.516667,1601.35,54.833333,7.933333,
371.666667,147.733333,18.600488,197.416667,489.216667,148.45,531.516667,152.3,345.033333,1385.483333,389.516667,1601.35,54.833333,7.933333,154.333333,
147.733333,18.600488,197.416667,489.216667,148.45,531.516667,152.3,345.033333,1385.483333,389.516667,1601.35,54.833333,7.933333,154.333333,229.433333,
18.600488,197.416667,489.216667,148.45,531.516667,152.3,345.033333,1385.483333,389.516667,1601.35,54.833333,7.933333,154.333333,229.433333,72.8,
197.416667,489.216667,148.45,531.516667,152.3,345.033333,1385.483333,389.516667,1601.35,54.833333,7.933333,154.333333,229.433333,72.8,1539.066667,
489.216667,148.45,531.516667,152.3,345.033333,1385.483333,389.516667,1601.35,54.833333,7.933333,154.333333,229.433333,72.8,1539.066667,298.616667,
148.45,531.516667,152.3,345.033333,1385.483333,389.516667,1601.35,54.833333,7.933333,154.333333,229.433333,72.8,1539.066667,298.616667,158.033333,
531.516667,152.3,345.033333,1385.483333,389.516667,1601.35,54.833333,7.933333,154.333333,229.433333,72.8,1539.066667,298.616667,158.033333,322.666667,
152.3,345.033333,1385.483333,389.516667,1601.35,54.833333,7.933333,154.333333,229.433333,72.8,1539.066667,298.616667,158.033333,322.666667,122.2,
345.033333,1385.483333,389.516667,1601.35,54.833333,7.933333,154.333333,229.433333,72.8,1539.066667,298.616667,158.033333,322.666667,122.2,413.983333,
1385.483333,389.516667,1601.35,54.833333,7.933333,154.333333,229.433333,72.8,1539.066667,298.616667,158.033333,322.666667,122.2,413.983333,471.583333,
389.516667,1601.35,54.833333,7.933333,154.333333,229.433333,72.8,1539.066667,298.616667,158.033333,322.666667,122.2,413.983333,471.583333,662.566667,
1601.35,54.833333,7.933333,154.333333,229.433333,72.8,1539.066667,298.616667,158.033333,322.666667,122.2,413.983333,471.583333,662.566667,124.533333,
54.833333,7.933333,154.333333,229.433333,72.8,1539.066667,298.616667,158.033333,322.666667,122.2,413.983333,471.583333,662.566667,124.533333,103.966667,
7.933333,154.333333,229.433333,72.8,1539.066667,298.616667,158.033333,322.666667,122.2,413.983333,471.583333,662.566667,124.533333,103.966667,1704.016667,
154.333333,229.433333,72.8,1539.066667,298.616667,158.033333,322.666667,122.2,413.983333,471.583333,662.566667,124.533333,103.966667,1704.016667,1586.95,
229.433333,72.8,1539.066667,298.616667,158.033333,322.666667,122.2,413.983333,471.583333,662.566667,124.533333,103.966667,1704.016667,1586.95,1332.066667,
72.8,1539.066667,298.616667,158.033333,322.666667,122.2,413.983333,471.583333,662.566667,124.533333,103.966667,1704.016667,1586.95,1332.066667,1158.238039,
1539.066667,298.616667,158.033333,322.666667,122.2,413.983333,471.583333,662.566667,124.533333,103.966667,1704.016667,1586.95,1332.066667,1158.238039,86.483333,
298.616667,158.033333,322.666667,122.2,413.983333,471.583333,662.566667,124.533333,103.966667,1704.016667,1586.95,1332.066667,1158.238039,86.483333,968.933333,
158.033333,322.666667,122.2,413.983333,471.583333,662.566667,124.533333,103.966667,1704.016667,1586.95,1332.066667,1158.238039,86.483333,968.933333,623.047256,
322.666667,122.2,413.983333,471.583333,662.566667,124.533333,103.966667,1704.016667,1586.95,1332.066667,1158.238039,86.483333,968.933333,623.047256,92.383333,
122.2,413.983333,471.583333,662.566667,124.533333,103.966667,1704.016667,1586.95,1332.066667,1158.238039,86.483333,968.933333,623.047256,92.383333,684.783333,
413.983333,471.583333,662.566667,124.533333,103.966667,1704.016667,1586.95,1332.066667,1158.238039,86.483333,968.933333,623.047256,92.383333,684.783333,624.55,
471.583333,662.566667,124.533333,103.966667,1704.016667,1586.95,1332.066667,1158.238039,86.483333,968.933333,623.047256,92.383333,684.783333,624.55,293.612386,
662.566667,124.533333,103.966667,1704.016667,1586.95,1332.066667,1158.238039,86.483333,968.933333,623.047256,92.383333,684.783333,624.55,293.612386,473.533333,
124.533333,103.966667,1704.016667,1586.95,1332.066667,1158.238039,86.483333,968.933333,623.047256,92.383333,684.783333,624.55,293.612386,473.533333,2579.220417,
103.966667,1704.016667,1586.95,1332.066667,1158.238039,86.483333,968.933333,623.047256,92.383333,684.783333,624.55,293.612386,473.533333,2579.220417,2718.683333,
1704.016667,1586.95,1332.066667,1158.238039,86.483333,968.933333,623.047256,92.383333,684.783333,624.55,293.612386,473.533333,2579.220417,2718.683333,21.25,
1586.95,1332.066667,1158.238039,86.483333,968.933333,623.047256,92.383333,684.783333,624.55,293.612386,473.533333,2579.220417,2718.683333,21.25,697.166667,
1332.066667,1158.238039,86.483333,968.933333,623.047256,92.383333,684.783333,624.55,293.612386,473.533333,2579.220417,2718.683333,21.25,697.166667,29.933333,
1158.238039,86.483333,968.933333,623.047256,92.383333,684.783333,624.55,293.612386,473.533333,2579.220417,2718.683333,21.25,697.166667,29.933333,261.316667,
86.483333,968.933333,623.047256,92.383333,684.783333,624.55,293.612386,473.533333,2579.220417,2718.683333,21.25,697.166667,29.933333,261.316667,222.440296,
968.933333,623.047256,92.383333,684.783333,624.55,293.612386,473.533333,2579.220417,2718.683333,21.25,697.166667,29.933333,261.316667,222.440296,2127.466667,
623.047256,92.383333,684.783333,624.55,293.612386,473.533333,2579.220417,2718.683333,21.25,697.166667,29.933333,261.316667,222.440296,2127.466667,972.166667,
92.383333,684.783333,624.55,293.612386,473.533333,2579.220417,2718.683333,21.25,697.166667,29.933333,261.316667,222.440296,2127.466667,972.166667,665.15,
684.783333,624.55,293.612386,473.533333,2579.220417,2718.683333,21.25,697.166667,29.933333,261.316667,222.440296,2127.466667,972.166667,665.15,41.383333,
624.55,293.612386,473.533333,2579.220417,2718.683333,21.25,697.166667,29.933333,261.316667,222.440296,2127.466667,972.166667,665.15,41.383333,1071.269278,
293.612386,473.533333,2579.220417,2718.683333,21.25,697.166667,29.933333,261.316667,222.440296,2127.466667,972.166667,665.15,41.383333,1071.269278,142.2,
473.533333,2579.220417,2718.683333,21.25,697.166667,29.933333,261.316667,222.440296,2127.466667,972.166667,665.15,41.383333,1071.269278,142.2,548.283333,
2579.220417,2718.683333,21.25,697.166667,29.933333,261.316667,222.440296,2127.466667,972.166667,665.15,41.383333,1071.269278,142.2,548.283333,47.083333,
2718.683333,21.25,697.166667,29.933333,261.316667,222.440296,2127.466667,972.166667,665.15,41.383333,1071.269278,142.2,548.283333,47.083333,8.2,
21.25,697.166667,29.933333,261.316667,222.440296,2127.466667,972.166667,665.15,41.383333,1071.269278,142.2,548.283333,47.083333,8.2,72.366667,
697.166667,29.933333,261.316667,222.440296,2127.466667,972.166667,665.15,41.383333,1071.269278,142.2,548.283333,47.083333,8.2,72.366667,2941.583333,
29.933333,261.316667,222.440296,2127.466667,972.166667,665.15,41.383333,1071.269278,142.2,548.283333,47.083333,8.2,72.366667,2941.583333,368.633333,
261.316667,222.440296,2127.466667,972.166667,665.15,41.383333,1071.269278,142.2,548.283333,47.083333,8.2,72.366667,2941.583333,368.633333,52.4,
222.440296,2127.466667,972.166667,665.15,41.383333,1071.269278,142.2,548.283333,47.083333,8.2,72.366667,2941.583333,368.633333,52.4,132.25,
2127.466667,972.166667,665.15,41.383333,1071.269278,142.2,548.283333,47.083333,8.2,72.366667,2941.583333,368.633333,52.4,132.25,145.8,
972.166667,665.15,41.383333,1071.269278,142.2,548.283333,47.083333,8.2,72.366667,2941.583333,368.633333,52.4,132.25,145.8,77.383333,
665.15,41.383333,1071.269278,142.2,548.283333,47.083333,8.2,72.366667,2941.583333,368.633333,52.4,132.25,145.8,77.383333,839.166667,
41.383333,1071.269278,142.2,548.283333,47.083333,8.2,72.366667,2941.583333,368.633333,52.4,132.25,145.8,77.383333,839.166667,15.55,
1071.269278,142.2,548.283333,47.083333,8.2,72.366667,2941.583333,368.633333,52.4,132.25,145.8,77.383333,839.166667,15.55,283.55,
142.2,548.283333,47.083333,8.2,72.366667,2941.583333,368.633333,52.4,132.25,145.8,77.383333,839.166667,15.55,283.55,764.05,
548.283333,47.083333,8.2,72.366667,2941.583333,368.633333,52.4,132.25,145.8,77.383333,839.166667,15.55,283.55,764.05,868.9,
