Epoch,lossTrain,lossVal,stdDev
1,0.11364150047302246,0.09692586958408356,0.025365617126226425
2501,0.06656238436698914,0.11805331707000732,0.17493444681167603
5001,0.07174885272979736,0.1267358958721161,0.19192349910736084
7501,0.09340177476406097,0.0949275940656662,0.06914740800857544
10001,0.08039267361164093,0.10229728370904922,0.1110699251294136
12501,0.08913657069206238,0.1001390814781189,0.09497787803411484
15001,0.09913216531276703,0.08917144685983658,0.027839338406920433
17501,0.09600015729665756,0.09039171040058136,0.02569015882909298
20001,0.09954530000686646,0.09347152709960938,0.061878688633441925
22501,0.09362916648387909,0.09424958378076553,0.07196392863988876
25001,0.10401972383260727,0.09256308525800705,0.04841025546193123
27501,0.0961548462510109,0.09028850495815277,0.02659456990659237
30001,0.09209788590669632,0.09359151124954224,0.06158759072422981
32501,0.10227591544389725,0.09181375801563263,0.03699655085802078
35001,0.10165491700172424,0.09067632257938385,0.03301304578781128
37501,0.10065494477748871,0.09033519774675369,0.019548695534467697
40001,0.09726215898990631,0.08942749351263046,0.021255550906062126
42501,0.10245411843061447,0.09134380519390106,0.03234750032424927
45001,0.10622864961624146,0.08990204334259033,0.01604948192834854
47501,0.09242589771747589,0.08921081572771072,0.009894964285194874
49999,0.09826458990573883,0.0896894782781601,0.010578799061477184
