iteration,trainRMSE
0,"[793.33661082804, 793.3425788824624, 793.3937895669399, 793.4060473416531, 794.3411002422051]"
2500,"[88.54918375627511, 101.2581385404901, 98.91700708619038, 87.30926427844263, 80.62924308313491]"
5000,"[50.24156933103719, 47.0643525542051, 38.22216754048646, 37.799978779767045, 33.82857213143821]"
7500,"[47.91158885134213, 42.44513760315465, 38.085264310531464, 33.04563744749959, 37.675918288207164]"
10000,"[57.28352896609624, 44.74628967652579, 39.773830625257006, 32.487860766455995, 33.19775432945143]"
12500,"[32.2192798645232, 30.258500342004087, 23.224516886388496, 19.234792869617007, 19.700217404486825]"
15000,"[40.81304570953274, 41.65592246617535, 46.290422301025046, 37.67277035289939, 38.368095298122206]"
17500,"[31.169566264095845, 30.25299714614724, 25.149832933113938, 23.33107892365055, 22.74145126727606]"
20000,"[28.98668345172134, 28.6579065613154, 22.655918458060988, 20.03835529948029, 19.804803820038767]"
22500,"[72.19778616076958, 86.37323386830745, 83.87157419951087, 82.30534403238035, 80.79045521696243]"
25000,"[31.11686316820499, 31.813288519472092, 24.579470823897445, 22.686390021634384, 31.025660512395625]"
27500,"[32.31692592942857, 32.28171399836128, 67.1847431007632, 45.25602819200821, 49.764388985157254]"
30000,"[28.576962850781165, 29.864336217968077, 23.983688985428508, 20.55690168690459, 19.60536637206733]"
32500,"[31.717919843736187, 29.546645471748615, 27.297953957097047, 26.80450195113945, 24.155787383060723]"
35000,"[36.17326134739005, 29.972155041304827, 29.49488407685521, 33.00072461936243, 26.30379293874855]"
37500,"[30.598163191884645, 26.230074098878134, 24.046622845138227, 25.34286444004103, 23.728796153338752]"
