iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,629744.2,626991.44,793.56,791.828
2500,8406.969,564054.06,91.33,750.2199
5000,1761.3699,569200.0,41.43,753.899
7500,1618.4558,572823.44,39.83,756.8029
10000,1811.2113,573759.1,41.5,757.3626
12500,656.7431,590357.5,24.93,768.1976
15000,1693.5071,572317.6,40.96,756.468
17500,722.6079,584171.0,26.53,764.2231
20000,600.0705,592668.06,24.03,769.6349
22500,6608.01,588683.7,81.11,767.0523
25000,818.6046,593958.44,28.24,770.5071
27500,2231.1511,575694.1,45.36,758.5842
30000,624.2721,578037.8,24.52,760.2288
32500,791.31494,570757.6,27.9,755.3378
35000,977.5162,576795.44,30.99,759.1972
37500,687.4304,594853.25,25.99,771.1228
