iteration,trainRMSE
0,"[910.8186515796771, 910.7678854371965, 910.3919150390968, 910.4069580024234, 911.9475812872184]"
1000,"[753.1058316368695, 751.6444492567313, 749.6925008209743, 750.8043842364159, 753.0975080142841]"
2000,"[749.493850250344, 747.3967100119612, 746.4718245780922, 747.5418239603248, 749.1190503217921]"
3000,"[748.9381747172678, 746.4182496323923, 746.0937737009741, 746.9681262850512, 749.0161905787451]"
4000,"[749.0035829415517, 746.1086394788822, 745.6499413164867, 746.6361561436476, 747.0979683570094]"
5000,"[748.5903780064757, 745.1066673481371, 745.871703682812, 745.9105989042735, 746.333961230072]"
6000,"[748.3826757847563, 744.861741099614, 745.9411066263837, 745.4555049237088, 745.8855820830485]"
7000,"[748.173423075905, 744.5304537840096, 745.7467083452811, 745.3550505751278, 745.90059469889]"
8000,"[748.2569971022673, 744.7955497518032, 745.5022638603604, 744.9582964995527, 746.0038353835395]"
9000,"[748.3195000987797, 744.7385887084124, 745.3147958673627, 745.0161489155515, 745.4044253717844]"
