iteration,trainRMSE
0,"[905.1891823320126, 905.204288932487, 908.111992435718, 908.6668196527262, 908.6592161316133, 910.257340475025, 908.6431243131486, 907.619810268397, 907.6577283048978, 909.2423005053984]"
100,"[887.827365113493, 887.3055398217496, 890.095507112571, 890.6171758195197, 890.6165592254282, 892.1834795242446, 890.6033455438676, 889.629315585001, 889.6664012869319, 891.2128130172657]"
200,"[861.2322412605218, 861.2403948256965, 864.0407672075488, 864.5218354537216, 864.5225388322649, 866.0227598712381, 864.4847014327156, 863.5802133575517, 863.6090033509074, 865.0867987017609]"
300,"[828.5421387423123, 828.5397242373157, 831.2179948393201, 831.6171293692348, 831.6173143007977, 833.0093765038368, 831.5420594504244, 830.746900496846, 830.7630207224851, 832.1301864379573]"
400,"[793.9245231923054, 793.911711728298, 796.392921534143, 796.6732629291672, 796.6727184922016, 797.8997058291601, 796.5456668135321, 795.9115491460441, 795.9097358926607, 797.1085728378671]"
500,"[764.7760010327445, 764.783754084891, 766.9596178695141, 767.077034481808, 767.0755288535098, 768.0615693487273, 766.881743782077, 766.4729332832204, 766.4472916040237, 767.4013299535112]"
600,"[751.3650128789633, 751.4631444327803, 753.2014557754808, 753.1139229258072, 753.1116975397595, 753.7677499665923, 752.8396239317639, 752.7248900717184, 752.670091094076, 753.2902811700386]"
700,"[749.7147119811863, 749.3650066881021, 750.5999514602012, 750.7990137922852, 750.8617674533609, 750.7523175322957, 750.1719705686247, 750.7821448298138, 750.1581816161762, 751.5020275090613]"
800,"[749.0194946570522, 748.9234322719915, 749.5373853155298, 749.7138593286094, 749.5509427039149, 749.3830217846744, 748.5559799798551, 749.2589638178938, 748.7710739204417, 749.9501647624093]"
900,"[748.685471771749, 748.1899790115126, 749.1600829112214, 749.0097592492398, 748.6788263487547, 748.9291885697816, 748.3803097656518, 748.8390604068638, 748.234854326924, 749.4843289813552]"
