iteration,trainRMSE
0,"[793.300730143181, 793.3026711383147, 793.329096057365, 793.3146825799803, 794.2310270035509]"
2500,"[653.0908909985836, 648.2578658057552, 643.9598595226797, 645.4687839788816, 650.1881848134772]"
5000,"[629.1980985977019, 618.9907364373997, 606.2901972389831, 602.1661090437894, 598.2214784555844]"
7500,"[614.0197388572809, 584.8492910780384, 562.0192416552972, 557.7054572456071, 522.4097671612334]"
10000,"[614.9272777542544, 552.8984389183197, 511.5900391382184, 503.01796871651356, 459.81716664407963]"
12500,"[594.2556010703273, 532.0743201084783, 486.6364390165342, 487.4027368360051, 450.9297355943634]"
15000,"[576.2871010685376, 549.0505422836292, 518.5398240230443, 530.334598702569, 508.411758957436]"
17500,"[544.7678731408549, 460.84524663994125, 425.52710164312236, 401.3571756630578, 390.9593609281258]"
20000,"[551.0327122379907, 459.57110217842745, 437.4067512313968, 435.06667972341273, 395.2085480413718]"
22500,"[510.97407860365917, 431.72478032102106, 405.9433031688552, 378.3162420883948, 388.5176547022043]"
25000,"[500.1504446450605, 404.119318897045, 384.0963054384461, 361.43243211537083, 340.56382700951565]"
27500,"[515.0709778217721, 461.4716338874323, 446.5491281543665, 452.340082881706, 430.77618441897465]"
30000,"[495.8012977370119, 438.5268528768116, 392.68400072834737, 426.7981000696915, 443.28987365017207]"
32500,"[506.37167519209834, 475.5144001267138, 432.5628596618012, 425.8983713185569, 435.63433759889466]"
35000,"[486.8472636228691, 415.799874852444, 421.5650839797792, 420.6180357246511, 399.17884348919415]"
37500,"[471.8649646925894, 431.5962394641571, 405.4558480962162, 422.0393565587579, 406.0400299316314]"
40000,"[464.8430178327743, 399.0788588700347, 394.10483725123856, 371.9178734348103, 378.0204124813128]"
42500,"[473.2324354363198, 412.317964830168, 407.4318976676859, 415.00573398864486, 407.7177623623538]"
45000,"[439.9944310337868, 371.794881814933, 359.7448333594302, 359.8672330081399, 345.0669383806337]"
47500,"[442.10705534342134, 361.1522543637863, 362.5990456260346, 352.6863900398213, 351.3754347970428]"
