iteration,trainRMSE
0,"[910.7641563019074, 910.9025838963728, 910.4861477535493, 910.4810453969283, 912.0082436495618]"
2500,"[612.2218125027341, 570.5314391496661, 585.5274302550632, 556.2677293826341, 552.5655807344729]"
5000,"[487.5989143503198, 444.01321224847516, 430.3097924950588, 390.6278852389642, 414.40367536592896]"
7500,"[462.0397621205507, 436.57118136213103, 422.9302059013184, 405.38776817955267, 437.39213846583175]"
10000,"[394.1387375954247, 374.1321116693001, 321.097914504632, 316.0027433702895, 316.40491665873066]"
12500,"[402.0652894789691, 362.1319984940011, 324.3349343337162, 311.96396065493735, 337.76969044583143]"
15000,"[433.97130371340495, 388.19853014879334, 348.7998264729554, 370.9062209605226, 353.0265428197093]"
17500,"[368.58026628249473, 343.7770509968736, 316.2706424108813, 295.5229311419497, 314.2228821966567]"
20000,"[407.25281103730913, 386.9841861936865, 353.2896127627811, 330.4453292837704, 364.90218497655866]"
22500,"[345.48982070697264, 302.3485702460702, 279.9071992484359, 250.90143935173475, 265.7954846164744]"
25000,"[346.2185708394796, 313.28334853375947, 295.43898545430534, 286.95115628078344, 320.3248471700666]"
27500,"[340.86702247386773, 297.9284705702511, 266.94980470648375, 250.0914690902795, 253.27561786506672]"
30000,"[314.2090784394172, 248.8091921308075, 224.5891960195113, 195.63293612940817, 197.29822049962743]"
32500,"[328.47466603035457, 277.4644076781178, 271.15899705554966, 233.9749040821424, 264.11195037650174]"
35000,"[314.1055588351296, 261.36818327490363, 236.6778344815936, 203.21134543782213, 211.28436197481224]"
37500,"[324.876635232307, 264.6802342679973, 260.927565335441, 236.44299159464157, 238.46367892407105]"
