iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,829790.94,651373.8,910.93,807.0382
2500,331589.16,558230.06,575.42,747.0393
5000,188883.19,775360.75,433.39,878.3275
7500,187725.53,817866.75,432.86,902.8636
10000,119685.19,867996.8,344.36,931.007
12500,121886.484,868553.4,347.65,930.1244
15000,144584.77,881874.56,378.98,938.0615
17500,108033.26,953759.6,327.67,975.1556
20000,136561.83,844963.7,368.57,918.1082
22500,84552.4,868529.2,288.89,931.5586
25000,98057.1,903280.3,312.44,947.8365
27500,80589.484,842101.06,281.82,915.724
30000,57662.6,908236.7,236.11,950.4231
32500,76589.97,1002113.56,275.04,998.6972
35000,61793.95,983364.7,245.33,990.1465
37500,71299.266,957474.06,265.08,978.1926
