iteration,trainRMSE
0,"[793.33661082804, 793.3425788824624, 793.3937995021358, 793.4061767468637, 794.3438432728153]"
5000,"[631.9151513683639, 625.4385871259403, 611.1519070668407, 578.6943877979362, 554.8483339819114]"
10000,"[625.9156779908685, 593.7507598879884, 531.1848276058367, 505.1264639481357, 420.92025838821525]"
15000,"[606.4559042750069, 594.3332553046739, 518.1657200533143, 520.887619714935, 469.5411620457923]"
20000,"[605.0850418407699, 567.7588555132412, 507.6130034008959, 495.38580476919674, 434.6847955669667]"
25000,"[593.3022941184636, 583.5280041709648, 532.5434501324512, 517.1156571235576, 467.1282449288306]"
30000,"[587.6509067488138, 571.8585425466339, 553.2610028116864, 562.463421535251, 531.8670995536618]"
35000,"[556.9356277830293, 535.1154211552963, 489.2940641586566, 491.231305147779, 439.0786429277802]"
40000,"[598.9011669436167, 642.3537399024656, 619.3242306005628, 623.5039835395344, 578.2396995551161]"
45000,"[598.055078436846, 615.0967675072791, 606.5839919074497, 619.5702146750995, 571.3710813454423]"
