iteration,trainRMSE
0,"[793.33661082804, 793.3425788824624, 793.3937995021358, 793.4061767468637, 794.3438432728153]"
2500,"[657.8929037217605, 653.1195571450422, 653.4089710000653, 651.8429433768611, 658.2579917072633]"
5000,"[627.6901395819515, 621.6742417605898, 614.9353452971262, 612.3176560818546, 600.5363953001066]"
7500,"[624.2991752704613, 608.0074762544542, 584.1773983928482, 579.1943650708278, 583.0129685746217]"
10000,"[603.7876426303432, 558.9733623003723, 499.330573039347, 477.52764838103656, 448.23710125561666]"
12500,"[604.0551003039141, 543.2784537682115, 467.22771593036623, 472.12488090184615, 458.6731431924796]"
15000,"[575.9259707461089, 504.3531789506166, 437.80933240850476, 443.52982548713226, 420.2131600810995]"
17500,"[573.8510182522109, 504.54766846171015, 411.87759426223914, 442.3139044872533, 427.2661523380701]"
20000,"[587.373485946632, 502.137858254956, 439.2750214940401, 458.9584848163245, 430.08072639107854]"
22500,"[539.940626284709, 432.34697358947653, 401.98838972584457, 386.7236838175965, 340.4328281829401]"
25000,"[540.1561387803861, 461.84249813334094, 385.0913095313834, 385.5966945831532, 362.9828461088522]"
27500,"[500.89899504254737, 392.88159762149206, 350.6015963506343, 355.0954656334088, 297.4578935991368]"
30000,"[493.3306309605001, 386.7137030434469, 328.7878274886401, 338.6826381092757, 273.27906776311823]"
32500,"[517.7064939862021, 453.66406492196836, 402.2120801230077, 413.01583272541984, 414.81895484709594]"
35000,"[535.3061427506233, 454.769131751863, 432.93113788201043, 444.9607018811137, 424.4141226948496]"
37500,"[478.81171003837136, 378.87150482272233, 327.31072094875105, 352.2577271016306, 292.86800460752585]"
