iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,629745.1,627030.5,793.56,791.8528
2500,428907.7,456164.28,654.9,675.3941
5000,378840.53,474928.9,615.43,689.093
7500,355213.22,530402.6,595.74,728.1908
10000,271061.12,567129.75,517.57,752.7961
12500,262327.53,586827.25,509.07,765.6656
15000,230212.88,595600.1,476.37,771.4534
17500,226349.45,606960.4,471.97,778.9367
20000,237152.98,607688.1,483.57,779.3228
22500,181110.42,622926.56,420.29,788.8329
25000,186771.1,616295.0,427.13,784.6886
27500,148561.12,622985.8,379.39,788.8703
30000,138093.5,638132.06,364.16,798.3035
32500,195663.83,644476.8,440.28,802.5832
35000,211794.58,604920.8,458.48,777.1201
37500,137970.73,581561.1,366.02,762.1733
