71.299995,167.73334,204.83334,1507.3667,36.600002,581.36664,1025.4667,6234.0,214.43332,182.43333,22.066668,312.23334,211.2,725.73334,342.48334
167.73334,204.83334,1507.3667,36.600002,581.36664,1025.4667,6234.0,214.43332,182.43333,22.066668,312.23334,211.2,725.73334,342.48334,238.6
204.83334,1507.3667,36.600002,581.36664,1025.4667,6234.0,214.43332,182.43333,22.066668,312.23334,211.2,725.73334,342.48334,238.6,1684.1666
1507.3667,36.600002,581.36664,1025.4667,6234.0,214.43332,182.43333,22.066668,312.23334,211.2,725.73334,342.48334,238.6,1684.1666,130.08333
36.600002,581.36664,1025.4667,6234.0,214.43332,182.43333,22.066668,312.23334,211.2,725.73334,342.48334,238.6,1684.1666,130.08333,1838.7168
581.36664,1025.4667,6234.0,214.43332,182.43333,22.066668,312.23334,211.2,725.73334,342.48334,238.6,1684.1666,130.08333,1838.7168,288.75
1025.4667,6234.0,214.43332,182.43333,22.066668,312.23334,211.2,725.73334,342.48334,238.6,1684.1666,130.08333,1838.7168,288.75,1910.1667
6234.0,214.43332,182.43333,22.066668,312.23334,211.2,725.73334,342.48334,238.6,1684.1666,130.08333,1838.7168,288.75,1910.1667,2405.1167
214.43332,182.43333,22.066668,312.23334,211.2,725.73334,342.48334,238.6,1684.1666,130.08333,1838.7168,288.75,1910.1667,2405.1167,88.41667
182.43333,22.066668,312.23334,211.2,725.73334,342.48334,238.6,1684.1666,130.08333,1838.7168,288.75,1910.1667,2405.1167,88.41667,32.100002
22.066668,312.23334,211.2,725.73334,342.48334,238.6,1684.1666,130.08333,1838.7168,288.75,1910.1667,2405.1167,88.41667,32.100002,129.08333
312.23334,211.2,725.73334,342.48334,238.6,1684.1666,130.08333,1838.7168,288.75,1910.1667,2405.1167,88.41667,32.100002,129.08333,6234.0
211.2,725.73334,342.48334,238.6,1684.1666,130.08333,1838.7168,288.75,1910.1667,2405.1167,88.41667,32.100002,129.08333,6234.0,6234.0
725.73334,342.48334,238.6,1684.1666,130.08333,1838.7168,288.75,1910.1667,2405.1167,88.41667,32.100002,129.08333,6234.0,6234.0,132.53333
342.48334,238.6,1684.1666,130.08333,1838.7168,288.75,1910.1667,2405.1167,88.41667,32.100002,129.08333,6234.0,6234.0,132.53333,70.21667
238.6,1684.1666,130.08333,1838.7168,288.75,1910.1667,2405.1167,88.41667,32.100002,129.08333,6234.0,6234.0,132.53333,70.21667,178.54999
1684.1666,130.08333,1838.7168,288.75,1910.1667,2405.1167,88.41667,32.100002,129.08333,6234.0,6234.0,132.53333,70.21667,178.54999,173.36665
130.08333,1838.7168,288.75,1910.1667,2405.1167,88.41667,32.100002,129.08333,6234.0,6234.0,132.53333,70.21667,178.54999,173.36665,6234.0
1838.7168,288.75,1910.1667,2405.1167,88.41667,32.100002,129.08333,6234.0,6234.0,132.53333,70.21667,178.54999,173.36665,6234.0,138.23334
288.75,1910.1667,2405.1167,88.41667,32.100002,129.08333,6234.0,6234.0,132.53333,70.21667,178.54999,173.36665,6234.0,138.23334,1438.85
1910.1667,2405.1167,88.41667,32.100002,129.08333,6234.0,6234.0,132.53333,70.21667,178.54999,173.36665,6234.0,138.23334,1438.85,1080.4333
2405.1167,88.41667,32.100002,129.08333,6234.0,6234.0,132.53333,70.21667,178.54999,173.36665,6234.0,138.23334,1438.85,1080.4333,582.0167
88.41667,32.100002,129.08333,6234.0,6234.0,132.53333,70.21667,178.54999,173.36665,6234.0,138.23334,1438.85,1080.4333,582.0167,96.583336
32.100002,129.08333,6234.0,6234.0,132.53333,70.21667,178.54999,173.36665,6234.0,138.23334,1438.85,1080.4333,582.0167,96.583336,508.80002
129.08333,6234.0,6234.0,132.53333,70.21667,178.54999,173.36665,6234.0,138.23334,1438.85,1080.4333,582.0167,96.583336,508.80002,86.78333
6234.0,6234.0,132.53333,70.21667,178.54999,173.36665,6234.0,138.23334,1438.85,1080.4333,582.0167,96.583336,508.80002,86.78333,189.78333
6234.0,132.53333,70.21667,178.54999,173.36665,6234.0,138.23334,1438.85,1080.4333,582.0167,96.583336,508.80002,86.78333,189.78333,117.96667
132.53333,70.21667,178.54999,173.36665,6234.0,138.23334,1438.85,1080.4333,582.0167,96.583336,508.80002,86.78333,189.78333,117.96667,19.583334
70.21667,178.54999,173.36665,6234.0,138.23334,1438.85,1080.4333,582.0167,96.583336,508.80002,86.78333,189.78333,117.96667,19.583334,17.533333
178.54999,173.36665,6234.0,138.23334,1438.85,1080.4333,582.0167,96.583336,508.80002,86.78333,189.78333,117.96667,19.583334,17.533333,114.36666
173.36665,6234.0,138.23334,1438.85,1080.4333,582.0167,96.583336,508.80002,86.78333,189.78333,117.96667,19.583334,17.533333,114.36666,1780.55
6234.0,138.23334,1438.85,1080.4333,582.0167,96.583336,508.80002,86.78333,189.78333,117.96667,19.583334,17.533333,114.36666,1780.55,98.183334
138.23334,1438.85,1080.4333,582.0167,96.583336,508.80002,86.78333,189.78333,117.96667,19.583334,17.533333,114.36666,1780.55,98.183334,5756.5166
1438.85,1080.4333,582.0167,96.583336,508.80002,86.78333,189.78333,117.96667,19.583334,17.533333,114.36666,1780.55,98.183334,5756.5166,3464.6665
1080.4333,582.0167,96.583336,508.80002,86.78333,189.78333,117.96667,19.583334,17.533333,114.36666,1780.55,98.183334,5756.5166,3464.6665,601.75006
582.0167,96.583336,508.80002,86.78333,189.78333,117.96667,19.583334,17.533333,114.36666,1780.55,98.183334,5756.5166,3464.6665,601.75006,333.3
96.583336,508.80002,86.78333,189.78333,117.96667,19.583334,17.533333,114.36666,1780.55,98.183334,5756.5166,3464.6665,601.75006,333.3,1663.6
