Epoch,lossTrain,lossVal,stdDev
0,0.20191866159439087,0.19129233062267303,0.003000000026077032
5000,0.007847866974771023,0.00674098264425993,0.004999999888241291
10000,0.00779345165938139,0.0068061212077736855,0.00800000037997961
15000,0.004322226159274578,0.01420238334685564,0.0949999988079071
20000,0.0012736209901049733,0.013377457857131958,0.08799999952316284
25000,0.001874724985100329,0.01137384120374918,0.06499999761581421
30000,0.00041022084769792855,0.012446400709450245,0.07400000095367432
35000,0.00048892229096964,0.010613263584673405,0.07000000029802322
40000,0.0008312839781865478,0.016364188864827156,0.09799999743700027
45000,0.0004517665656749159,0.01122418325394392,0.06499999761581421
50000,0.00022320747666526586,0.011058537289500237,0.06499999761581421
55000,0.00014849599392618984,0.011411409825086594,0.0689999982714653
60000,0.00010322080925107002,0.011786830611526966,0.07100000232458115
65000,7.248650945257396e-05,0.011815899051725864,0.07000000029802322
70000,0.00044161148252896965,0.011611269786953926,0.0729999989271164
75000,8.529736805940047e-05,0.011675714515149593,0.07199999690055847
80000,5.3274587116902694e-05,0.012859669514000416,0.07699999958276749
85000,3.469165676506236e-05,0.013547179289162159,0.08100000023841858
90000,2.7440341000328772e-05,0.012737378478050232,0.07699999958276749
95000,3.716409264598042e-05,0.012824561446905136,0.07800000160932541
99999,1.5777997759869322e-05,0.013683008961379528,0.08100000023841858
