iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,629341.94,626102.9,793.31,791.2666
2500,416425.56,469704.88,645.31,685.339
5000,392585.47,499213.56,626.56,706.5165
7500,369300.9,522833.12,607.63,723.0236
10000,347815.06,552491.25,589.53,743.2719
12500,336988.1,553297.2,580.28,743.8095
15000,332143.22,565213.6,575.81,751.7554
17500,288826.5,571956.06,536.39,756.1276
20000,267377.1,562778.4,515.59,750.0664
22500,329682.66,591688.75,573.75,769.0101
25000,296254.7,550518.1,543.76,741.6702
27500,284696.25,590860.8,532.76,768.55
30000,294125.1,615465.06,541.13,784.2774
32500,254499.28,605619.8,503.34,777.9157
35000,265108.9,585062.06,514.02,764.6833
37500,243978.75,570052.4,492.5,754.7694
