iteration,trainRMSE
0,"[793.0516887061676, 793.0515359063679, 793.131394158423, 793.170756620791, 794.1477782229805]"
2500,"[647.513666928489, 643.2219816481004, 645.6554489421981, 642.7000438334412, 647.4416550513633]"
5000,"[633.113826975496, 622.6601523258557, 626.8992145575609, 624.3204620582571, 625.7829171073024]"
7500,"[623.5814121336955, 607.675981570486, 610.2107585705743, 597.6679871519827, 599.0067609762342]"
10000,"[614.2962951571657, 590.1240085953466, 598.993882553377, 569.53902799722, 574.7095167886414]"
12500,"[609.1341460038074, 580.367529653026, 581.9961567314797, 566.9220753866383, 562.970011795957]"
15000,"[621.584961554093, 572.2221087835726, 567.3130697715787, 550.3871025487404, 567.5576239521216]"
17500,"[594.2721917458458, 539.075891286601, 524.0327106708763, 491.20468589196963, 533.3441494930308]"
20000,"[582.0508641261059, 523.4633584579555, 518.532073048988, 466.24683628653264, 487.6492275583843]"
22500,"[607.992056430079, 580.690927178775, 552.6516036799529, 580.5598344595394, 546.8582980824433]"
25000,"[588.4311325762011, 545.3068882296183, 527.3831194447553, 520.3758578570302, 537.3148952891893]"
27500,"[578.8453888484914, 553.3612788544956, 518.0652961951251, 497.7703154366974, 515.7617845187086]"
30000,"[600.2946338313781, 559.114159267207, 526.5929022339411, 493.9951570958907, 525.637027282704]"
32500,"[566.6214058713823, 495.35168498983074, 486.5077888168497, 466.48757790218474, 501.72058829332826]"
35000,"[571.0510458433295, 506.8907548576344, 487.982744851586, 492.8186734747881, 511.3398202802759]"
37500,"[563.2594214566725, 490.30830812738213, 478.11648624870753, 451.20724372043827, 479.5893978036228]"
