Incident Type,Creation Date,Response Time,Year,Week,Day
Fire-1st Alarm,2014-01-03,2879.0,2014,2014-00,3
Fire-3rd Alarm,2014-01-03,2596.0,2014,2014-00,3
Fire-5th Alarm,2014-01-04,4576.0,2014,2014-00,4
Fire-1st Alarm,2014-01-04,99.0,2014,2014-00,4
Fire-3rd Alarm,2014-01-05,1582.0,2014,2014-01,5
Fire-Manhole,2014-01-06,3412.0,2014,2014-01,6
Fire-1st Alarm,2014-01-06,111.0,2014,2014-01,6
Fire-Transformer,2014-01-06,815.0,2014,2014-01,6
Fire-Building Evacuation,2014-01-08,67.0,2014,2014-01,8
Fire-3rd Alarm,2014-01-09,2654.0,2014,2014-01,9
Fire-10-77 (Residential High Rise),2014-01-10,79.0,2014,2014-01,10
Fire-6th Alarm,2014-01-11,4921.400000000009,2014,2014-01,11
Fire-2nd Alarm,2014-01-11,4921.400000000009,2014,2014-01,11
Fire-1st Alarm,2014-01-14,61.0,2014,2014-02,14
Fire-2nd Alarm,2014-01-15,84.0,2014,2014-02,15
Fire-Vehicle Fire on the RFK Bridge,2014-01-16,176.0,2014,2014-02,16
Fire-2nd Alarm,2014-01-17,112.0,2014,2014-02,17
Fire-3rd Alarm,2014-01-17,1810.0,2014,2014-02,17
Fire-2nd Alarm,2014-01-23,4921.400000000009,2014,2014-03,23
Fire-2nd Alarm,2014-01-23,1861.0,2014,2014-03,23
Fire-Sensitive Location,2014-01-26,30.0,2014,2014-04,26
Fire-Sensitive Location,2014-01-29,323.0,2014,2014-04,29
Fire-2nd Alarm,2014-01-29,507.0,2014,2014-04,29
Fire-Hospital,2014-01-30,55.0,2014,2014-04,30
Fire-Sensitive Location,2014-01-30,140.0,2014,2014-04,30
Fire-Manhole,2014-02-01,353.0,2014,2014-04,32
Fire-1st Alarm,2014-02-01,121.0,2014,2014-04,32
Fire-10-76 (Commercial High Rise),2014-02-02,82.0,2014,2014-05,33
Fire-arcing in electric panel,2014-02-05,84.0,2014,2014-05,36
Fire-1st Alarm,2014-02-06,120.0,2014,2014-05,37
Fire-1st Alarm,2014-02-10,69.0,2014,2014-06,41
Fire-10-76 (Commercial High Rise),2014-02-11,15.0,2014,2014-06,42
Fire-10-77 (Residential High Rise),2014-02-12,79.5,2014,2014-06,43
Fire-4th Alarm,2014-02-13,1794.0,2014,2014-06,44
Fire-Manhole,2014-02-14,92.0,2014,2014-06,45
Fire-3rd Alarm,2014-02-17,1339.0,2014,2014-07,48
Fire-2nd Alarm,2014-02-17,184.0,2014,2014-07,48
Fire-Manhole,2014-02-19,377.0,2014,2014-07,50
Fire-3rd Alarm,2014-02-23,328.0,2014,2014-08,54
Fire-3rd Alarm,2014-02-24,4921.400000000009,2014,2014-08,55
Fire-Manhole,2014-02-24,150.0,2014,2014-08,55
Fire-10-77 (Residential High Rise),2014-02-24,41.0,2014,2014-08,55
Fire-1st Alarm,2014-02-24,79.0,2014,2014-08,55
Fire-Transformer Fire,2014-02-26,181.0,2014,2014-08,57
Fire-3rd Alarm,2014-02-27,239.0,2014,2014-08,58
Fire-3rd Alarm,2014-03-01,735.0,2014,2014-08,60
Fire-Manhole,2014-03-06,365.0,2014,2014-09,65
Fire-3rd Alarm,2014-03-06,1780.0,2014,2014-09,65
Fire-2nd Alarm,2014-03-09,905.0,2014,2014-10,68
Fire-Collapse,2014-03-12,246.0,2014,2014-10,71
Fire-2nd Alarm,2014-03-15,184.0,2014,2014-10,74
Fire-2nd Alarm,2014-03-17,168.0,2014,2014-11,76
Fire-4th Alarm,2014-03-18,4921.400000000009,2014,2014-11,77
Fire-3rd Alarm,2014-03-19,455.0,2014,2014-11,78
Fire-4th Alarm,2014-03-20,303.0,2014,2014-11,79
Fire-Sensitive Location,2014-03-21,3231.0,2014,2014-11,80
Fire-3rd Alarm,2014-03-23,378.0,2014,2014-12,82
Fire-3rd Alarm,2014-03-23,1566.0,2014,2014-12,82
Fire-10-76 (Commercial High Rise),2014-03-24,65.0,2014,2014-12,83
Fire-3rd Alarm,2014-03-28,201.0,2014,2014-12,87
Fire-1st Alarm,2014-03-28,263.0,2014,2014-12,87
Fire-2nd Alarm,2014-03-30,106.0,2014,2014-13,89
Fire-4th Alarm,2014-04-06,317.0,2014,2014-14,96
Fire-10-77 (Residential High Rise),2014-04-06,164.0,2014,2014-14,96
Fire-3rd Alarm,2014-04-11,1790.0,2014,2014-14,101
Fire-1st Alarm,2014-04-11,64.0,2014,2014-14,101
Fire-1st Alarm,2014-04-12,83.0,2014,2014-14,102
Fire-1st Alarm,2014-04-12,71.0,2014,2014-14,102
Fire-3rd Alarm,2014-04-13,250.0,2014,2014-15,103
Fire-Sensitive Location,2014-04-13,234.0,2014,2014-15,103
Fire-Brush,2014-04-14,266.0,2014,2014-15,104
Fire-Collapse,2014-04-14,246.0,2014,2014-15,104
Fire-1st Alarm,2014-04-17,115.0,2014,2014-15,107
Fire-5th Alarm,2014-04-21,4175.0,2014,2014-16,111
Fire-School,2014-04-21,77.0,2014,2014-16,111
Fire-Brush,2014-04-24,113.0,2014,2014-16,114
Fire-1st Alarm,2014-04-28,57.0,2014,2014-17,118
Fire-3rd Alarm,2014-04-29,164.0,2014,2014-17,119
Fire-School,2014-04-30,80.0,2014,2014-17,120
Fire-Haz Mat,2014-04-30,338.0,2014,2014-17,120
Fire-Manhole,2014-05-01,346.0,2014,2014-17,121
Fire-Explosion,2014-05-01,218.0,2014,2014-17,121
Fire-1st Alarm,2014-05-01,95.0,2014,2014-17,121
Fire-Car Fire,2014-05-03,21.0,2014,2014-17,123
Fire-10-76 (Commercial High Rise),2014-05-04,101.0,2014,2014-18,124
Fire-Haz Mat,2014-05-08,4921.400000000009,2014,2014-18,128
Fire-2nd Alarm,2014-05-12,173.0,2014,2014-19,132
Fire-10-76 (Commercial High Rise Fire),2014-05-14,31.0,2014,2014-19,134
Fire-1st Alarm,2014-05-14,72.0,2014,2014-19,134
Fire-10-77 (Residential High Rise Fire),2014-05-20,121.0,2014,2014-20,140
Fire-Sensitive Location,2014-05-23,345.0,2014,2014-20,143
Fire-Manhole,2014-05-27,629.0,2014,2014-21,147
Fire-1st Alarm,2014-05-27,104.0,2014,2014-21,147
Fire-Manhole,2014-05-28,651.0,2014,2014-21,148
Fire-School,2014-05-30,4921.400000000009,2014,2014-21,150
Fire-School,2014-05-31,211.0,2014,2014-21,151
Fire-1st Alarm,2014-06-04,131.0,2014,2014-22,155
Fire-5th Alarm,2014-06-05,3486.0,2014,2014-22,156
Fire-3rd Alarm,2014-06-06,425.0,2014,2014-22,157
Fire-3rd Alarm,2014-06-06,166.0,2014,2014-22,157
Fire-3rd Alarm,2014-06-06,3.0,2014,2014-22,157
Fire-1st Alarm,2014-06-08,75.0,2014,2014-23,159
Fire-1st Alarm,2014-06-09,265.0,2014,2014-23,160
Fire-2nd Alarm,2014-06-09,417.0,2014,2014-23,160
Fire-3rd Alarm,2014-06-13,4921.400000000009,2014,2014-23,164
Fire-10-76 (Commercial High Rise Fire),2014-06-16,90.0,2014,2014-24,167
Fire-3rd Alarm,2014-06-16,200.0,2014,2014-24,167
Fire-Haz Mat,2014-06-23,195.0,2014,2014-25,174
Fire-Haz Mat,2014-06-25,262.0,2014,2014-25,176
Fire-2nd Alarm,2014-06-26,4921.400000000009,2014,2014-25,177
Fire-1st Alarm,2014-07-01,57.0,2014,2014-26,182
Fire-4th Alarm,2014-07-04,4921.400000000009,2014,2014-26,185
Fire-Collapse,2014-07-05,146.0,2014,2014-26,186
Fire-10-77 (Residential High Rise Fire),2014-07-05,4921.400000000009,2014,2014-26,186
Fire-Haz Mat,2014-07-06,112.0,2014,2014-27,187
Fire-1st Alarm,2014-07-07,61.0,2014,2014-27,188
Fire-10-77 (Residential High Rise Fire),2014-07-07,181.0,2014,2014-27,188
Fire-1st Alarm,2014-07-09,547.0,2014,2014-27,190
Fire-Explosion,2014-07-11,62.0,2014,2014-27,192
Fire-2nd Alarm,2014-07-12,76.0,2014,2014-27,193
Fire-1st Alarm,2014-07-14,4921.400000000009,2014,2014-28,195
Fire-Other,2014-07-15,761.0,2014,2014-28,196
Fire-1st Alarm,2014-07-16,57.0,2014,2014-28,197
Fire-Haz Mat,2014-07-18,85.0,2014,2014-28,199
Fire-Other,2014-07-18,42.0,2014,2014-28,199
Fire-Collapse,2014-07-19,28.0,2014,2014-28,200
Fire-5th Alarm,2014-07-25,1968.0,2014,2014-29,206
Fire-10-77 (Residential High Rise Fire),2014-07-25,61.0,2014,2014-29,206
Fire-3rd Alarm,2014-07-26,4921.400000000009,2014,2014-29,207
Fire-2nd Alarm,2014-07-29,103.0,2014,2014-30,210
Fire-10-77 (Residential High Rise Fire),2014-07-29,90.0,2014,2014-30,210
Fire-4th Alarm,2014-07-30,4921.400000000009,2014,2014-30,211
Fire-Other,2014-07-30,137.0,2014,2014-30,211
Fire-10-77 (Residential High Rise Fire),2014-07-31,3942.0,2014,2014-30,212
Fire-Explosion,2014-08-01,4921.400000000009,2014,2014-30,213
Fire-10-77 (Residential High Rise Fire),2014-08-04,104.0,2014,2014-31,216
Fire-10-77 (Residential High Rise Fire),2014-08-05,583.0,2014,2014-31,217
Fire-1st Alarm,2014-08-05,593.0,2014,2014-31,217
Fire-1st Alarm,2014-08-07,60.0,2014,2014-31,219
Fire-Haz Mat,2014-08-07,276.0,2014,2014-31,219
Fire-2nd Alarm,2014-08-11,1238.0,2014,2014-32,223
Fire-Haz Mat,2014-08-12,157.0,2014,2014-32,224
Fire-4th Alarm,2014-08-18,4921.400000000009,2014,2014-33,230
Fire-Other,2014-08-20,120.0,2014,2014-33,232
Fire-10-76 (Commercial High Rise Fire),2014-08-21,94.0,2014,2014-33,233
Fire-High Rise,2014-08-24,4921.400000000009,2014,2014-34,236
Fire-1st Alarm,2014-08-27,379.0,2014,2014-34,239
Fire-1st Alarm,2014-08-28,137.0,2014,2014-34,240
Fire-10-77 (Residential High Rise Fire),2014-08-29,4.0,2014,2014-34,241
Fire-Haz Mat,2014-08-31,83.0,2014,2014-35,243
Fire-1st Alarm,2014-09-09,220.0,2014,2014-36,252
Fire-3rd Alarm,2014-09-10,719.0,2014,2014-36,253
Fire-Haz Mat,2014-09-15,635.0,2014,2014-37,258
Fire-Haz Mat,2014-09-16,79.0,2014,2014-37,259
Fire-3rd Alarm,2014-09-17,623.0,2014,2014-37,260
Fire-3rd Alarm,2014-09-20,4921.400000000009,2014,2014-37,263
Fire-2nd Alarm,2014-09-21,1316.0,2014,2014-38,264
Fire-2nd Alarm,2014-09-25,4921.400000000009,2014,2014-38,268
Fire-3rd Alarm,2014-09-26,4921.400000000009,2014,2014-38,269
Fire-2nd Alarm,2014-09-29,206.0,2014,2014-39,272
Fire-Manhole,2014-09-30,3100.0,2014,2014-39,273
Fire-High Rise,2014-10-01,372.0,2014,2014-39,274
Fire-2nd Alarm,2014-10-04,104.0,2014,2014-39,277
Fire-Haz Mat,2014-10-06,27.0,2014,2014-40,279
Fire-Other,2014-10-08,329.0,2014,2014-40,281
Fire-Haz Mat,2014-10-08,186.0,2014,2014-40,281
Fire-2nd Alarm,2014-10-10,1150.0,2014,2014-40,283
Fire-10-76 (Commercial High Rise Fire),2014-10-10,82.0,2014,2014-40,283
Fire-1st Alarm,2014-10-13,157.0,2014,2014-41,286
Fire-2nd Alarm,2014-10-14,101.0,2014,2014-41,287
Fire-2nd Alarm,2014-10-14,129.0,2014,2014-41,287
Fire-1st Alarm,2014-10-15,13.0,2014,2014-41,288
Fire-2nd Alarm,2014-10-15,583.0,2014,2014-41,288
Fire-2nd Alarm,2014-10-15,267.0,2014,2014-41,288
Fire-2nd Alarm,2014-10-18,4921.400000000009,2014,2014-41,291
Fire-1st Alarm,2014-10-20,4921.400000000009,2014,2014-42,293
Fire-1st Alarm,2014-10-21,204.0,2014,2014-42,294
Fire-Haz Mat,2014-10-23,4921.400000000009,2014,2014-42,296
Fire-Collapse,2014-10-23,157.0,2014,2014-42,296
Fire-Commercial,2014-10-27,100.0,2014,2014-43,300
Fire-2nd Alarm,2014-11-02,173.0,2014,2014-44,306
Fire-10-76 (Commercial High Rise Fire),2014-11-02,67.0,2014,2014-44,306
Fire-Other,2014-11-02,234.0,2014,2014-44,306
Fire-2nd Alarm,2014-11-03,117.0,2014,2014-44,307
Fire-2nd Alarm,2014-11-04,229.0,2014,2014-44,308
Fire-2nd Alarm,2014-11-05,241.0,2014,2014-44,309
Fire-1st Alarm,2014-11-05,167.0,2014,2014-44,309
Fire-Sensitive Location,2014-11-05,373.0,2014,2014-44,309
Fire-2nd Alarm,2014-11-06,155.0,2014,2014-44,310
Fire-1st Alarm,2014-11-07,97.0,2014,2014-44,311
Fire-1st Alarm,2014-11-09,4538.0,2014,2014-45,313
Fire-2nd Alarm,2014-11-10,1236.0,2014,2014-45,314
Fire-Explosion,2014-11-13,1799.0,2014,2014-45,317
Fire-2nd Alarm,2014-11-16,298.0,2014,2014-46,320
Fire-Manhole,2014-11-17,246.0,2014,2014-46,321
Fire-Manhole,2014-11-19,1228.0,2014,2014-46,323
Fire-2nd Alarm,2014-11-19,4921.400000000009,2014,2014-46,323
Fire-1st Alarm,2014-11-19,51.0,2014,2014-46,323
Fire-2nd Alarm,2014-11-20,191.0,2014,2014-46,324
Fire-2nd Alarm,2014-11-21,217.0,2014,2014-46,325
Fire-4th Alarm,2014-11-22,4921.400000000009,2014,2014-46,326
Fire-3rd Alarm,2014-11-22,3854.0,2014,2014-46,326
Fire-1st Alarm,2014-11-25,354.0,2014,2014-47,329
Fire-3rd Alarm,2014-11-25,1613.0,2014,2014-47,329
Fire-Explosion,2014-11-27,181.0,2014,2014-47,331
Fire-Sensitive Location,2014-11-28,115.0,2014,2014-47,332
Fire-10-76 (Commercial High Rise Fire),2014-11-29,102.0,2014,2014-47,333
Fire-3rd Alarm,2014-12-02,4921.400000000009,2014,2014-48,336
Fire-2nd Alarm,2014-12-05,102.0,2014,2014-48,339
Fire-2nd Alarm,2014-12-09,195.0,2014,2014-49,343
Fire-10-76 (Commercial High Rise Fire),2014-12-09,40.0,2014,2014-49,343
Fire-School,2014-12-11,80.0,2014,2014-49,345
Fire-4th Alarm,2014-12-12,4921.400000000009,2014,2014-49,346
Fire-10-77 (Residential High Rise Fire),2014-12-12,1444.0,2014,2014-49,346
Fire-Sensitive Location,2014-12-12,142.0,2014,2014-49,346
Fire-2nd Alarm,2014-12-14,253.0,2014,2014-50,348
Fire-2nd Alarm,2014-12-14,119.0,2014,2014-50,348
Fire-2nd Alarm,2014-12-15,997.0,2014,2014-50,349
Fire-2nd Alarm,2014-12-15,628.0,2014,2014-50,349
Fire-3rd Alarm,2014-12-15,1983.0,2014,2014-50,349
Fire-1st Alarm,2014-12-16,68.0,2014,2014-50,350
Fire-5th Alarm,2014-12-17,4921.400000000009,2014,2014-50,351
Fire-1st Alarm,2014-12-17,70.0,2014,2014-50,351
Fire-5th Alarm,2014-12-18,4921.400000000009,2014,2014-50,352
Fire-2nd Alarm,2014-12-18,0.0,2014,2014-50,352
Fire-3rd Alarm,2014-12-18,4921.400000000009,2014,2014-50,352
Fire-10-76 (Commercial High Rise Fire),2014-12-19,57.0,2014,2014-50,353
Fire-2nd Alarm,2014-12-20,214.0,2014,2014-50,354
Fire-2nd Alarm,2014-12-20,295.0,2014,2014-50,354
Fire-2nd Alarm,2014-12-21,169.0,2014,2014-51,355
Fire-2nd Alarm,2014-12-21,144.0,2014,2014-51,355
Fire-3rd Alarm,2014-12-24,240.0,2014,2014-51,358
Fire-1st Alarm,2014-12-30,98.0,2014,2014-52,364
Fire-2nd Alarm,2014-12-31,206.0,2014,2014-52,365
Fire-2nd Alarm,2014-12-31,187.0,2014,2014-52,365
Fire-1st Alarm,2015-01-02,43.0,2015,2015-00,2
Fire-2nd Alarm,2015-01-04,2683.0,2015,2015-01,4
Fire-High Rise,2015-01-05,835.0,2015,2015-01,5
Fire-2nd Alarm,2015-01-05,687.0,2015,2015-01,5
Fire-Sensitive Location,2015-01-07,115.0,2015,2015-01,7
Fire-2nd Alarm,2015-01-07,342.0,2015,2015-01,7
Fire-1st Alarm,2015-01-08,122.0,2015,2015-01,8
Fire-2nd Alarm,2015-01-09,1042.0,2015,2015-01,9
Fire-10-77 (Residential High Rise Fire),2015-01-10,74.0,2015,2015-01,10
Fire-2nd Alarm,2015-01-11,146.0,2015,2015-02,11
Fire-1st Alarm,2015-01-12,61.0,2015,2015-02,12
Fire-1st Alarm,2015-01-13,596.0,2015,2015-02,13
Fire-3rd Alarm,2015-01-13,849.0,2015,2015-02,13
Fire-2nd Alarm,2015-01-14,150.0,2015,2015-02,14
Fire-Explosion,2015-01-15,166.0,2015,2015-02,15
Fire-3rd Alarm,2015-01-17,4921.400000000009,2015,2015-02,17
Fire-2nd Alarm,2015-01-17,1254.0,2015,2015-02,17
Fire-2nd Alarm,2015-01-17,310.0,2015,2015-02,17
Fire-2nd Alarm,2015-01-19,293.0,2015,2015-03,19
Fire-10-77 (Residential High Rise Fire),2015-01-20,284.0,2015,2015-03,20
Fire-1st Alarm,2015-01-20,81.0,2015,2015-03,20
Fire-5th Alarm,2015-01-21,4921.400000000009,2015,2015-03,21
Fire-1st Alarm,2015-01-21,16.0,2015,2015-03,21
Fire-1st Alarm,2015-01-21,44.0,2015,2015-03,21
Fire-2nd Alarm,2015-01-24,4921.400000000009,2015,2015-03,24
Fire-10-76 (Commercial High Rise Fire),2015-01-25,53.0,2015,2015-04,25
Fire-2nd Alarm,2015-01-26,253.0,2015,2015-04,26
Fire-2nd Alarm,2015-01-27,1.0,2015,2015-04,27
Fire-10-76 (Commercial High Rise Fire),2015-01-29,4921.400000000009,2015,2015-04,29
Fire-2nd Alarm,2015-01-29,966.0,2015,2015-04,29
Fire-Manhole,2015-01-29,1013.0,2015,2015-04,29
Fire-2nd Alarm,2015-01-30,194.0,2015,2015-04,30
Fire-7th Alarm,2015-01-31,4921.400000000009,2015,2015-04,31
Fire-2nd Alarm,2015-01-31,197.0,2015,2015-04,31
Fire-2nd Alarm,2015-02-01,367.0,2015,2015-05,32
Fire-Haz Mat,2015-02-02,830.0,2015,2015-05,33
Fire-2nd Alarm,2015-02-04,247.0,2015,2015-05,35
Fire-Haz Mat,2015-02-05,180.0,2015,2015-05,36
Fire-Haz Mat,2015-02-10,57.0,2015,2015-06,41
Fire-School,2015-02-10,119.0,2015,2015-06,41
Fire-2nd Alarm,2015-02-12,289.0,2015,2015-06,43
Fire-2nd Alarm,2015-02-12,375.0,2015,2015-06,43
Fire-2nd Alarm,2015-02-12,93.0,2015,2015-06,43
Fire-1st Alarm,2015-02-14,78.0,2015,2015-06,45
Fire-2nd Alarm,2015-02-15,177.0,2015,2015-07,46
Fire-2nd Alarm,2015-02-16,165.0,2015,2015-07,47
Fire-2nd Alarm,2015-02-16,227.0,2015,2015-07,47
Fire-2nd Alarm,2015-02-16,208.0,2015,2015-07,47
Fire-2nd Alarm,2015-02-18,52.0,2015,2015-07,49
Fire-2nd Alarm,2015-02-18,151.0,2015,2015-07,49
Fire-10-77 (Residential High Rise Fire),2015-02-19,135.0,2015,2015-07,50
Fire-2nd Alarm,2015-02-20,119.0,2015,2015-07,51
Fire-Explosion,2015-02-20,122.0,2015,2015-07,51
Fire-School,2015-02-20,225.0,2015,2015-07,51
Fire-Explosion,2015-02-23,214.0,2015,2015-08,54
Fire-2nd Alarm,2015-02-24,187.0,2015,2015-08,55
Fire-10-77 (Residential High Rise Fire),2015-02-24,299.0,2015,2015-08,55
Fire-2nd Alarm,2015-02-25,1051.0,2015,2015-08,56
Fire-3rd Alarm,2015-02-27,109.0,2015,2015-08,58
Fire-Manhole,2015-03-02,136.0,2015,2015-09,61
Fire-2nd Alarm,2015-03-03,4921.400000000009,2015,2015-09,62
Fire-Sensitive Location,2015-03-04,87.0,2015,2015-09,63
Fire-Manhole,2015-03-04,21.0,2015,2015-09,63
Fire-Manhole,2015-03-04,3105.0,2015,2015-09,63
Fire-1st Alarm,2015-03-05,4039.0,2015,2015-09,64
Fire-Other,2015-03-05,276.0,2015,2015-09,64
Fire-10-76 (Commercial High Rise Fire),2015-03-05,87.0,2015,2015-09,64
Fire-2nd Alarm,2015-03-05,130.0,2015,2015-09,64
Fire-Haz Mat,2015-03-08,22.0,2015,2015-10,67
Fire-4th Alarm,2015-03-09,4921.400000000009,2015,2015-10,68
Fire-3rd Alarm,2015-03-10,206.0,2015,2015-10,69
Fire-Other,2015-03-10,330.0,2015,2015-10,69
Fire-3rd Alarm,2015-03-11,275.0,2015,2015-10,70
Fire-Manhole,2015-03-11,2392.0,2015,2015-10,70
Fire-10-77 (Residential High Rise Fire),2015-03-12,113.0,2015,2015-10,71
Fire-Other,2015-03-13,150.0,2015,2015-10,72
Fire-School,2015-03-13,42.0,2015,2015-10,72
Fire-4th Alarm,2015-03-16,4921.400000000009,2015,2015-11,75
Fire-1st Alarm,2015-03-16,65.0,2015,2015-11,75
Fire-4th Alarm,2015-03-18,2311.0,2015,2015-11,77
Fire-2nd Alarm,2015-03-18,220.0,2015,2015-11,77
Fire-2nd Alarm,2015-03-18,122.0,2015,2015-11,77
Fire-Collapse,2015-03-19,4921.400000000009,2015,2015-11,78
Fire-10-77 (Residential High Rise Fire),2015-03-19,907.0,2015,2015-11,78
Fire-2nd Alarm,2015-03-19,40.0,2015,2015-11,78
Fire-2nd Alarm,2015-03-20,3633.0,2015,2015-11,79
Fire-Residential,2015-03-20,1062.0,2015,2015-11,79
Fire-2nd Alarm,2015-03-21,3493.0,2015,2015-11,80
Fire-Sensitive Location,2015-03-22,30.0,2015,2015-12,81
Fire-2nd Alarm,2015-03-22,1649.0,2015,2015-12,81
Fire-2nd Alarm,2015-03-24,202.0,2015,2015-12,83
Fire-2nd Alarm,2015-03-25,93.0,2015,2015-12,84
Fire-2nd Alarm,2015-03-26,113.0,2015,2015-12,85
Fire-2nd Alarm,2015-03-27,4921.400000000009,2015,2015-12,86
Fire-3rd Alarm,2015-03-27,1234.0,2015,2015-12,86
Fire-1st Alarm,2015-03-28,173.0,2015,2015-12,87
Fire-2nd Alarm,2015-03-29,79.0,2015,2015-13,88
Fire-Brush,2015-03-30,97.0,2015,2015-13,89
Fire-1st Alarm,2015-03-30,208.0,2015,2015-13,89
Fire-2nd Alarm,2015-04-02,161.0,2015,2015-13,92
Fire-2nd Alarm,2015-04-02,154.0,2015,2015-13,92
Fire-2nd Alarm,2015-04-02,138.0,2015,2015-13,92
Fire-3rd Alarm,2015-04-02,214.0,2015,2015-13,92
Fire-1st Alarm,2015-04-03,52.0,2015,2015-13,93
Fire-2nd Alarm,2015-04-03,191.0,2015,2015-13,93
Fire-Brush,2015-04-04,92.0,2015,2015-13,94
Fire-2nd Alarm,2015-04-04,265.0,2015,2015-13,94
Fire-10-77 (Residential High Rise Fire),2015-04-05,34.0,2015,2015-14,95
Fire-Other,2015-04-05,184.0,2015,2015-14,95
Fire-3rd Alarm,2015-04-07,995.0,2015,2015-14,97
Fire-2nd Alarm,2015-04-07,250.0,2015,2015-14,97
Fire-2nd Alarm,2015-04-08,134.0,2015,2015-14,98
Fire-2nd Alarm,2015-04-08,160.0,2015,2015-14,98
Fire-3rd Alarm,2015-04-08,2627.0,2015,2015-14,98
Fire-2nd Alarm,2015-04-09,216.0,2015,2015-14,99
Fire-2nd Alarm,2015-04-10,133.0,2015,2015-14,100
Fire-10-76 (Commercial High Rise Fire),2015-04-11,140.0,2015,2015-14,101
Fire-2nd Alarm,2015-04-12,196.0,2015,2015-15,102
Fire-2nd Alarm,2015-04-13,195.0,2015,2015-15,103
Fire-Haz Mat,2015-04-15,79.0,2015,2015-15,105
Fire-2nd Alarm,2015-04-17,329.0,2015,2015-15,107
Fire-Haz Mat,2015-04-21,178.0,2015,2015-16,111
Fire-Other,2015-04-21,98.0,2015,2015-16,111
Fire-2nd Alarm,2015-04-21,132.0,2015,2015-16,111
Fire-2nd Alarm,2015-04-23,116.0,2015,2015-16,113
Fire-2nd Alarm,2015-04-28,304.0,2015,2015-17,118
Fire-2nd Alarm,2015-04-30,119.0,2015,2015-17,120
Fire-2nd Alarm,2015-05-03,438.0,2015,2015-18,123
Fire-2nd Alarm,2015-05-04,133.0,2015,2015-18,124
Fire-2nd Alarm,2015-05-06,770.0,2015,2015-18,126
Fire-Manhole,2015-05-06,4921.400000000009,2015,2015-18,126
Fire-2nd Alarm,2015-05-07,186.0,2015,2015-18,127
Fire-Haz Mat,2015-05-07,54.0,2015,2015-18,127
Fire-Explosion,2015-05-08,82.0,2015,2015-18,128
Fire-2nd Alarm,2015-05-08,227.0,2015,2015-18,128
Fire-2nd Alarm,2015-05-08,679.0,2015,2015-18,128
Fire-3rd Alarm,2015-05-11,463.0,2015,2015-19,131
Fire-School,2015-05-12,63.0,2015,2015-19,132
Fire-1st Alarm,2015-05-13,88.0,2015,2015-19,133
Fire-2nd Alarm,2015-05-14,165.0,2015,2015-19,134
Fire-2nd Alarm,2015-05-14,221.0,2015,2015-19,134
Fire-Explosion,2015-05-16,150.0,2015,2015-19,136
Fire-3rd Alarm,2015-05-16,521.0,2015,2015-19,136
Fire-1st Alarm,2015-05-17,42.0,2015,2015-20,137
Fire-2nd Alarm,2015-05-18,89.0,2015,2015-20,138
Fire-Other,2015-05-18,228.0,2015,2015-20,138
Fire-2nd Alarm,2015-05-18,200.0,2015,2015-20,138
Fire-Haz Mat,2015-05-21,70.0,2015,2015-20,141
Fire-Haz Mat,2015-05-21,95.0,2015,2015-20,141
Fire-2nd Alarm,2015-05-22,313.0,2015,2015-20,142
Fire-1st Alarm,2015-05-22,610.0,2015,2015-20,142
Fire-2nd Alarm,2015-05-24,198.0,2015,2015-21,144
Fire-10-76 (Commercial High Rise Fire),2015-05-24,24.0,2015,2015-21,144
Fire-3rd Alarm,2015-05-25,136.0,2015,2015-21,145
Fire-3rd Alarm,2015-05-29,226.0,2015,2015-21,149
Fire-2nd Alarm,2015-05-30,235.0,2015,2015-21,150
Fire-2nd Alarm,2015-05-31,1130.0,2015,2015-22,151
Fire-2nd Alarm,2015-05-31,351.0,2015,2015-22,151
Fire-2nd Alarm,2015-05-31,11.0,2015,2015-22,151
Fire-5th Alarm,2015-05-31,4921.400000000009,2015,2015-22,151
Fire-10-76 (Commercial High Rise Fire),2015-06-03,76.0,2015,2015-22,154
Fire-10-76 (Commercial High Rise Fire),2015-06-03,96.0,2015,2015-22,154
Fire-2nd Alarm,2015-06-06,501.0,2015,2015-22,157
Fire-3rd Alarm,2015-06-08,329.0,2015,2015-23,159
Fire-10-76 (Commercial High Rise Fire),2015-06-10,83.0,2015,2015-23,161
Fire-1st Alarm,2015-06-11,85.0,2015,2015-23,162
Fire-Manhole,2015-06-12,269.0,2015,2015-23,163
Fire-1st Alarm,2015-06-12,92.0,2015,2015-23,163
Fire-2nd Alarm,2015-06-15,114.0,2015,2015-24,166
Fire-10-77 (Residential High Rise Fire),2015-06-15,287.0,2015,2015-24,166
Fire-Manhole,2015-06-15,582.0,2015,2015-24,166
Fire-3rd Alarm,2015-06-16,4921.400000000009,2015,2015-24,167
Fire-2nd Alarm,2015-06-16,149.0,2015,2015-24,167
Fire-1st Alarm,2015-06-17,86.0,2015,2015-24,168
Fire-Other,2015-06-18,108.0,2015,2015-24,169
Fire-1st Alarm,2015-06-19,3776.0,2015,2015-24,170
Fire-10-77 (Residential High Rise Fire),2015-06-19,166.0,2015,2015-24,170
Fire-2nd Alarm,2015-06-22,266.0,2015,2015-25,173
Fire-1st Alarm,2015-06-23,155.0,2015,2015-25,174
Fire-Manhole,2015-06-25,170.0,2015,2015-25,176
Fire-2nd Alarm,2015-06-25,370.0,2015,2015-25,176
Fire-2nd Alarm,2015-06-26,188.0,2015,2015-25,177
