iteration,trainRMSE
0,"[910.8776001057921, 910.9841002467207, 910.5378263389766, 910.5093745280044, 912.017542037107]"
2500,"[668.8599718853444, 666.7205805461268, 673.9696837538631, 684.7428735862692, 661.7945992431231]"
5000,"[635.7158551883855, 620.717790302939, 599.9207230188887, 618.3506624374687, 556.3011164631198]"
7500,"[589.205562528831, 540.2573037923638, 541.3521124677347, 562.3928956157898, 490.72978376951096]"
10000,"[551.3267443175682, 500.3439987194761, 546.5115198228389, 578.409574551414, 552.9225965066336]"
12500,"[518.9136419218385, 455.9047569156043, 483.98174238925924, 510.269740728603, 426.296360153688]"
15000,"[501.1238254409272, 465.2947295068019, 493.89692480182913, 543.21994416316, 446.091177119458]"
17500,"[482.7485077726382, 454.5209235160995, 498.7551925294724, 532.3815026733753, 530.1215659013185]"
20000,"[456.322603238677, 419.4566602067268, 430.02521690597354, 462.33037203633785, 374.42155319978116]"
22500,"[512.4400789920737, 469.4997623450487, 518.3438836648004, 541.549120388471, 565.4686772309105]"
25000,"[435.94488892612253, 408.97279341517486, 423.2293392575412, 492.47458602982255, 414.4852774508908]"
27500,"[449.4891810710492, 438.35678359675074, 465.1811053288745, 517.1988466632341, 431.9281160821922]"
30000,"[431.2203180226234, 421.9787365136771, 426.576803400001, 441.9383586628365, 363.534365043464]"
32500,"[425.0608499462971, 411.9023095953798, 407.68417939338144, 423.85831718057057, 331.85889313633487]"
35000,"[429.8356969983845, 438.5876665200089, 454.273574114896, 478.67434011866817, 459.0131941446915]"
37500,"[421.63102266857976, 405.70613806200527, 407.21644289046066, 400.5939619172073, 347.3831129528639]"
40000,"[439.5312168965566, 409.11626374972207, 414.0959577081269, 432.4113458252067, 378.29352742427125]"
42500,"[388.7320285944309, 420.8548970438702, 399.3341367548856, 411.1640377836847, 361.37026259354394]"
45000,"[386.3972222284678, 421.9432511672689, 384.83294510282013, 396.6848104781924, 366.4926038805907]"
47500,"[390.8322470284509, 420.6385003836499, 364.1576225291712, 389.3932569189976, 327.15055154869]"
