Epoch,lossTrain,lossVal,stdDev
0,0.15368424355983734,0.14988373219966888,0.003000000026077032
5000,0.025791360065340996,0.018742432817816734,0.012000000104308128
10000,0.018290631473064423,0.028728129342198372,0.09600000083446503
15000,0.015750756487250328,0.03164052218198776,0.11299999803304672
20000,0.014238638803362846,0.03642406687140465,0.13300000131130219
25000,0.01332155242562294,0.04108325392007828,0.14900000393390656
30000,0.012718738056719303,0.04741907864809036,0.1679999977350235
35000,0.011866752058267593,0.0484442301094532,0.1720000058412552
40000,0.011229687370359898,0.05002650246024132,0.17599999904632568
45000,0.010448753833770752,0.05130517855286598,0.18000000715255737
50000,0.009868652559816837,0.051817383617162704,0.18199999630451202
55000,0.009486927650868893,0.052172161638736725,0.18299999833106995
60000,0.00900472141802311,0.05336102470755577,0.1860000044107437
65000,0.008529611863195896,0.057535819709300995,0.19699999690055847
70000,0.008061600849032402,0.05565691739320755,0.19200000166893005
75000,0.007676783483475447,0.060065653175115585,0.2029999941587448
80000,0.007122124079614878,0.060719627887010574,0.20399999618530273
85000,0.006769446190446615,0.06305282562971115,0.20900000631809235
90000,0.006415628828108311,0.0643560141324997,0.21199999749660492
95000,0.006167194340378046,0.06662909686565399,0.21699999272823334
99999,0.005961380433291197,0.06444144994020462,0.21299999952316284
