iteration,trainRMSE
0,"[793.3272345152446, 793.3274807361308, 793.3777744846898, 793.3894748413181, 794.3283349257376]"
1000,"[669.0970151227077, 667.8268565620403, 667.1569018693662, 667.9175305401319, 669.9594569540883]"
2000,"[667.7185273040367, 665.5644935271177, 664.9932351736682, 666.3292599249983, 669.6912025337797]"
3000,"[665.9614555357423, 664.1646670867293, 663.5864565452958, 665.0078361590149, 666.6708670554594]"
4000,"[665.2168453762023, 662.9097386860353, 663.1371592026892, 663.070052796779, 666.0079483079558]"
5000,"[664.8797710373711, 663.9784317757443, 664.427396153891, 665.5861041031436, 667.596634565752]"
6000,"[663.0276806650301, 661.3711012395247, 661.4070916174614, 662.0301831051571, 667.1486069849699]"
7000,"[663.2728360484064, 660.1673427174369, 661.2691287919317, 665.1278734318628, 665.8960829855067]"
