iteration,trainRMSE
0,"[910.9348969046929, 911.0421101297544, 910.5964110417764, 910.5685198634455, 912.0774264497824]"
2500,"[742.9842160671511, 746.0982738767235, 747.6856363475267, 745.7537486139591, 749.1242655255948]"
5000,"[736.4809439507574, 741.9100743357428, 742.3410818810175, 744.8143024506421, 746.5818799035261]"
7500,"[741.6588530753116, 735.2088624742102, 740.8499436912523, 745.9111521457694, 747.0917204599208]"
10000,"[740.660499401014, 724.8153315191926, 729.457632595136, 741.770123599658, 747.2245466701814]"
12500,"[746.1544199467005, 723.1369771694084, 736.804348636692, 737.7000882574307, 742.3780414811322]"
15000,"[737.5112162563315, 710.001097688607, 716.682540306033, 720.4687722168118, 727.5792320824632]"
17500,"[737.8285375434327, 707.7796915041533, 701.9105386187242, 715.8788797754138, 716.0507623215426]"
20000,"[736.2009891341894, 709.3672906430768, 691.10783931835, 705.0742368776702, 717.3979416963846]"
22500,"[737.1224199953492, 707.7989498256255, 685.6178787430429, 699.274646773684, 696.3959567008772]"
25000,"[737.5672805089955, 714.0777106088466, 684.9871750252737, 712.3335612756937, 715.5830659359162]"
27500,"[737.8089202082575, 704.5466539787114, 680.0988479826207, 713.5274148595026, 708.7524789790502]"
