iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,830001.4,651607.94,911.04,807.183
2500,557012.56,423209.88,746.33,650.5187
5000,551208.75,427407.97,742.43,653.7466
7500,550796.94,429407.94,742.14,655.2412
10000,542924.0,432818.34,736.79,657.6816
12500,543578.3,431366.4,737.23,656.5501
15000,522023.97,463164.16,722.45,680.1505
17500,512649.78,475704.2,715.89,689.0983
20000,506926.25,489505.9,711.83,698.8779
22500,497674.47,487210.2,705.24,697.335
25000,508523.9,498401.28,712.91,705.1553
27500,502951.22,493732.1,708.95,702.1345
