iteration,trainRMSE
0,"[1024.2494067709931, 1024.1864702329208, 1029.1159727662584, 1029.1181001575503, 1029.6418067833865]"
2500,"[766.2295260007448, 764.6542231699672, 767.1341890094214, 765.9460246288003, 765.7085226936094]"
5000,"[765.2533835613185, 763.992671373604, 766.5611036401821, 764.9750530280074, 763.2732553498397]"
7500,"[764.4785812596307, 761.9918153249594, 763.8745612597146, 764.7092134273223, 763.7494060180513]"
10000,"[761.8591126230635, 759.679418942022, 759.108673968517, 757.0779939192712, 756.3513882617002]"
12500,"[759.5328322941693, 758.3442897359641, 756.2513913619788, 757.9699727889973, 761.0500842096412]"
15000,"[756.8307672540586, 755.7315467945882, 756.5063481099972, 755.5301870649748, 756.6666633134646]"
17500,"[754.9096624922887, 754.6873776695976, 756.603884027291, 754.9825474437094, 752.0087930311375]"
20000,"[751.4221902787485, 751.2236185455706, 752.154093935059, 752.9044030497832, 748.8882414850168]"
22500,"[752.179370135241, 748.0668799852712, 753.7636093338979, 755.532242532255, 754.007813206507]"
25000,"[753.2994866655698, 748.2788863566417, 754.7879857006851, 754.9863590961398, 750.0725170522271]"
27500,"[741.2592465617039, 743.6895735720967, 745.334740738282, 747.3113916783075, 740.2284274772322]"
30000,"[745.4654581222105, 736.4435344752702, 742.6209478714188, 743.9138306308619, 741.792679468453]"
32500,"[741.9522990594384, 742.400700402671, 745.9782583197144, 747.1719185185102, 745.7500208591919]"
35000,"[743.5678488786587, 741.0117644562482, 739.3065729575872, 747.4060495266784, 746.007278226467]"
37500,"[757.5164952677003, 746.9835956571101, 759.6882341852283, 760.6337871088245, 759.4923949051157]"
40000,"[752.2439469261461, 738.385842579331, 755.8024279791124, 757.9765348329089, 756.540213592159]"
42500,"[750.4480890805264, 742.5647746380381, 756.0590349007202, 762.0541937508292, 763.2720484148451]"
45000,"[743.6125231784763, 737.0196590331457, 743.7712227502217, 752.897668301546, 755.4818858563758]"
47500,"[742.3359565296452, 733.2638969112855, 738.2123571772655, 749.6525023345332, 761.1166217451382]"
50000,"[738.1887925287893, 731.4293391420505, 738.1884848594173, 749.4731830007994, 752.6667411366869]"
52500,"[748.795757565768, 735.0281380027202, 750.0441551712704, 757.3974276410053, 752.7276788314828]"
55000,"[739.6575556482228, 733.52751948054, 738.7147029636035, 758.7809566211589, 754.6164095550428]"
57500,"[735.5738233474093, 726.8380032087472, 735.6424074068725, 750.5719222638531, 746.204624322721]"
60000,"[738.2798950281382, 732.573450352507, 737.2206604822865, 747.2028421359267, 746.959457203186]"
62500,"[749.3411125498783, 755.3515081805036, 762.0721472378076, 769.2605967168515, 762.8301178917129]"
65000,"[743.4971728598658, 741.512154286766, 763.932454119187, 774.2851991755703, 752.3220817355648]"
67500,"[765.1684210260128, 758.4253103075703, 762.4666000106467, 771.2824895903216, 767.481448563115]"
