20-04-01_14-33,RN,2,10_5,utility,0.01,10,8000,2,0,931.8859,4.944908776,4.3610069626,,,,,,
20-04-01_14-34,RN,2,10_5,structural,0.01,15,50000,2,0,948.7705,4.7407795005,4.5589039749,,,,,,
20-04-01_14-29,RN,2,10_5,fire,0.01,15,50000,2,0,698.0948,3.2237073434,3.0171478729,,,,,,
20-04-01_14-53,RN,2,10_5,structural,0.01,15,15000,2,0,807.9945,3.7160321141,3.5802624483,,,,,,
20-04-01_14-55,RN,2,10_5,fire,0.01,15,20000,2,0,766.0024,3.1392487854,2.9157046568,,,,,,
20-04-01_15-02,RN,2,10_5,structural,0.01,15,10000,2,0,843.5378,5.1581833694,4.9627366352,,,,,,
20-04-01_15-04,RN,2,10_5,utility,0.001,10,20000,2,0,895.1151,5.0768384551,4.4887638404,,,,,,
20-04-01_15-09,RN,2,10_5,structural,0.001,15,10000,2,0,807.183,1,0.9919108204,,,,,,
20-04-01_15-09,RN,2,10_5,fire,0.001,15,10000,2,0,688.5642,2.4791992752,2.3189994163,,,,,,
20-04-01_15-13,RN,2,10_5,utility,0.001,10,5000,2,0,917.8666,2.8128166782,2.5122351821,,,,,,
20-04-02_10-41,RN,2,10_5,structural,0.001,15,10000,2,0,652.1044,3.0713743274,2.9480807659,True,,,,,
20-04-02_10-42,RN,2,10_5,utility,0.01,10,40000,2,0,857.6736,5.3391257939,4.7681600221,True,,,,,
20-04-02_10-46,RN,2,10_5,structural,0.001,15,100000,2,0,1054.1535,5.3105347652,5.1180472685,True,,,,,
20-04-02_12-24,RN,2,10_5,structural,0.01,20,100000,2,0,839.3936,3.3139395888,3.1997999517,True,,,,,
20-04-02_13-57,RN,2,10_5,utility,0.01,10,40000,2,0,901.6005,5.0679451289,4.5853563128,True,,,,,
20-04-02_14-01,RN,2,10_5,structural,0.01,15,50000,2,0,775.4972,2.6804812014,2.5755232624,True,,,,,
20-04-04_13-04,RN,2,10_5,fire,0.01,15,50000,2,0,760.9668,3.0747893992,2.9155548466,,,,,,
20-04-04_18-49,RN,2,10_5,law,0.01,15,20000,2,0,403.4168,1.6338842405,1.5679438701,,,,,,
20-04-05_20-22,RN,2,10_5,law,0.01,15,15000,2,0,418.5509,1.6337828211,1.5767817386,,,,,,
20-04-05_20-53,RN,2,10_5,law,0.01,10,15000,2,0,410.0792,1.7029325276,1.6226894894,,,,,,
20-04-07_16-47,RN,2,10_5,utility,0.01,10,20000,2,0,1023.3538,1.2815444643,1.1659148175,,Adagrad,,,,Do not consider
20-04-07_16-52,RN,2,10_5,utility,0.01,20,50000,2,0,853.3329,4.8354437129,4.3196808223,,Adagrad,,,,Do not consider
20-04-07_17-08,RN,2,10_5,law,0.01,20,15000,2,0,380.227,1.1115848132,1.0653765187,,Adagrad,,,,Do not consider
20-04-07_17-14,RN,2,10_5,structural,0.01,20,50000,2,0,646.501,3.5085536211,3.3707175937,,Adagrad,,,,Do not consider
20-04-07_17-32,RN,2,10_5,law,0.01,15,15000,2,0,405.9726,1.7059920185,1.6387550984,,RMSProp,,,,Do not consider
20-04-07_17-36,RN,2,10_5,law,0.01,10,10000,2,0,444.5252,2.1550225271,2.0806415235,,RMSProp,,,,Do not consider
20-04-07_17-12,RN,2,10_5,fire,0.01,20,50000,2,0,666.0155,2.9612082372,2.7676998123,,Adagrad,,,,Do not consider
20-04-07_17-40,RN,2,10_5,law,0.01,15,30000,2,0,419.8732,1.8218829056,1.7519130794,,RMSProp,,,,Do not consider
20-04-07_17-42,RN,2,10_5,fire,0.01,50,40000,2,0,760.561,2.2957396071,2.1860274353,,RMSProp,,,,Do not consider
20-04-07_17-44,RN,2,10_5,fire,0.01,50,40000,2,0,676.0541,2.8611315467,2.6653947346,,Adagrad,,,,Do not consider
20-04-07_19-12,RN,2,10_5,fire,0.01,100,40000,2,0,670.1863,2.8283431698,2.6423985375,,Adagrad,,,,Do not consider
20-04-07_21-02,RN,2,10_5,fire,0.001,50,20000,1,0,773.5021,0.8500326026,0.8343926738,,Adagrad,,,,Do not consider
20-04-07_21-42,RN,2,10_5,law,0.01,15,30000,2,0,418.6218,2.2180774874,2.1292854959,,exp_decay,2000,0.5,,Do not consider
20-04-07_21-51,RN,2,10_5,law,0.01,15,5000,2,0,424.1131,2.2838023861,2.1733459894,,exp_decay,1000,0.96,,Do not consider
20-04-07_21-52,RN,2,10_5,law,0.01,15,2000,2,0,386.8061,1.3298414618,1.2766355176,,exp_decay,1000,0.96,,Do not consider
20-04-07_21-55,RN,2,10_5,law,0.01,10,5000,2,0,396.7008,1.6769721009,1.6041182961,,exp_decay,500,0.96,,Do not consider
20-04-07_21-59,RN,2,10_5,law,0.01,10,5000,2,0,389.7847,1.4846711162,1.4249514876,,exp_decay,100,0.98,,Do not consider
20-04-07_22-02,RN,2,10_5,utility,0.01,10,20000,2,0,905.9939,5.5448831181,5.0162440642,,,,,,Do not consider
20-04-07_22-12,RN,2,10_5,utility,0.01,10,20000,2,0,919.3525,5.0464434934,4.5576216923,1000.00.96,,,,,Do not consider
20-04-07_22-18,RN,2,10_5,utility,0.01,10,20000,2,0,860.0852,5.1354981487,4.5679396045,50_0.96,,,,,Do not consider
20-04-07_22-24,RN,2,10_5,utility,0.01,10,20000,2,0,915.105,4.5911328724,4.2203419415,100_0.98,,,,,Do not consider
20-04-07_22-30,RN,2,10_5,utility,0.01,10,10000,2,0,898.2599,4.8801280329,4.3502176134,100_0.98,,,,,Do not consider
20-04-07_22-55,RN,2,10_5,utility,0.01,10,10000,2,0,1042.7063,4.5254940914,4.2606801855,100_0.98,RMSProp,,,,Do not consider
20-04-08_00-17,RN,2,10_5,fire,0.01,10,30000,2,0,767.4998,2.9162632934,2.7587831519,1000_0.98,RMSProp,,,,Do not consider
20-04-08_00-26,RN,2,10_5,law,0.01,10,10000,2,0,428.24,1.9442569121,1.8728064661,1000_0.98,RMSProp,,,,Do not consider
20-04-08_00-28,RN,2,10_5,structural,0.01,10,40000,2,0,982.4976,5.0463922621,4.8336318501,1000_0.98,RMSProp,,,,Do not consider
20-04-08_00-36,RN,2,10_5,utility,0.01,10,30000,2,0,1064.8295,5.2882062911,4.7597140069,1000_0.98,RMSProp,,,,Do not consider
20-04-08_00-44,RN,2,10_5,fire,0.01,10,30000,2,0,712.608,1.173701471,1.0978929445,1000_0.98,Adagrad,,,,Do not consider
20-04-08_00-54,RN,2,10_5,law,0.01,10,10000,2,0,379.0118,1.0862932511,1.040381588,1000_0.98,Adagrad,,,,Do not consider
20-04-08_00-55,RN,2,10_5,structural,0.01,10,40000,2,0,714.2939,1.1864790717,1.1419232085,1000_0.98,Adagrad,,,,Do not consider
20-04-08_01-03,RN,2,10_5,utility,0.01,10,30000,2,0,1033.3621,1.1837885369,1.082787132,1000_0.98,Adagrad,,,,Do not consider
20-04-08_01-11,RN,2,10_5,fire,0.01,10,30000,2,0,766.8884,2.9877770737,2.8239697616,1000_0.98,Adam,,,,Do not consider
20-04-08_01-21,RN,2,10_5,law,0.01,10,10000,2,0,429.3248,1.8528520474,1.789871328,1000_0.98,Adam,,,,Do not consider
20-04-08_01-23,RN,2,10_5,structural,0.01,10,40000,2,0,922.2468,4.7333219689,4.5480598815,1000_0.98,Adam,,,,Do not consider
20-04-08_01-30,RN,2,10_5,utility,0.01,10,30000,2,0,901.2571,5.0667084171,4.5461888386,1000_0.98,Adam,,,,Do not consider
20-04-08_09-44,RN,2,10_5,utility,0.01,20,30000,2,0,908.1712,5.1121292463,4.56425036,10000_0.98,Adam,,,,Do not consider
20-04-08_10-12,RN,2,10_5,utility,0.01,5,30000,2,0,854.9541,5.3282063948,4.7620213124,10000_0.98,Adam,,,,Do not consider
20-04-08_10-21,RN,2,10_5,utility,0.01,5,50000,2,0,864.2288,5.1481227333,4.6388936008,10000_0.98,Adam,,,,Do not consider
20-04-08_10-50,RN,2,10_5,utility,0.01,5,70000,2,0,861.1588,5.2511338792,4.6975553419,10000_0.98,Adam,good,,,Do not consider
20-04-08_11-04,RN,2,10_5,utility,0.01,5,90000,2,0,913.9082,6.4256552293,5.6822550403,10000_0.98,Adam,,,,Do not consider
20-04-08_11-24,RN,2,10_5,utility,0.01,10,50000,1,0,869.4323,5.2549553585,4.6667310334,10000_0.98,Adam,,,,Do not consider
20-04-08_11-35,RN,2,10_5,utility,0.01,10,30000,1,0,861.447,5.1638425832,4.6065382589,10000_0.98,Adam,,,,Do not consider
20-04-08_11-42,RN,2,10_5,structural,0.01,5,30000,2,0,709.8219,3.8713193183,3.7293801234,10000_0.98,Adam,,,,Do not consider
20-04-08_11-43,RN,2,10_5,fire,0.01,5,50000,2,0,662.423,3.2286181908,3.0301004348,10000_0.98,Adam,,,,Do not consider
20-04-08_11-52,RN,2,10_5,structural,0.01,5,50000,2,0,759.2755,3.3591790075,3.235037091,10000_0.98,Adam,,,,Do not consider
20-04-08_11-55,RN,2,10_5,fire,0.01,15,40000,2,0,836.729,2.9241859987,2.7817803621,10000_0.98,Adam,,,,Do not consider
20-04-08_12-22,RN,2,10_5,structural,0.01,5,10000,2,0,688.4502,3.5073284265,3.3745615912,5000_0.98,Adam,,,,Do not consider
20-04-08_12-34,RN,2,10_5,structural,0.01,5,8000,2,0,674.0238,4.1925423722,4.0332328013,1000_0.98,Adam,good,,,Do not consider
20-04-08_12-16,RN,2,10_5,fire,0.01,10,60000,2,0,696.9304,2.9325624265,2.7543406488,10000_0.98,Adam,,,,Do not consider
20-04-08_12-43,RN,2,10_5,law,0.01,5,8000,2,0,387.7396,1.2649045642,1.2075616452,1000_0.98,Adam,,,,Do not consider
20-04-08_12-46,RN,2,10_5,law,0.01,5,12000,2,0,421.1987,1.9308154446,1.8638686217,1000_0.98,Adam,,,,Do not consider
20-04-08_12-49,RN,2,10_5,law,0.01,10,12000,2,0,437.2701,1.6923219992,1.630834789,2000_0.98,Adam,,,,Do not consider
20-04-08_12-55,RN,2,10_5,law,0.01,10,6000,1,0,386.9214,1.7636027788,1.6977961737,1000_0.98,Adam,,,,Do not consider
20-04-08_12-39,RN,2,10_5,fire,0.01,10,80000,2,0,736.9798,2.5901864324,2.4432422746,10000_0.98,Adam,,,,Do not consider
20-04-08_13-10,RN,2,10_5,law,0.01,10,5500,1,0,383.6874,1.6754593244,1.6037471287,1000_0.98,Adam,good,,,Do not consider
20-04-08_13-17,RN,2,10_5,structural,0.01,5,8000,2,0,659.726,3.370782396,3.2347354838,1000_0.98,Adam,,,,Do not consider
20-04-08_13-21,RN,2,10_5,structural,0.01,5,10000,2,0,685.2651,3.6140524685,3.4786895074,1000_0.98,Adam,,,,Do not consider
20-04-08_13-23,RN,2,10_5,structural,0.01,5,9000,2,0,674.4195,3.3400361652,3.208234953,1000_0.98,Adam,,,,Do not consider
20-04-08_13-26,RN,2,10_5,structural,0.01,5,8500,2,0,654.1102,3.5767967482,3.4361773397,1000_0.98,Adam,,,,Do not consider
20-04-08_13-28,RN,2,10_5,structural,0.01,5,10000,1,0,655.7695,3.9230813904,3.7678285335,1000_0.98,Adam,,,,Do not consider
20-04-08_13-31,RN,2,10_5,structural,0.01,10,10000,1,0,656.4195,3.6928439405,3.546818896,1000_0.98,Adam,,,,Do not consider
20-04-08_13-08,RN,2,10_5,fire,0.01,10,85000,2,0,684.7233,3.357339322,3.1530939683,10000_0.98,Adam,,,,Do not consider
20-04-08_13-35,RN,2,10_5,structural,0.01,10,10000,2,0,786.4012,4.2903391975,4.1292798228,1000_0.98,Adam,,,,Do not consider
20-04-08_13-43,RN,2,10_5,structural,0.01,5,6000,1,0,656.7373,4.0026499072,3.841078075,1000_0.98,Adam,,,,Do not consider
20-04-08_13-37,RN,2,10_5,fire,0.01,10,40000,2,0,780.2622,2.8484057085,2.7025819476,10000_0.98,Adam,,,,Do not consider
20-04-08_17-06,RN,2,10_5,fire,0.01,5,40000,2,0,661.749,3.2389888004,3.0372649831,10000_0.98,Adam,,,,Do not consider
20-04-08_17-33,RN,2,10_5,fire,0.01,15,40000,2,0,776.1201,2.9856761775,2.8111923,10000_0.98,Adam,,,,Do not consider
20-04-08_18-08,RN,2,10_5,fire,0.01,15,18000,2,0,755.6375,2.6156347382,2.4730698936,1000_0.5,Adam,,,,Do not consider
20-04-08_18-19,RN,2,10_5,fire,0.01,15,50000,2,0,812.472,3.2013135647,2.9940468265,1000_0.5,Adam,,,,Do not consider
20-04-08_18-47,RN,2,10_5,fire,0.01,15,50000,2,0,758.3573,2.7735671933,2.6041173482,1000_0.5,Adam,,,,Do not consider
20-04-08_19-24,RN,2,10_5,fire,0.01,15,50000,2,0,789.5566,2.8722061836,2.718404493,1000_0.5,Adam,,,,Do not consider
20-04-08_19-54,RN,2,10_5,structural,0.01,5,8000,2,0,676.891,3.337914433,3.2112248751,2000_0.98,Adam,,,,Do not consider
20-04-08_20-00,RN,2,10_5,structural,0.01,5,8000,2,0,659.8972,3.7045139666,3.5517070849,2000_0.98,Adam,good,,,Do not consider
20-04-08_20-07,RN,2,10_5,structural,0.01,5,10000,2,0,690.0598,3.8237233448,3.6799111354,2000_0.98,Adam,,,,Do not consider
20-04-08_20-12,RN,2,10_5,structural,0.01,5,9000,2,0,673.846,3.729232204,3.5849359899,2000_0.98,Adam,,,,Do not consider
20-04-08_20-15,RN,2,10_5,structural,0.01,5,8500,2,0,680.0918,4.1182920641,3.9393986786,2000_0.98,Adam,,,,Do not consider
20-04-08_20-21,RN,2,10_5,structural,0.01,5,8500,2,0,676.4149,4.1671211576,4.0074583574,2000_0.98,Adam,,,,Do not consider
20-04-08_20-22,RN,2,10_5,structural,0.01,5,8000,2,0,701.589,4.2413522628,4.056952249,2000_0.98,Adam,,,,Do not consider
20-04-08_20-27,RN,2,10_5,structural,0.01,5,8000,2,0,674.6124,3.5332310471,3.4066945771,2000_0.98,Adam,,,,Do not consider
20-04-08_20-30,RN,2,10_5,fire,0.01,15,40000,2,0,814.7059,3.2224273383,3.0569117529,20000_0.98,Adam,,,,Do not consider
20-04-08_21-33,RN,2,10_5,fire,0.01,5,8000,2,0,682.1318,3.0993302277,2.8883096003,1000_0.98,Adam,good,,,Do not consider
20-04-08_21-38,RN,2,10_5,fire,0.01,5,8000,2,0,700.1382,3.2413837643,3.0216897316,1000_0.98,Adam,,,,Do not consider
20-04-08_22-00,RN,2,10_5,structural,0.01,10,5500,1,0,651.25,3.5464019308,3.4061637035,1000_0.98,Adam,,,,Do not consider
20-04-08_22-03,RN,2,10_5,law,0.01,10,5500,1,0,382.435,1.7585360526,1.687222297,1000_0.98,Adam,good,,,Do not consider
20-04-08_22-16,RN,2,10_5,fire2,0.01,5,8000,2,0,671.9697,3.1861285048,2.9819850059,1000_0.98,Adam,good,,,Do not consider
20-04-08_22-31,RN,2,10_5,fire2,0.01,5,10000,2,0,688.916,3.109589443,2.9254003272,1000_0.98,Adam,,,,Do not consider
20-04-09_09-00,RN,2,10_5,fire2,0.01,5,10000,2,0,685.735,3.3611451055,3.1545937412,1000_0.98,Adam,,,,Do not consider
20-04-09_09-08,RN,2,10_5,fire2,0.01,5,10000,2,0,687.1214,3.1187438168,2.9531534602,1000_0.98,Adam,,,,Do not consider
20-04-09_17-25,RN,2,10_5,law,0.01,10,5500,1,0,376.3586,1.9488757387,1.8622794869,1000_0.5,Adam,,,,
20-04-09_17-27,RN,2,10_5,law,0.01,10,5500,1,0,382.5545,2.2222115909,2.1216194323,1000_0.5,Adam,,,,
20-04-09_17-29,RN,2,10_5,law,0.01,10,5500,1,0,388.6841,1.8904223513,1.8131480924,1000_0.5,Adam,,,,
20-04-09_17-30,RN,2,10_5,law,0.01,10,5500,1,0,376.5534,1.5814836606,1.5165288986,1000_0.5,Adam,,,,
20-04-09_17-31,RN,2,10_5,law,0.01,10,5500,1,0,383.8246,1.9964205616,1.9061756081,1000_0.5,Adam,,,,
20-04-09_17-33,RN,2,10_5,structural,0.01,5,8000,2,0,674.6498,3.3396064267,3.2129976207,1000_0.5,Adam,,,,
20-04-09_17-34,RN,2,10_5,structural,0.01,5,8000,2,0,677.7363,3.2717171973,3.1519000992,1000_0.5,Adam,,,,
20-04-09_17-35,RN,2,10_5,structural,0.01,5,8000,2,0,663.7867,3.7923852949,3.6347220109,1000_0.5,Adam,,,,
20-04-09_17-37,RN,2,10_5,structural,0.01,5,8000,2,0,672.9436,3.5810492775,3.4445348828,1000_0.5,Adam,,,,
20-04-09_17-38,RN,2,10_5,structural,0.01,5,8000,2,0,706.372,3.1780253203,3.0726072083,1000_0.5,Adam,,,,
20-04-09_17-39,RN,2,10_5,structural,0.01,5,8000,2,0,652.4697,3.6395172781,3.4970471789,1000_0.5,Adam,,,,
20-04-09_17-41,RN,2,10_5,utility,0.01,5,70000,2,0,855.8107,5.1690269622,4.6185724478,1000_0.5,Adam,,,,
20-04-09_18-03,RN,2,10_5,fire,0.01,5,8000,2,0,678.0305,3.0715089196,2.8807826389,1000_0.5,Adam,,,,
20-04-09_17-53,RN,2,10_5,utility,0.01,5,70000,2,0,887.8559,4.8751935051,4.3803142398,1000_0.5,Adam,,,,
20-04-09_18-04,RN,2,10_5,fire,0.01,5,8000,2,0,660.5692,3.1679770357,2.9648866757,1000_0.5,Adam,,,,
20-04-09_18-06,RN,2,10_5,fire,0.01,5,8000,2,0,676.1444,2.8648563473,2.6872283857,1000_0.5,Adam,,,,
20-04-09_18-09,RN,2,10_5,fire,0.01,5,8000,2,0,669.8832,3.3675353347,3.1664585839,1000_0.5,Adam,,,,
20-04-09_18-14,RN,2,10_5,fire,0.01,5,8000,2,0,664.2958,3.3176777339,3.1071431526,1000_0.5,Adam,,,,
20-04-09_18-07,RN,2,10_5,utility,0.01,5,70000,2,0,897.9592,5.3253574654,4.8183254739,1000_0.5,Adam,,,,
20-04-09_18-18,RN,2,10_5,fire2,0.01,5,8000,2,0,668.3793,3.3258283486,3.1168149772,1000_0.5,Adam,,,,
20-04-09_18-22,RN,2,10_5,fire2,0.01,5,8000,2,0,672.1473,3.3654393289,3.1594937803,1000_0.5,Adam,,,,
20-04-09_18-29,RN,2,10_5,fire2,0.01,5,8000,2,0,682.9432,3.2280109444,3.0386379666,1000_0.5,Adam,,,,
20-04-09_18-31,RN,2,10_5,fire2,0.01,5,8000,2,0,675.0879,3.3901545505,3.1722235726,1000_0.5,Adam,,,,
20-04-09_18-21,RN,2,10_5,utility,0.01,5,70000,2,0,880.5224,5.3349289692,4.7767199223,1000_0.5,Adam,,,,
20-04-09_18-38,RN,2,10_5,utility,0.01,5,70000,2,0,884.2193,4.9684896244,4.4896386024,1000_0.5,Adam,,,,
20-04-09_18-49,RN,2,10_5,fire2,0.01,5,8000,2,0,670.5318,3.1576046128,2.9778834323,1000_0.5,Adam,,,,
20-04-09_18-55,RN,2,10_5,structural,0.01,5,8000,2,0,682.9707,3.5861215088,3.4395640042,1000_0.5,Adam,,,,
20-04-09_19-00,RN,2,10_5,structural,0.01,5,8000,2,0,664.3973,3.6902603855,3.5401148684,1000_0.5,Adam,,,,
