iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,1055325.0,1234705.9,1027.29,1111.1666
2500,584792.6,723951.7,764.71,850.8422
5000,560499.06,733436.25,748.6,856.3853
7500,481369.53,777572.9,693.55,881.7069
10000,412868.5,795839.9,641.1,892.0419
12500,349910.12,854246.25,588.14,924.0376
15000,333671.78,885113.1,574.02,940.6258
17500,408639.12,954810.2,638.92,975.926
20000,304145.5,920516.56,549.82,957.9983
22500,393840.2,864820.5,627.33,929.9075
25000,272402.78,958056.56,520.07,978.6499
27500,317306.44,993888.25,562.65,996.4621
30000,224130.4,1014297.2,469.34,1006.3393
32500,264183.34,991977.06,512.12,995.1603
35000,245466.7,967209.75,491.99,982.7661
37500,291907.34,984038.4,539.28,991.6816
40000,486911.2,767806.06,697.62,876.1795
42500,492191.8,804935.06,701.41,897.1337
45000,433185.44,850239.44,657.61,921.7676
47500,374477.72,888278.5,610.82,941.8424
50000,363850.97,880996.25,601.6,938.2182
52500,386789.12,846534.0,620.67,919.6788
55000,543981.1,758618.7,737.43,870.877
57500,457690.34,788295.25,676.46,887.6557
60000,497328.5,811554.4,705.19,900.5295
62500,472291.9,822661.94,687.19,906.8796
65000,494141.78,807522.1,702.89,898.5911
67500,438617.38,869409.5,662.13,932.1475
