iteration,trainRMSE
0,"[1024.2346322927158, 1024.2248375644658, 1029.1621299882215, 1029.1543333639713, 1029.6598315054428]"
2500,"[760.5977179798623, 760.5758298086888, 766.4936612642647, 768.5957474773647, 767.2809204380162]"
5000,"[737.8005332887021, 737.0831010109155, 749.4580562805505, 758.8605883243987, 759.7963660638821]"
7500,"[721.4376355980285, 704.5396308131566, 687.3740614582018, 689.6191935845064, 664.7793792097153]"
10000,"[705.9315638298629, 669.4124497455814, 629.1028274369484, 620.8748414136037, 580.1901616135798]"
12500,"[685.2076608514002, 627.1461898045454, 579.454212038267, 545.0436370629579, 503.8557912309346]"
15000,"[677.8218031063075, 606.6069990143575, 568.2747766780058, 523.0983269161013, 494.3202092007761]"
17500,"[665.46845960631, 624.8355652686627, 610.7847155777511, 636.1619508440523, 657.3724140712702]"
20000,"[630.3086144721414, 545.4687498641792, 546.9141645828606, 511.01871838188407, 515.3726190860549]"
22500,"[645.330561283292, 607.4669799208808, 616.2431195005247, 617.8473873194389, 649.7689297941782]"
25000,"[602.7701001527333, 497.80673751942925, 509.86799443755785, 516.2929670047974, 473.6020439427177]"
27500,"[612.1783551280056, 534.3110167250046, 565.7458016451642, 554.946911793409, 546.0740636662731]"
30000,"[586.7498632758687, 452.4823565042711, 469.6572567862466, 422.70448283041725, 415.12480201346176]"
32500,"[594.684365505356, 492.5629544644811, 517.1179263507316, 475.8794460993366, 480.33952250681756]"
35000,"[601.4431817043355, 469.0968947481239, 495.29073288017105, 462.0187501573478, 432.11506378361685]"
37500,"[600.1369372595049, 502.3423408180707, 539.7252238855043, 526.5847790323345, 527.6157491983922]"
40000,"[671.8660949701501, 717.264179084724, 693.0030697123152, 704.767379366213, 701.1989074340682]"
42500,"[696.7982319300719, 715.2077175757657, 676.2368244036774, 707.2527048151463, 711.5794805817026]"
45000,"[661.947675628013, 683.2027604602571, 605.785953909075, 670.1780805708944, 666.9340962811166]"
47500,"[633.1938505593882, 662.6221042886352, 553.1204188275872, 610.9836196305862, 594.1891386447718]"
50000,"[654.9390322733035, 653.8441973212182, 555.6054273442934, 578.7299470215535, 564.8734938365166]"
52500,"[646.2665674578725, 670.4069810490928, 556.4490578137955, 628.9112734923481, 601.3180362754738]"
55000,"[721.5903115879138, 726.6068060279365, 746.0732144415991, 736.7026978291417, 756.1783792181868]"
57500,"[660.0680481238894, 675.1225570804257, 679.8067724753631, 685.2663424289004, 682.0117419815705]"
60000,"[711.2173573181573, 704.116562764995, 704.1057853720852, 701.5957883497516, 704.9257226876572]"
62500,"[692.4624970549413, 689.9288786381132, 681.0438994551678, 692.9219731963885, 679.6160758767286]"
65000,"[711.7242760995833, 710.5422102452103, 702.2032372881504, 690.3162947772014, 699.6751568558337]"
67500,"[672.6791432772055, 676.6255312045315, 644.653991699819, 669.4328574822291, 647.2476729531882]"
