iteration,trainRMSE
0,"[1024.0935007484177, 1024.115532735981, 1029.103630541041, 1029.1500489444604, 1029.704462250519]"
2500,"[757.8715706246345, 756.9517565457865, 761.1025328948651, 759.4763524821811, 759.8985971840402]"
5000,"[755.823380357527, 754.3802559777777, 759.6095864020529, 760.0079223766405, 758.7952689913378]"
7500,"[753.241446091083, 750.9208617397383, 757.2896082607446, 754.1275226735702, 749.873120563201]"
10000,"[753.1009151708627, 751.7003020530516, 755.0191799795224, 753.4502387593245, 751.6848329874304]"
12500,"[754.7023486050113, 743.1366683123913, 750.5972547861348, 743.5531957633897, 747.1205854721147]"
15000,"[751.2131130118607, 739.5825848991665, 740.1678386145331, 743.205277956659, 735.1983910868242]"
17500,"[745.8600329642425, 734.4782453104938, 736.1674523842327, 731.1454380935037, 730.0880338725499]"
20000,"[763.1798465251821, 754.7916329743055, 760.4751808736867, 760.7508949556164, 758.5091298923965]"
22500,"[748.6599951592939, 751.5022627811777, 746.8424808252433, 750.0996817995571, 755.4189823592847]"
25000,"[760.9257638394326, 753.8990437741138, 761.7884583316966, 768.8881165831114, 767.4989328198544]"
27500,"[767.1454149156738, 759.1857318058563, 770.4709083100781, 770.488871110911, 770.6311329473715]"
