iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,1053686.9,1261944.1,1026.49,1123.3513
100,1000282.0,1204147.2,1000.13,1097.3253
200,931534.4,1129622.8,965.15,1062.8258
300,848147.9,1038505.0,920.94,1019.0577
400,759531.5,940225.2,871.5,969.6381
500,677681.0,846790.06,823.21,920.1976
600,617360.4,773038.3,785.72,879.2126
700,596208.3,739466.1,772.14,859.9127
800,595969.06,738642.6,771.98,859.4334
900,595800.4,737677.06,771.88,858.8744
1000,595397.9,739900.6,771.62,860.1674
1100,595340.4,738509.75,771.58,859.3593
1200,595252.8,739875.44,771.52,860.153
1300,595210.4,738578.75,771.49,859.3998
1400,595132.06,739804.75,771.44,860.1125
1500,595097.94,738513.5,771.42,859.362
1600,595071.6,739479.7,771.4,859.9231
1700,594974.44,739225.44,771.34,859.7764
1800,594906.5,739363.5,771.3,859.858
1900,594815.0,739531.0,771.24,859.956
2000,595045.56,739155.44,771.39,859.7369
2100,594646.1,739241.7,771.13,859.788
2200,594569.44,739122.44,771.08,859.7184
2300,594617.9,739751.44,771.11,860.0844
2400,594800.6,739496.44,771.23,859.9354
2500,594625.4,739373.9,771.11,859.864
2600,594519.06,738342.56,771.05,859.263
2700,594373.2,738605.25,770.95,859.4156
2800,594629.06,738840.0,771.12,859.553
2900,594025.56,738912.0,770.72,859.5944
