iteration,trainRMSE
0,"[1030.9669655605774, 1030.3775060838236, 1030.5482325385835, 1029.0308455785198, 1027.6403964301978, 1026.9910105221156, 1018.653884939325, 1023.716867588293, 1023.2098368749754, 1023.7166462268957]"
100,"[1005.2711288131663, 1004.2059925004459, 1004.103011756061, 1002.5494004298164, 1001.1765191439063, 1000.5371958845127, 992.1704889633207, 997.2504819781223, 996.7828821725335, 997.283565373486]"
200,"[970.3449632042832, 969.1971065637456, 969.0689923130161, 967.5497747681449, 966.229721529212, 965.6040836160333, 957.1839221537981, 962.2509936517278, 961.8141994153772, 962.2733662203215]"
300,"[925.2783147499157, 924.8948509744857, 924.8670521257612, 923.4230515718, 922.1883720145499, 921.5856163482177, 913.1184420952503, 918.1472238090874, 917.7575509550326, 918.1536990603197]"
400,"[875.4077422688351, 875.3376132029869, 875.3231762852815, 873.9777836040324, 872.8699445015224, 872.30354754331, 863.8349375946644, 868.7713181437691, 868.4508734042892, 868.7553893420069]"
500,"[826.8012525574208, 826.8324862897881, 826.7914588867385, 825.5927432157707, 824.6719056074195, 824.1627781792274, 815.8134250185207, 820.5533519760287, 820.3315030924695, 820.5072207800141]"
600,"[788.7285632330339, 788.9916987758944, 788.9169586364284, 787.9389825611477, 787.2847244541239, 786.8628130374095, 778.8765672067509, 783.2417882510416, 783.1541107778761, 783.1573804874537]"
700,"[775.6897982584298, 774.7774469591299, 774.7086770834009, 773.990192389593, 773.6356675593203, 773.3179416793583, 765.9547040649749, 769.7938288163272, 769.8496322831642, 769.6717917244571]"
800,"[774.3568103551238, 774.7203877894112, 774.6878881163794, 773.9547194033349, 773.6155092890517, 773.2983212736859, 765.9467775979261, 769.7764254146314, 769.8345278380125, 769.6538558179327]"
900,"[772.0306135516943, 774.7019646779862, 774.6996966492911, 774.0491110546084, 773.7525448554909, 773.4555398360403, 766.2322334871349, 769.9611992605973, 770.0433013642261, 769.8326285708]"
1000,"[771.3473694708517, 774.3310611236154, 774.5469719743035, 773.8775616998904, 773.5810061964224, 773.2758317590088, 765.9631997585878, 769.7615662606872, 769.828133205628, 769.6378413733722]"
1100,"[771.0861653431278, 774.126776354347, 774.4683846741171, 773.902037198993, 773.6216902751843, 773.3137858353326, 765.9502008327297, 769.790199727396, 769.8484731812808, 769.6706826327779]"
1200,"[770.7573687359361, 774.1334176548834, 774.4521168382921, 773.8467472614695, 773.5785928407975, 773.2745315144713, 765.9514833090377, 769.7575316134511, 769.8235634442525, 769.6357442650038]"
1300,"[770.563755052923, 773.9476949554195, 774.39698418717, 773.8585854607935, 773.6164865235824, 773.3141864948731, 765.9446738299129, 769.7803502065099, 769.8454812940399, 769.6691048878024]"
1400,"[770.2609668893668, 773.948807161369, 774.3969172830048, 773.7947910322519, 773.5644813001057, 773.2764783514543, 765.9609896801553, 769.7558934132265, 769.8291384496625, 769.6407119285564]"
1500,"[770.0907998490835, 773.8603543101963, 774.3519280520284, 773.8187165658634, 773.603899988821, 773.3078899379482, 765.9389644071229, 769.7486443099364, 769.8292267629613, 769.6565701617178]"
1600,"[769.9590152529246, 773.8795892905921, 774.3577812066476, 773.7842892684006, 773.565904639516, 773.2774145104655, 765.9737432166895, 769.7610662235707, 769.8337830854641, 769.6437749900224]"
1700,"[769.4825448387774, 773.7818012713474, 774.3673307852861, 773.7446831814472, 773.5625492146058, 773.2839417144112, 765.9656405910891, 769.7242270456602, 769.8262812747178, 769.6668518242396]"
1800,"[769.169539516603, 773.612181345728, 774.3355745562316, 773.7884366629448, 773.63317134055, 773.2805744337888, 765.947263376293, 769.7265777229392, 769.807479652813, 769.6648965986363]"
1900,"[768.9349229613503, 773.46033336705, 774.2769067595198, 773.7566780547102, 773.5515446554663, 773.218909888769, 766.0222785880012, 769.627700860017, 769.7583154959051, 769.7657394103484]"
2000,"[769.1383579187168, 773.2301973031055, 774.1399379894021, 773.7377742672762, 773.5468731225142, 772.8680223301282, 766.4646192266131, 769.0019837539564, 769.3572605403073, 772.3856403409867]"
2100,"[768.9777839930487, 773.1564161402612, 774.0421594445162, 773.7621486475897, 773.4025232643523, 773.1225580292339, 765.834677322683, 769.5782213944482, 769.7042724242744, 769.6983779390637]"
2200,"[768.8096982561333, 773.138847373668, 773.9205478063606, 773.7397071040602, 773.4351803698584, 773.1092653680098, 765.8046094528922, 769.4634937479698, 769.6316751588537, 769.7264997729715]"
2300,"[768.8998958057008, 773.0029289688857, 773.9422985945603, 773.7295964223977, 773.378887933444, 773.2125701342636, 765.779557004243, 769.7143633440508, 769.8050918311073, 769.6316368466064]"
2400,"[768.5952868153153, 773.0874755562454, 773.9885310741256, 773.8261354013448, 773.5082206224056, 772.853327457442, 766.3155683157436, 769.1564057300614, 768.9690661937186, 771.9820866185804]"
2500,"[769.105388265554, 772.7258822875741, 773.8524174067658, 773.7948207439761, 773.3482336019784, 773.2927228229812, 765.8386911254522, 769.7413179641579, 769.8149164054396, 769.6303862785722]"
2600,"[769.4886178872729, 771.8012931305724, 774.2862150408095, 773.4422308472151, 772.8629607248475, 772.3877879337252, 766.1638924219999, 769.564653163623, 768.8482062355489, 771.6163133012764]"
2700,"[769.6978983569302, 771.205370506905, 774.0537041511459, 773.5964549177318, 772.9290931429072, 773.2144346490547, 765.6236828965137, 769.686578573569, 769.8604685192211, 769.6466223106529]"
2800,"[769.5785814462697, 772.2325366705383, 774.1256927379363, 773.6847772901134, 773.164778532157, 772.3802254193506, 766.0359616966706, 769.3072428274061, 769.2272998287583, 771.4372143751126]"
2900,"[768.9700962274673, 770.5359282709074, 773.7816447367115, 774.1790401525351, 772.9719061003095, 773.2158815988083, 765.0359452951249, 769.7825794797753, 769.9473724351008, 768.8295440693597]"
