iteration,trainRMSE
0,"[792.1033707758493, 793.3233726581022, 792.7565200600242, 792.9787707430073, 794.0820880111746]"
100,"[718.4810948978494, 717.7188318900762, 716.9637204035595, 716.9500566654274, 717.7573266205097]"
200,"[673.5239352228186, 673.298976972526, 672.8322276497092, 672.8526118181371, 673.37202028923]"
300,"[673.0704626541068, 673.3008107714207, 672.8324256468037, 672.8526661723337, 673.3741093905993]"
400,"[672.8874743817088, 673.2996875230046, 672.8305537049941, 672.8520057309292, 673.3729036303589]"
500,"[672.7249571530753, 673.3023229162161, 672.8309028844748, 672.8521848825836, 673.3735445408164]"
600,"[672.5325080187006, 673.3013151298579, 672.8303317565925, 672.8520171525013, 673.3733694365194]"
700,"[672.3331051398629, 673.302424964804, 672.8299156287819, 672.8518543330747, 673.3731790751822]"
800,"[672.2101253587597, 673.302987916405, 672.8296096478524, 672.851734487847, 673.3729833022308]"
900,"[672.0992565173095, 673.3031101033249, 672.8292582986315, 672.8516295548844, 673.3728374456298]"
