iteration,trainRMSE
0,"[910.9348969046929, 911.0421101297544, 910.5963616450128, 910.5682713207309, 912.0766626740574]"
2500,"[655.9032355380841, 662.3047096704344, 655.8693396431122, 640.695469182925, 625.4400172306317]"
5000,"[577.9885925939516, 512.3476888911864, 468.1691769342207, 436.137482126679, 420.9267599142412]"
7500,"[445.20786524314076, 358.7252967890395, 306.11453061813535, 298.7789998371913, 276.6038775150384]"
10000,"[394.23674074570437, 291.0481489102642, 312.97690938359, 312.9776126678971, 288.7404502070251]"
12500,"[351.66672910004564, 282.42353577337803, 295.9772578849798, 331.5315638965876, 298.76736126317894]"
15000,"[387.62892942316984, 374.10435805108773, 356.91693029515756, 379.9751314691053, 351.4930790335415]"
17500,"[405.15859778093085, 413.69639349246995, 477.7263083106687, 501.42180394045016, 465.9772248193079]"
20000,"[299.27792440446854, 237.44514536152053, 228.26578647852824, 220.40414763405647, 236.08218084614236]"
22500,"[299.74962427352057, 258.2068695325059, 297.04019147510405, 271.2870521711335, 284.54404493362375]"
25000,"[246.64425930665766, 205.53206367845928, 203.66903256569174, 198.02368502992115, 199.39634758145496]"
27500,"[253.8966232016321, 221.8899493531096, 239.09426023223037, 202.23326693605875, 217.11659093097037]"
30000,"[512.8653240968266, 537.0340377048714, 573.7927929934136, 560.817698385233, 521.234086543718]"
32500,"[266.5293816383418, 250.56469486070338, 223.14417298711246, 245.5351887992929, 224.47860180556253]"
35000,"[291.92890190649763, 241.77056779434977, 233.8989602383642, 249.59537703319887, 227.4125515029799]"
37500,"[284.29979355319193, 215.76796277128966, 215.0051522298397, 197.12218661069684, 197.31463352081792]"
40000,"[251.46112765088134, 216.9080782169914, 231.67904955253226, 249.5313921795129, 218.76905741287268]"
42500,"[241.7507714283839, 209.11771322173354, 236.19857165187267, 233.40081900052166, 257.33082764645724]"
45000,"[322.16405579058863, 231.18368661785306, 247.6691533163409, 278.69578780693894, 248.3832395847828]"
47500,"[286.38495280313094, 279.0224421773048, 262.2272579221952, 276.64490220635975, 275.90755750624476]"
50000,"[295.86490741489285, 269.66508718374234, 250.58380783934606, 266.45384845179234, 248.921144099962]"
52500,"[270.1211902566966, 208.57843689079314, 214.93288576700806, 213.01341055798486, 259.5627435351087]"
55000,"[324.944860807543, 262.1071550733664, 293.6113421273723, 266.39426002770176, 243.27130264433185]"
57500,"[317.58268109112237, 256.97376083375815, 278.79518735267396, 310.6937486051282, 293.5188802622872]"
60000,"[264.0893612778635, 221.89437528781167, 280.57884515828164, 258.68746895096467, 237.4710719128356]"
62500,"[328.48589169162295, 273.776001426907, 321.00048857009705, 323.4659122640821, 282.498499252972]"
65000,"[312.1193685029604, 248.2895566488788, 244.10354210665008, 304.1332275370623, 285.50063725359314]"
67500,"[301.05062858988134, 259.8183805094212, 273.5590289896437, 277.4632953896214, 329.4393228242214]"
70000,"[301.73243257100154, 265.67204686900845, 241.81975495219427, 261.62466208683054, 270.6325574418067]"
72500,"[296.0647203587054, 257.2033139768553, 253.205701857375, 308.27917826315576, 315.77826435868946]"
75000,"[386.20495023171844, 324.43183424407175, 341.24635713628595, 405.11013959186454, 415.9350553547118]"
77500,"[282.8541642328169, 226.91387824045887, 217.39803978756404, 215.2987288643546, 237.68098828859075]"
80000,"[241.8955386535831, 203.61312005728269, 184.75334505921305, 184.10385332407142, 196.07197592098007]"
82500,"[294.45877390907856, 249.54172333775446, 257.11224331069377, 248.47419362015552, 242.2208794276639]"
85000,"[262.1793967625119, 266.4356632475946, 292.99198488412816, 235.71325945042162, 231.4929255023455]"
87500,"[420.31673562387743, 395.9924003349872, 377.21386149305914, 440.0640240818463, 442.64076774560283]"
90000,"[336.22925156629606, 294.75055927122287, 309.9952088329489, 285.4193431983371, 318.9214634692528]"
92500,"[388.9080872379995, 332.51769490211467, 351.8709604220163, 299.7905380863959, 327.18367485150907]"
95000,"[273.1610312287131, 243.34093006195087, 232.3013794095671, 230.71759117275357, 231.88947169801375]"
97500,"[312.39375597313966, 270.74380773299947, 274.6397714871086, 280.6145129199015, 300.29790741489035]"
