iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,830000.94,651101.94,911.04,806.869
2500,420138.88,489918.72,648.04,699.8478
5000,236632.67,626442.75,483.11,791.0033
7500,117280.41,706049.2,337.09,839.9834
10000,103888.23,754020.8,320.0,867.9258
12500,98048.56,789106.25,312.07,887.1807
15000,137112.5,750709.56,370.02,866.1391
17500,206422.86,719134.0,452.8,847.1374
20000,60480.535,748247.44,244.3,861.8536
22500,79870.69,720145.94,282.17,846.6373
25000,44713.836,710784.75,210.65,841.072
27500,51788.625,768122.2,226.85,875.3819
30000,293383.4,727534.3,541.15,849.525
32500,58866.777,699047.9,242.05,833.9738
35000,62488.21,757306.25,248.92,868.4976
37500,50288.613,776709.75,221.9,880.7319
40000,54825.465,756270.25,233.67,867.5024
42500,55740.617,710338.1,235.56,839.9283
45000,71597.04,711635.75,265.62,842.4804
47500,76266.84,770583.44,276.04,876.886
50000,71210.04,694558.7,266.3,831.8712
52500,55091.516,641704.7,233.24,799.5214
55000,78137.414,721690.5,278.07,845.8521
57500,85469.555,660052.56,291.51,809.5058
60000,64211.945,729842.9,252.54,852.4933
62500,94075.32,667976.0,305.85,815.1886
65000,78540.69,646132.0,278.83,802.5696
67500,83706.266,701960.06,288.27,836.986
70000,72367.14,704836.3,268.3,838.7856
72500,82543.54,686534.06,286.11,826.8752
75000,141604.28,686566.06,374.59,825.4124
77500,56330.32,719997.06,236.03,847.1793
80000,41298.594,709726.1,202.09,841.1212
82500,67108.86,691097.44,258.36,831.0283
85000,66954.2,706097.2,257.76,839.0315
87500,173080.45,731161.5,415.25,851.9406
90000,95849.664,669348.56,309.06,816.9696
92500,116520.54,663982.7,340.05,813.2914
95000,58969.29,685742.56,242.28,826.7583
97500,83058.25,626052.44,287.74,790.0102
