iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,629743.8,626640.1,793.56,791.606
2500,405590.66,471440.2,636.84,686.5769
5000,368133.5,489179.75,606.64,699.3735
7500,300428.16,523329.53,546.64,723.3228
10000,251221.66,566388.56,498.92,751.8755
12500,210420.97,596490.94,453.15,771.6751
15000,188429.52,587334.6,427.17,765.9609
17500,176582.47,593793.75,412.89,769.6474
20000,174140.25,604170.44,412.14,776.091
22500,267992.78,559211.44,516.84,747.5182
25000,196861.89,539004.75,441.97,734.0852
27500,180625.86,548469.94,422.72,740.2736
30000,176561.52,581325.5,417.85,761.5951
32500,232981.6,547836.8,482.24,739.891
35000,141977.22,569223.06,372.57,753.7652
37500,147855.45,553586.9,380.55,743.6756
40000,167196.34,555470.6,405.89,745.2323
42500,204512.58,570290.94,451.53,754.9548
45000,141802.81,598259.44,372.41,772.7851
47500,184304.03,537182.8,428.06,732.8205
