iteration,trainRMSE
0,"[793.336599700474, 793.3423532071329, 793.3933833287745, 793.4043828863369, 794.3421866267935]"
2500,"[644.2318663019366, 638.971784331906, 638.5449596344968, 630.5067814856611, 631.9416727858548]"
5000,"[625.2045247001288, 612.2031267687922, 604.4500968871073, 596.0275366738738, 595.2965334809587]"
7500,"[601.2052810931332, 579.1831924661024, 546.513017029259, 513.9726674337124, 492.3252899279826]"
10000,"[578.5401269147756, 524.5602962827688, 485.2587469075212, 460.0377957536994, 446.2145941259126]"
12500,"[568.7550986073287, 487.30256374453097, 439.01018997528877, 412.0329491745247, 358.6532562819077]"
15000,"[559.5326656647176, 463.43399438308387, 401.52049568792665, 359.18977775151683, 352.1815572653764]"
17500,"[540.7952922587491, 451.3405087517151, 404.75982008526324, 339.9023321217841, 327.6340171788432]"
20000,"[524.3321076155102, 445.1941843775127, 376.4824033031665, 342.7497464844783, 371.9177706421702]"
22500,"[569.5634497311991, 523.8167545343061, 497.65964377303953, 508.5504247895536, 484.61070582791416]"
25000,"[506.56397235621387, 451.06065065065644, 446.99053886646135, 392.84807555363625, 412.3988597082903]"
27500,"[499.55708249235903, 435.3786702994376, 404.987235345242, 405.127517061398, 368.5510965304977]"
30000,"[495.2620225017346, 431.1667260556493, 401.65556935049506, 397.2331308359473, 363.9382132678823]"
32500,"[513.9737066400406, 481.9843460502011, 493.6657123199262, 463.1756217207668, 458.41665791269145]"
35000,"[458.93889492971755, 408.5549195867597, 368.73748764606535, 313.32657025563793, 313.2994235630529]"
37500,"[464.97988791618053, 417.77311169109066, 373.3414468198282, 321.2939610289513, 325.3850305069382]"
40000,"[489.7246123429941, 426.38322880221244, 390.3221144524693, 344.7639410120488, 378.2695868912112]"
42500,"[491.7440026311887, 469.99719052528815, 435.52833598887435, 427.769881648126, 432.589830401172]"
45000,"[451.5490747577385, 410.4392017313615, 379.1151307153008, 316.8750520830662, 304.0920409457797]"
47500,"[472.269252555959, 451.9065653900737, 416.00571505955315, 376.960632906439, 423.1490071104099]"
