iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,81529.68,168107.06,285.53,410.0087
2500,55172.395,147373.1,234.87,383.8643
5000,25867.459,161382.25,160.77,401.4798
7500,30654.38,201699.1,170.61,444.8761
10000,7751.949,161922.89,86.37,402.3437
12500,3506.0723,156774.77,58.79,395.864
15000,2348.1064,165946.06,48.1,406.9699
17500,2404.34,159192.75,48.78,398.8087
20000,2317.56,170844.12,47.8,412.7289
22500,1655.765,165302.53,40.1,406.1747
25000,2038.6412,156936.19,44.82,395.9996
27500,1627.3649,171496.1,39.76,413.584
30000,1503.7633,161069.58,38.04,401.0515
32500,4094.6882,168520.61,63.54,410.2501
35000,2307.314,158832.3,47.73,398.256
37500,3448.1448,162552.31,57.8,402.984
40000,1351.9015,160522.62,35.79,400.4569
42500,2316.4563,166601.1,47.84,407.8611
45000,1413.8297,175076.08,36.83,417.2524
47500,1292.304,172655.98,35.1,415.1262
50000,1274.7932,174169.23,35.05,416.474
52500,1636.5433,165464.81,39.94,406.5576
55000,1066.0814,173251.02,31.66,415.782
57500,3300.3862,169487.58,56.48,411.3025
60000,4314.175,157172.86,64.71,395.8651
62500,5628.353,154452.67,74.7,392.9255
65000,4047.0247,174810.77,63.25,417.2509
67500,2443.1328,165191.44,48.67,405.0573
70000,5731.5913,179125.06,75.26,420.9996
72500,2856.599,167146.95,53.11,408.0349
75000,3947.4536,171804.38,62.42,413.713
77500,1601.5682,172865.69,39.64,414.273
80000,12936.738,161433.84,109.41,401.2911
82500,2802.005,161075.86,52.12,401.0094
85000,3242.7717,156963.89,56.08,396.0744
87500,3883.344,158805.23,61.8,398.3759
90000,2480.2266,167752.98,49.3,409.2806
92500,3293.8171,164001.03,57.15,404.8196
95000,2027.8104,152442.34,44.59,390.3493
97500,8754.218,157661.66,93.04,396.8073
