iteration,trainRMSE
0,"[1024.2747532902504, 1024.2827545740417, 1029.243153516248, 1029.2554737551372, 1029.7764348945025]"
2500,"[765.6177797117425, 768.6622103145374, 772.0495993282254, 773.7987589526299, 773.689444088031]"
5000,"[764.8624869555005, 766.0604968187065, 770.866906414967, 773.2148436715734, 773.1526020341987]"
7500,"[765.433825823403, 765.0867198718752, 771.9286649067751, 772.6868024753226, 774.0922634703843]"
10000,"[758.972534243326, 755.9543556696165, 762.1683914323603, 766.9955646600183, 771.1287069718204]"
12500,"[757.3593149648157, 754.6440178320486, 758.9311497456872, 762.7523755226107, 766.1987307757447]"
15000,"[762.7589992046537, 757.2579528184249, 759.83804496225, 769.2010501817875, 766.7528455753043]"
17500,"[769.196381559744, 764.8442600385163, 773.4593105485119, 772.4165624937364, 772.1073718372335]"
20000,"[767.9972941161501, 761.0850737301474, 766.5667063878288, 769.5285223452116, 767.2833750789438]"
22500,"[769.3217423896272, 760.1509393154115, 767.5489998554534, 767.2431712016063, 762.0928103025901]"
25000,"[767.1691059458575, 759.1630054121943, 762.7911403317338, 766.9859588831074, 762.5411908543011]"
27500,"[765.5524162274103, 759.9463509200547, 763.7457017796372, 771.2105836041543, 763.7442490425004]"
