iteration,trainRMSE
0,"[793.3363484131962, 793.2167205646647, 793.05642265517, 792.9747648338309, 793.895990814282]"
2500,"[696.5092048556993, 696.3219616245824, 696.3042084228122, 696.2847923371572, 697.0172374575488]"
5000,"[677.3891761258434, 677.3399221816305, 677.3015956003987, 677.2714085292323, 677.8838999655605]"
7500,"[672.0348438049028, 672.1528717452286, 672.0382171816506, 672.153665326819, 672.2614158594613]"
10000,"[669.9360959543674, 668.3400389702623, 667.5629237857332, 666.6497882956573, 667.5332342835716]"
12500,"[669.3930345052039, 667.8010324278564, 666.9507839084913, 665.8817554910548, 666.6382872686218]"
15000,"[669.1543351671719, 667.5288635633777, 666.6329592423456, 665.0640015947732, 666.3418880713131]"
17500,"[668.9452953199516, 667.2297283346794, 666.357097009647, 664.6223696947987, 665.9827257313549]"
20000,"[668.698456040666, 666.9574052948415, 665.8811541234453, 663.9873023716992, 665.3490797343951]"
22500,"[668.4601632186502, 666.7212411596056, 665.7483936806295, 663.7379841499093, 665.3116122320972]"
25000,"[668.2149419337005, 666.5844987302651, 665.1775039511647, 663.3881386055723, 665.1051081108194]"
27500,"[667.8486545155172, 666.0372725766323, 665.4484110206772, 663.3283759821126, 665.1393990735739]"
30000,"[667.5934022760629, 665.7908045025954, 665.1497478491667, 662.817226367874, 664.7968899866999]"
32500,"[667.4262807954794, 665.633961206285, 664.9639412930442, 662.5444065923095, 664.6102487744901]"
35000,"[667.2288921835852, 665.4365693086058, 664.5554376755268, 662.1764493238829, 664.2818526156925]"
37500,"[667.0472217605541, 665.3460429258523, 664.140000198958, 662.1704731860609, 664.2864503440202]"
