iteration,trainRMSE
0,"[1024.2764460982532, 1024.287681996195, 1029.246523102486, 1029.2260810634154, 1029.7147413479238]"
2500,"[763.7504071047576, 764.699866506279, 767.6765106279937, 766.8775421028149, 764.8710785784436]"
5000,"[757.6403845586516, 758.3452885539048, 761.9323675282554, 760.2578866137198, 760.7080679866808]"
7500,"[752.8493753775024, 752.924618796451, 757.1111315961775, 751.0481975334758, 747.3792627249005]"
10000,"[750.903165221978, 750.2589719134927, 749.0772062985201, 746.0936788733829, 747.1757969887973]"
12500,"[744.1850782135829, 743.1151291422051, 743.658349914527, 739.0063189777213, 734.6487664854144]"
15000,"[765.9617112914627, 763.3379977529664, 769.6575940741692, 767.9092452468151, 768.3429066953238]"
17500,"[760.2862534359084, 751.9468475995948, 760.9356741606081, 758.8409318353602, 761.3580710183074]"
20000,"[759.1890664178924, 741.3475015656056, 749.4187939470487, 754.7557875505296, 759.4906844366119]"
22500,"[754.2742850936995, 734.7993886311772, 745.7633259873031, 748.0301059959555, 758.4391184783943]"
25000,"[753.1620681193, 734.5468309450247, 746.4577294073954, 748.3424573507197, 754.6870673633864]"
27500,"[751.4106628108051, 735.1875649936768, 745.9930012579299, 742.8955690722905, 754.6281411318341]"
30000,"[750.1938978723855, 732.3189072760186, 745.4465696295399, 747.4012872404697, 752.0888011749778]"
32500,"[745.9676385345598, 731.0133768183532, 741.2384940972954, 742.8769995602232, 747.8812055477663]"
35000,"[742.6566274502911, 730.9712070506906, 738.9043408622704, 747.9373056623372, 744.4204942342706]"
37500,"[739.5574278334145, 728.8537665407481, 734.0222285143823, 746.4594864369143, 739.9886143597238]"
40000,"[747.5478115687947, 748.0378746851878, 747.0558706088458, 761.0326585709655, 767.0193433080316]"
42500,"[735.4589908637084, 733.3808864148651, 727.3148208245252, 739.1492247594123, 736.4875689809368]"
45000,"[741.4415873680368, 740.1079260185559, 727.4007084490586, 745.4412350547468, 734.409385169417]"
47500,"[740.7134148580175, 746.5256587840722, 734.9867844477724, 751.546287151256, 756.6733879662713]"
50000,"[749.4222778588627, 744.9563127523126, 769.7655263137469, 765.6045066907941, 765.9060157214213]"
52500,"[726.8716985916957, 724.9534933219542, 702.3253456305359, 736.3594741501923, 722.0099414316401]"
55000,"[766.564023961704, 755.678671183248, 764.2444388312588, 766.6862094407259, 768.3482319282434]"
57500,"[763.1343969425657, 753.9233326697553, 758.8239571138608, 765.0028454081261, 767.3430860766333]"
60000,"[767.3742547728518, 767.2713048372823, 773.2952948186671, 770.7838800385282, 769.8534548774079]"
62500,"[765.4436088906506, 762.924664292607, 767.3916013686329, 767.7613536103099, 765.4232459139431]"
65000,"[788.4542493896288, 773.310899946919, 772.0965009900606, 776.1192426596474, 775.263128262139]"
67500,"[993.1827506131318, 979.5818938022185, 804.8381388960302, 791.402410680242, 782.8865748225502]"
