iteration,trainRMSE
0,"[1030.968122465038, 1030.7244384174478, 1030.7594242352404, 1029.2009338926532, 1027.7947600353218, 1027.1463486804596, 1018.8269969711537, 1023.9104239282565, 1023.4218549541765, 1023.9500758445267]"
2000,"[949.1189930669166, 948.9414290189704, 948.9546975952123, 947.4807128387132, 946.1986444557074, 945.582791214117, 937.1377064962352, 942.1910679778929, 941.7743765057327, 942.206590262849]"
4000,"[817.9894981775143, 818.0429782818646, 817.9957575901097, 816.8345775255405, 815.9601577552482, 815.4657874666117, 807.1647784768079, 811.8467494601184, 811.6487583151422, 811.7935840459813]"
6000,"[768.1476842183862, 770.2988292917557, 770.7119434182032, 769.6200771563099, 768.7377814779273, 768.7650896890252, 759.8670295332622, 763.737187741055, 763.9560883388867, 764.9652688680656]"
8000,"[763.7931701864679, 762.1242874553022, 761.5149864968528, 760.3448020002174, 760.2401938052802, 759.3907164276654, 752.5978379989924, 756.0407317184864, 757.7500603324778, 759.7818470195315]"
10000,"[760.324735065275, 756.411869823115, 756.6756871544428, 754.8137906461021, 757.2487010767727, 754.4140399748289, 748.4075803692839, 753.2595694297355, 751.9977538510435, 755.4747174803272]"
12000,"[756.8248187374446, 753.8783240395919, 752.876862946146, 750.2087914077972, 748.9374477712782, 748.8924056246726, 743.5475882074637, 748.8374832081258, 745.2692230137576, 750.2100694510531]"
14000,"[750.6623848508617, 748.2038026289413, 747.8696119420488, 744.3475037736976, 740.6422946550953, 742.4102790142276, 740.3288188879617, 745.3867154289836, 743.1506925684114, 746.2816916204944]"
16000,"[746.3472800056768, 743.7468812387867, 742.7886285457699, 741.5426670127033, 739.076832647908, 737.7470121439463, 735.9863782143016, 739.1676936692459, 736.1721146014421, 742.653632941227]"
18000,"[743.3849324630479, 739.1863460485994, 741.7610330626918, 737.6942694634197, 732.4022930244086, 735.1104051853267, 732.6020351415506, 736.9566420181256, 733.9916774392136, 736.4184906703084]"
