iteration,trainRMSE
0,"[910.9348969046929, 911.0421101297544, 910.5964110417764, 910.5685198634455, 912.0774264497824]"
10000,"[729.8546899868282, 733.1990709014767, 732.4810021781739, 731.0838731554434, 728.029750778241]"
20000,"[732.6704614624497, 720.027649186161, 702.191164882032, 695.8340165350941, 668.1391337785823]"
30000,"[716.9413115683849, 695.9305154915239, 716.864457252079, 665.899155595056, 686.4581621372474]"
40000,"[909.703019431605, 910.1590445378588, 1186.6168327599378, 901.166317731409, 895.8847727289904]"
50000,"[725.0335669457093, 703.655858254057, 724.5194655328881, 707.3490406906477, 690.0230257803029]"
60000,"[881.4530121642406, 725.4944706317586, 723.9589930563822, 720.340078931486, 681.2936477720497]"
70000,"[886.4261136155799, 708.0832956884053, 740.0372379431797, 709.892843493187, 690.2578714552786]"
80000,"[739.3626285983356, 715.12379855105, 726.2381709217374, 689.8440160851504, 631.2264879775047]"
90000,"[753.3083238537392, 717.0830958684121, 742.6209429114945, 751.4031099614664, 679.6083264588547]"
100000,"[734.5366311769963, 724.552679721539, 740.0808786533909, 710.0837429870145, 688.1366570690275]"
110000,"[735.7808931606176, 707.7700874977245, 736.79193435715, 728.5415781923863, 688.922468905966]"
120000,"[736.0018187274078, 711.1213103353939, 735.3251155399078, 727.2464282355227, 673.1808434146452]"
130000,"[718.5417117125902, 873.8313021914606, 903.2665109343649, 910.5685198634455, 912.0774264497824]"
140000,"[732.590077966903, 678.4213267836095, 909.8106594878603, 910.5685198634455, 912.0774264497824]"
150000,"[745.2067065156955, 705.3044699143659, 910.6435339415635, 709.7977608141209, 912.0774264497824]"
160000,"[754.6448357134329, 718.3637961849835, 910.5964110417764, 716.3692895331922, 912.0774264497824]"
170000,"[760.9801146462971, 714.9096843981978, 910.5328177302249, 714.9674630509236, 912.0774264497824]"
180000,"[758.6308269794596, 727.8743671434005, 903.0312259250135, 745.5726108417834, 912.0774264497824]"
190000,"[753.033429501017, 720.2211000389113, 910.4700325456066, 700.386028948997, 912.0774264497824]"
200000,"[748.7262597031412, 727.0239286392531, 910.516236212309, 695.8274186294461, 912.0774264497824]"
210000,"[750.000006567328, 757.7485187542068, 910.5964110417764, 664.9938797676003, 912.0774264497824]"
220000,"[748.9973189105909, 741.9975498312132, 910.6133314168569, 668.8448415811752, 912.0774264497824]"
230000,"[752.5712874263005, 722.8472131472124, 910.5964110417764, 680.0751070946247, 912.0774264497824]"
240000,"[751.8380162632653, 717.874504665116, 910.5927850609387, 674.554401865832, 912.0774264497824]"
250000,"[744.6385569258372, 731.1514881933094, 910.5964110417764, 686.5939833264323, 912.0774264497824]"
260000,"[742.6520078032576, 724.5323422784855, 910.5964110417764, 674.6952567653238, 912.0774264497824]"
270000,"[743.6991298596797, 743.1510153273255, 902.3767645848513, 712.1283022918213, 912.0774264497824]"
280000,"[743.2849767448351, 740.4587542449643, 910.5747765947901, 691.924376597197, 912.0774264497824]"
290000,"[742.7154707796997, 730.3533855738993, 910.5964110417764, 677.7143821975533, 912.0774264497824]"
300000,"[742.6020225769801, 727.1978212342581, 910.5953774074189, 701.7616842370487, 912.0774264497824]"
310000,"[739.0330364880813, 884.7287223623414, 741.723420798942, 910.5685198634455, 912.0774264497824]"
320000,"[739.8869276765473, 892.8926902528702, 750.4766509708204, 910.5685198634455, 912.0774264497824]"
330000,"[739.1338447412448, 893.1626065659374, 723.9588195025649, 910.5685198634455, 912.0774264497824]"
340000,"[742.5006197138424, 892.3369014188534, 704.5485727728513, 910.5685198634455, 912.0774264497824]"
350000,"[741.8210224160078, 892.3380418176843, 705.5269324629149, 910.5685198634455, 912.0774264497824]"
360000,"[748.1343448669813, 897.6690119758784, 693.5703488119557, 910.5685198634455, 912.0774264497824]"
370000,"[836.179735224995, 897.6702693892779, 807.2144189976167, 910.5685198634455, 912.0774264497824]"
380000,"[740.0213887134934, 892.3376224146252, 682.5271826334566, 910.5685198634455, 912.0774264497824]"
390000,"[740.6810073037353, 892.3377937797147, 686.9223584720617, 910.5685198634455, 912.0774264497824]"
400000,"[736.9282564765999, 905.7889707150355, 682.6631685205016, 910.5685198634455, 912.0774264497824]"
410000,"[738.1873895363052, 905.7934783824616, 681.350046122165, 910.5685198634455, 912.0774264497824]"
420000,"[735.5210198955212, 905.7887896964742, 676.006667408731, 910.5685198634455, 912.0774264497824]"
430000,"[739.3288074016591, 892.3383603112501, 683.1481420070766, 910.5685198634455, 912.0774264497824]"
440000,"[736.8069926905829, 892.4861178863852, 714.6281541941865, 910.5685198634455, 912.0774264497824]"
450000,"[736.1311604084019, 898.302152965588, 690.7196532747646, 910.5685198634455, 912.0774264497824]"
460000,"[736.4444210509396, 892.3473796294867, 690.9372464690734, 910.5685198634455, 912.0774264497824]"
470000,"[749.8193878345778, 884.8694038690633, 729.3820936520179, 910.5685198634455, 912.0774264497824]"
480000,"[736.7102224852512, 884.7575143316793, 675.8574064181793, 910.5685198634455, 912.0774264497824]"
490000,"[736.0301921567686, 884.8282021859018, 695.4738212204708, 910.5685198634455, 912.0774264497824]"
