iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,830001.44,651608.0,911.04,807.183
10000,534268.25,437723.56,730.93,661.5138
20000,495817.1,505578.62,703.77,710.3206
30000,485414.8,477601.3,696.42,690.9883
40000,935793.6,702693.44,960.71,834.7745
50000,504505.22,496527.78,710.12,704.1248
60000,562160.0,531523.3,746.51,727.4504
70000,563117.1,664788.75,746.94,814.3173
80000,492064.03,500478.75,700.36,706.404
90000,532036.44,485095.06,728.8,695.8223
100000,518111.8,524731.6,719.48,720.832
110000,518251.7,472887.6,719.56,687.3823
120000,514182.16,518716.62,716.58,719.1643
130000,751533.4,644488.94,863.66,802.5161
140000,697321.44,587516.56,828.69,764.7562
150000,643742.4,598164.25,796.61,772.8489
160000,652154.44,559985.75,802.41,746.7128
170000,652675.1,555020.75,802.69,743.0778
180000,661933.4,540430.8,809.44,732.9551
190000,647683.6,535165.25,799.24,729.0584
200000,647146.56,553506.56,798.83,741.8773
210000,648342.0,546264.8,799.08,736.924
220000,644387.44,589151.3,796.51,765.5972
230000,642887.25,573418.9,795.63,754.9548
240000,639736.6,599167.06,793.39,771.9711
250000,644707.9,564083.3,797.01,749.0556
260000,638963.7,550552.0,792.91,739.6812
270000,652149.06,569803.9,802.69,753.0996
280000,648532.9,615992.06,799.66,782.5278
290000,641511.75,625612.3,794.69,783.9614
300000,647203.8,542002.8,798.85,733.5186
310000,708469.9,565458.6,837.63,748.3803
320000,714227.0,587019.94,841.18,763.9321
330000,706274.2,578434.0,835.78,758.0187
340000,701429.2,573436.56,832.41,754.3455
350000,701499.6,577246.6,832.47,757.1339
360000,701943.9,575173.56,832.4,755.584
370000,763952.9,653426.1,872.74,807.8162
380000,694584.06,574240.3,827.51,754.9484
390000,695986.75,584666.6,828.52,762.2773
400000,698549.1,572607.56,829.61,753.7401
410000,698562.6,575203.1,829.6,755.6395
420000,696324.06,596806.3,827.99,770.4169
430000,694555.1,570394.1,827.49,752.0936
440000,702671.8,576979.8,833.31,756.8541
450000,697839.94,578309.7,829.56,757.9128
460000,695859.25,588883.3,828.47,765.067
470000,708093.2,586208.94,837.34,763.5221
480000,689114.0,583154.75,823.99,761.179
490000,694321.44,576476.7,827.8,756.5014
