iteration,trainRMSE
0,"[1024.0837905792932, 1024.0712169772353, 1028.996823539203, 1028.978022870452, 1029.4781041528138]"
2500,"[763.89996438517, 763.3340666186516, 767.038801816967, 769.7855590378381, 769.0825780048192]"
5000,"[762.7311226652661, 757.6658539552525, 761.0142734441139, 765.7618614465077, 767.963584778375]"
7500,"[762.3716148051111, 756.8590376758638, 757.635401181787, 761.4545001415739, 761.3823370050759]"
10000,"[762.7368107084637, 752.604558353754, 755.1175791561348, 758.5381940872455, 753.2033062453214]"
12500,"[765.1542315307888, 750.1249341068357, 752.560126228824, 753.6666348858625, 745.9446570524082]"
15000,"[765.8946952197266, 748.9487244291536, 753.1066596552567, 750.8114096469583, 744.191413836436]"
17500,"[765.0395160089696, 747.5361230563918, 752.9529760544307, 747.6142933190714, 740.6111311638252]"
20000,"[763.5371892141748, 744.9927320697876, 750.7976023764762, 744.102886780522, 735.9654704574098]"
22500,"[762.2129410945987, 743.7831549907156, 747.0318903723867, 742.4847130420114, 733.6619114362483]"
25000,"[761.0046807213008, 745.1218859338444, 750.161599352903, 742.5720791527069, 736.7942897274132]"
27500,"[758.5116293046582, 740.5588230284445, 747.2018159571475, 740.3589281476908, 731.6806261690998]"
30000,"[759.6891086382209, 738.3762485331011, 740.9653233185757, 739.0759976804991, 731.7733133417995]"
32500,"[757.8171925870593, 740.0883070796488, 738.4489910489549, 739.4193982737103, 730.430714378139]"
35000,"[758.7308568782884, 736.121220391244, 751.3719742884124, 738.1716385336822, 727.6998245843015]"
37500,"[758.1539620616593, 735.912876729975, 743.7923693790515, 739.8068302295422, 728.6193301029381]"
40000,"[760.3006361889379, 746.7302966928096, 749.7553025192682, 743.8810190033265, 733.5083043402672]"
42500,"[759.0764785066351, 735.5964807617787, 742.7501234986042, 735.5224544540132, 726.4755784506536]"
45000,"[759.406765190253, 733.1849276880868, 744.2628805000148, 738.3138778164686, 728.3487222396556]"
47500,"[760.910728712817, 757.7321388304969, 747.4112197548048, 745.5992543470334, 756.0587575333846]"
50000,"[757.9712716136801, 735.7743344330847, 753.4391412610319, 735.2750028278211, 724.5447156469148]"
52500,"[758.0909091443152, 756.3587276701945, 749.9174906360976, 750.7978194054319, 741.8791967476535]"
55000,"[761.1191024104298, 737.6413523347176, 743.5929957686909, 741.1627849172878, 736.1150485746061]"
57500,"[760.8901559546268, 736.8835897033139, 741.8951547105604, 738.1509635875044, 732.8198927070804]"
60000,"[760.9814907132405, 736.0238568754788, 740.8739364172279, 740.5046095722208, 732.2749122056216]"
62500,"[763.1266819861012, 740.6163332081068, 751.5397950570355, 750.8436543743153, 743.5206396529857]"
65000,"[759.3173023174618, 754.4033421046557, 759.749136354381, 758.6626411909951, 752.333776839667]"
67500,"[756.9865208022752, 758.6831531904521, 764.2177212632555, 762.2223640828195, 765.1874660068347]"
