iteration,trainRMSE
0,"[1024.2773630788865, 1024.2893487058122, 1029.2011550726415, 1029.149760384237, 1029.6194281163532]"
2500,"[748.2927230067128, 744.0527821586201, 747.2360161119049, 748.1591647234972, 750.23776169802]"
5000,"[732.1388576591664, 720.972568764138, 726.3280176487357, 727.2998296209626, 725.6856002445077]"
7500,"[724.7821170755864, 699.0378357543204, 699.4639319964267, 698.1745715117088, 690.1563201606348]"
10000,"[731.9627312958638, 714.3738252712059, 722.6119040498049, 725.8854674828224, 724.0267552087827]"
12500,"[717.1317748885018, 687.2199505046622, 697.6759039343538, 695.2795224035788, 690.900707494703]"
15000,"[721.7965136521817, 681.4665658334858, 692.1911089554688, 696.1197556273509, 695.5121802935198]"
17500,"[696.2642957539225, 675.654880004505, 678.7333000370386, 683.3321812405939, 659.7851522821379]"
20000,"[691.3436848836645, 638.8828632478663, 631.9681757936962, 643.1962515460643, 608.3412594439644]"
22500,"[685.3753016668702, 634.8549992239425, 639.9527312943458, 659.6278336231175, 609.886294489447]"
25000,"[671.516813187544, 619.6201460403968, 620.6266629501338, 629.5508301830187, 589.8710660456951]"
27500,"[670.8015641055636, 608.7160776644207, 616.3921654167225, 623.3362553408366, 595.9436162825909]"
30000,"[695.2512468857498, 679.1388783792319, 650.2630279889187, 701.1341905061184, 676.4153808858423]"
32500,"[680.4283669345928, 627.5572791478203, 645.5285781030623, 680.9628534462719, 630.11866685719]"
35000,"[715.8698183073033, 678.5049577659952, 690.1788114869834, 681.4914953992559, 678.2374517550421]"
37500,"[720.0988935308718, 661.0237683057161, 681.0147087975155, 683.0319749280927, 669.2655506475968]"
40000,"[684.845298648199, 665.9193921196717, 664.5239212178843, 656.827725898646, 629.5018692962461]"
42500,"[682.1876116896792, 632.3258912962486, 636.4688183262018, 639.3647467851223, 599.66446495825]"
45000,"[685.624152784444, 636.3403537213661, 632.2408155942708, 646.4171337126253, 618.8715936215782]"
47500,"[684.8487463865226, 685.7916706119778, 674.1850466998861, 726.9063289094579, 709.290226409712]"
50000,"[649.9877981595249, 647.3972366307919, 652.1736131912389, 671.7006170447712, 607.9712287194853]"
52500,"[632.5204258353766, 626.6062438088119, 635.5264827138562, 643.9988479302734, 568.2487980977473]"
55000,"[636.3614134281216, 629.9882152459518, 656.3445859297456, 672.4761890726498, 605.6147200967478]"
57500,"[878.0147919018909, 823.7461560386344, 824.065127621748, 809.0231397699762, 802.0145903304899]"
60000,"[682.6949039768707, 708.7345767910358, 707.2233595315904, 721.2969394047727, 716.0310065531534]"
62500,"[773.1427319372065, 760.2297045678165, 774.7572300431007, 766.8136470601318, 775.5292685628131]"
65000,"[691.6585627553707, 721.3056872229055, 732.145896456888, 721.379831494221, 735.3961003265372]"
67500,"[679.5034660757091, 713.0805481148572, 717.7364528970433, 704.5680473061666, 727.2422776272215]"
